Mixture,B,CTL,GMP-like,LSPC-Cycle,LSPC-Primed,LSPC-Quiescent,Mono-like,Monocyte,NK,Plasma,ProMono-like,T,cDC,cDC-like,P-value,Correlation,RMSE
TUH164_185_S96,0.0179453417882689,0,0.383840731417905,0.0919556467153116,0.0981146847028008,0,0.00781598423258907,0.300473723120031,0.00405649151210512,0.00111700900955845,0.0637412795828562,0.0158223809776658,0.0151167269409089,0,0,0.92168678708871,0.440706130796121
TUH169_186_S97,0,0,0.498050546914935,0.133763208634342,0.302894483772152,0,0,0.00889133353323367,0.00323944018231723,0.0012460951706281,0.00793922508528548,0.00867000496295174,0.0353056617441549,0,0,0.336503607903182,0.953903356321551
TUH82_187_S98,0,0.00114029275151662,0.0264575018527485,0,0,0.137388497073883,0.32771461692732,0,0.01037873022111,0,0.110422492811289,0.00669517035241581,0.21365665094049,0.166146047069227,0,0.925151053900289,0.409244073596165
TUH86_188_S99,0,0,0.110241172033168,0,0.629870521896104,0.226538237328513,0.00451717507545119,0,0.00399459954052329,0,0.00423995885908235,0,0.0157613823927661,0.00483695287439165,0,0.278295667826267,0.974522220076617
TUH119_189_S100,0,0,0,0.0770961358861549,0.663837705418879,0.135885350429817,0.0131864545785568,0,0,0,0.0166378262825518,0,0,0.0933565274040404,0,0.355395931591064,0.959085141300316
TUH130_190_S101,0,0.0207704571287612,0.149001181989248,0,0.0057951734833618,0,0.180200073847884,0.270369265664259,0,0.00188507440570432,0,0,0.132290201987723,0.239688571493059,0,0.882872030630867,0.476060984717762
TUH144_191_S102,0,0.00361971430889707,0,0,0,0.0510935557079662,0.625247823963311,0.122583839456415,0,7.1350380291626e-05,0,0,0.183669167419019,0.0137145487641001,0,0.956378927658821,0.663174335309188
TUH165_192_S103,0,0.000712787303971459,0,0,0.0212017116496342,0.0524096793042329,0.452324604806272,0,0.000735743244569453,0,0,0.00191301083012511,0.42677092093639,0.0439315419248048,0,0.935223765693647,0.418427947528365
TUH168_193_S104,0.00558590600529399,0,0.092238331815165,0,0.0010973610175725,0.0787318390291152,0.170696372026957,0,0.00683188300302124,0,0.456956975754981,0.0118755335638496,0.175985797784045,0,0,0.85988234745281,0.852895448946619
TUH170_194_S105,0,0.017666045886556,0.212977334366762,0,0.175473472619174,0,0.352863475079844,0,0,0,0,0,0.241019672047664,0,0,0.674789058319245,0.76325150863849
TUH171_195_S106,0.0017607867095131,0,0.179832032571936,0,0.688088146765673,0,0,0.0104376697562696,0,0,0,0,0.119881364196608,0,0,0.219428674156862,0.977857962002241
TUH178_196_S107,0,0.000261281864773071,0.293266959360016,0,0.433966991558494,0.139518697366314,0,0,0.0079883768155459,0,0.0596866046984004,0,0,0.065311088336457,0,0.592368769310983,0.876768410984482
TUH181_197_S108,0.00576661168004259,0.0385961950455409,0.222930260349962,0,0.141721625103104,0,0,0.197096118613238,0.00320664579042453,0,0,0.0567190613222671,0.0563215781660178,0.277641903929402,0,0.604773425470375,0.808558710507247
