Mixture,B,cancer,CD4,CD8,M0,M1,M2,Mono,Neu,NK,P-value,Correlation,RMSE
TUH180_183_S94,0.278179916886139,0.2769838129023,0.0711103741975882,0.00208127936733084,0,0.00777133573306799,0,0.361952125698405,0,0.00192115521516912,0.02,0.149764338948644,0.989303367817702
TUH105_184_S95,0.0469354818781789,0.493333091197781,0.000728621565572647,0.000121520620640842,0,0.0158433213463864,0,0.384214276464385,0.0588236869270553,0,0.05,0.0735356228959608,0.998353492961839
TUH164_185_S96,0.128066746528771,0.217507463438532,0.0148274166093451,0,0,0.0228752718200789,0,0.552877242166382,0.0627519126485951,0.00109394678829647,0.01,0.179636816275794,0.983930698962089
TUH169_186_S97,0.172489788261055,0.622100860763679,0.104000738298188,0.0155103242537931,0,0.00367503596295826,0,0.0797291039551117,0.00166432292250934,0.000829825582705644,0.09,0.0439268161629899,1.0000371094858
TUH82_187_S98,0.012248295014239,0.274617875530014,0.0361309932768561,0.0145365497797056,0,0,0,0.661236049523603,0,0.00123023687558257,0.02,0.111122357274846,0.994837719288956
TUH86_188_S99,0.183113759490458,0.716874872845937,0.0509910398640486,0.0194574484655839,0,0,0,0.0250883533306899,0.00269902608808272,0.00177549991519971,0.01,0.323211398794162,0.977856892018798
TUH119_189_S100,0.502412915747972,0.294879675585175,0.0332096874075111,0.000580452799987223,0,0,0.000341510520708409,0.163204596967039,0.00448816433029951,0.000882996641307578,0.01,0.300512179946225,0.973947475878161
TUH130_190_S101,0.0734914670346185,0.252271307999187,0,0.00399354667538203,0,0.00142954812545058,0,0.668814130165362,0,0,0.01,0.243314845590084,0.973693093422341
TUH144_191_S102,0.00538981126336153,0.126955685681153,0.00134675496694167,0,0,0,0,0.866307748088544,0,0,0.01,0.167699544242702,0.986108704279213
TUH165_192_S103,0.0638065213828716,0.237856657588991,0.0218280252759939,0,0.000157575907989618,0,1.21158796764174e-05,0.642091751139587,0.0340591612584253,0.000188191566465519,0.02,0.158274949048213,0.987363477900914
TUH168_193_S104,0.0199918712112862,0.318622917698365,0.00661934227910695,0.00311014586231785,0,0.0014553639889014,0,0.624513337896255,0.0238888961424604,0.0017981249213076,0.05,0.0723753960575544,1.00054354517022
TUH170_194_S105,0.107102056699026,0.408949084329827,0.021478759238278,0.0014971837100384,0.000218828225090307,0.000684966239042334,0,0.401135905685268,0.0589332158734298,0,0.01,0.163919903253457,0.987335947827071
TUH171_195_S106,0.192724367815534,0.571744111043538,0.117571417885609,0.0103114467930988,0,0,0,0.0894610857696201,0.0181875706926006,0,0.01,0.225454457575783,0.984408998031003
TUH178_196_S107,0.257115571155654,0.403761715950628,0.215186229019115,0.0295474464477912,0,0,0,0.0755050836178029,0.012424541247231,0.00645941256177875,0.01,0.303358334078429,0.973988695862551
TUH181_197_S108,0.0809218747486958,0.15751471063405,0.0636748746588183,0.0286361506724694,0,0,0,0.669252389285967,0,0,0,0.612945807525508,0.907797213869155
