	mean.x	mean.y	mean.diff	pvalue	logFC
MAR00087	1.38180767	1.39898426	-0.01717659	0.1863728	-0.01782290584879
MAR00089	4.52000446	4.53634209	-0.01633763	0.01256139	-0.00520524324457665
MAR00090	0.8632267	0.87235473	-0.009128027	0.2364139	-0.0151754159265082
MAR00091	0.51429895	0.5310345	-0.01673555	0.0772417	-0.0461983841412708
MAR00092	0.51429895	0.5310345	-0.01673555	0.0772417	-0.0461983841412708
MAR00094	1.25706075	1.25891634	-0.001855589	0.9229378	-0.00212804082115719
MAR00095	3.04010347	3.07807891	-0.03797544	0.02770025	-0.0179097905758591
MAR00096	0.84244982	0.86374928	-0.02129946	0.0359404	-0.0360218472864489
MAR00097	2.10871201	2.12858224	-0.01987023	0.5855341	-0.0135307536942845
MAR00099	8.14290676	8.14530769	-0.002400931	0.4252202	-0.00042531486066056
MAR00100	7.76589913	7.76996217	-0.004063037	0.06957757	-0.000754606092238141
MAR00101	2.75219699	2.75048755	0.001709436	0.1659187	0.000896362737898373
MAR00102	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00103	0.55964467	0.5776217	-0.01797703	0.07906172	-0.0456138213229768
MAR00104	0.40390089	0.41882314	-0.01492224	0.1997658	-0.0523398284071842
MAR00105	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00106	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00107	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00108	3.34186126	3.34417364	-0.002312375	0.3165829	-0.00099791859945689
MAR00109	2.91111887	2.8964108	0.01470807	0.6325534	0.00730751497545171
MAR00110	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00111	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00112	3.075407	3.09376063	-0.01835363	0.3612397	-0.00858422746551743
MAR00113	3.886026	3.9027272	-0.0167012	0.09324144	-0.00618706864287125
MAR00114	3.88485915	3.90156502	-0.01670587	0.09368318	-0.00619064984340117
MAR00115	4.00765557	4.02430843	-0.01665286	0.09070855	-0.00598235573861909
MAR00116	3.98386314	3.99981449	-0.01595135	0.09552112	-0.00576500335547392
MAR00117	4.00765557	4.02430843	-0.01665286	0.09070855	-0.00598235573861909
MAR00118	4.00653633	4.02319132	-0.01665499	0.09112517	-0.00598478727649589
MAR00119	1.36038264	1.37813196	-0.01774932	0.1277532	-0.0187015358746237
MAR00120	1.86244793	1.86840088	-0.005952952	0.08844673	-0.00460393822933436
MAR00121	4.79153191	4.80776473	-0.01623282	0.4796553	-0.00487932233269906
MAR00122	1.86244793	1.86840088	-0.005952952	0.08844673	-0.00460393822933436
MAR00123	2.50832238	2.59366968	-0.0853473	0.008083413	-0.0482719738735538
MAR00124	2.70295981	2.7327573	-0.02979749	0.09288154	-0.0158172770202445
MAR00125	2.76340917	2.77455922	-0.01115005	0.7933981	-0.00580940245376685
MAR00126	2.68816143	2.71387013	-0.0257087	0.4865172	-0.0137319057111484
MAR00127	4.26995045	4.27716786	-0.00721741	0.3825022	-0.00243649934686936
MAR00128	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00129	0.74459024	0.76072103	-0.01613079	0.202049	-0.0309207830139699
MAR00131	2.89656159	2.91579612	-0.01923453	0.1512641	-0.00954850466068147
MAR00132	2.89656159	2.91579612	-0.01923453	0.1512641	-0.00954850466068147
MAR00133	2.89656159	2.91579612	-0.01923453	0.1512641	-0.00954850466068147
MAR00134	2.89656159	2.91579612	-0.01923453	0.1512641	-0.00954850466068147
MAR00135	0.66053703	0.68087626	-0.02033923	0.1736796	-0.04375318999134
MAR00136	8.38177143	8.38933807	-0.007566635	0.3339224	-0.00130180471898856
MAR00137	3.21423405	3.21944675	-0.005212695	0.9420786	-0.00233780267284489
MAR00138	2.63336803	2.64517422	-0.01180619	0.1495003	-0.00645358485754207
MAR00139	5.49775097	5.50611857	-0.008367599	0.2113506	-0.00219411858839164
MAR00141	2.03122166	2.03160767	-0.0003860139	0.913065	-0.00027414132821054
MAR00142	0.3379412	0.35398348	-0.01604228	0.08578098	-0.0669097860115657
MAR00143	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00144	4.86991265	4.8812594	-0.01134675	0.268279	-0.00335752610244977
MAR00145	0.42321168	0.43917559	-0.0159639	0.1039787	-0.053418425347352
MAR00146	4.48244318	4.49873087	-0.01628769	0.05802241	-0.00523276694582176
MAR00147	4.26023938	4.2794723	-0.01923292	0.1096889	-0.00649841265366141
MAR00148	5.05517779	5.06835122	-0.01317343	0.109843	-0.00375466951118077
MAR00149	4.41732758	4.43088359	-0.01355601	0.1322497	-0.00442060057725808
MAR00150	0.73701554	0.75226256	-0.01524702	0.115401	-0.0295412505067671
MAR00151	4.39078865	4.40493393	-0.01414528	0.08667936	-0.00464028798443869
MAR00152	3.63072872	3.64413331	-0.01340459	0.1856633	-0.00531659770985164
MAR00153	0.66797398	0.68491823	-0.01694426	0.09171836	-0.0361398544124421
MAR00154	1.46080951	1.47384622	-0.01303671	0.2555683	-0.0128179400374475
MAR00155	3.89367356	3.87170251	0.02197104	0.5855022	0.00816383113331223
MAR00156	8.00428778	8.01661282	-0.01232504	0.0359199	-0.0022197600545175
MAR00157	3.09457756	3.1069556	-0.01237803	0.2173513	-0.00575914380446799
MAR00158	3.36913553	3.42265966	-0.05352413	0.2002578	-0.0227393769667853
MAR00159	3.36913553	3.42265966	-0.05352413	0.2002578	-0.0227393769667853
MAR00160	3.85701751	3.91892689	-0.06190938	0.1890581	-0.0229729633291758
MAR00161	3.36913553	3.42265966	-0.05352413	0.2002578	-0.0227393769667853
MAR00162	2.86980417	2.87777259	-0.007968413	0.63557	-0.00400029712111152
MAR00163	2.86980417	2.87777259	-0.007968413	0.63557	-0.00400029712111152
MAR00164	0.79841629	0.80582513	-0.007408837	0.7041894	-0.0133256411234146
MAR00165	7.60978745	7.61340645	-0.003619002	0.5276395	-0.000685941923308926
MAR00166	0.79841629	0.80582513	-0.007408837	0.7041894	-0.0133256411234146
MAR00167	0.4855194	0.50460628	-0.01908688	0.1447007	-0.0556292184025729
MAR00168	0.61151182	0.63016233	-0.01865051	0.06391391	-0.0433431300688935
MAR00169	0.48500862	0.50408998	-0.01908136	0.1447015	-0.0556708892271826
MAR00170	0.83708644	0.8409426	-0.003856159	0.8599454	-0.00663072279367621
MAR00171	7.72706184	7.7425638	-0.01550197	0.0709594	-0.00289142204505558
MAR00172	0.83708644	0.8409426	-0.003856159	0.8599454	-0.00663072279367621
MAR00173	0.4947056	0.51605501	-0.02134941	0.1095016	-0.0609546303438347
MAR00174	8.02820085	8.04296754	-0.01476669	0.1283356	-0.00265118700913644
MAR00175	2.86980417	2.87777259	-0.007968413	0.63557	-0.00400029712111152
MAR00176	0.78940296	0.79058099	-0.001178029	0.9600794	-0.00215133622585306
MAR00177	3.25446674	3.27778656	-0.02331983	0.0261152	-0.0103007431119518
MAR00178	0.74078096	0.73965082	0.001130142	0.9638086	0.00220266507684498
MAR00179	0.447047	0.46895962	-0.02191261	0.1007147	-0.0690371879171445
MAR00180	8.00428778	8.01661282	-0.01232504	0.0359199	-0.0022197600545175
MAR00181	1.11741643	1.13189911	-0.01448268	0.1579523	-0.0185784332925481
MAR00182	0.87436381	0.88982396	-0.01546015	0.2056131	-0.0252862570536028
MAR00183	0.66679244	0.66428101	0.002511434	0.9269851	0.00544407508991323
MAR00184	7.72706183	7.7425638	-0.01550198	0.07095929	-0.00289142391212366
MAR00185	0.66679244	0.66428101	0.002511434	0.9269851	0.00544407508991323
MAR00186	4.6071847	4.62718817	-0.02000348	0.09077336	-0.00625033286293183
MAR00187	1.43968371	1.45813761	-0.01845389	0.1202023	-0.0183749838087222
MAR00188	0.66874693	0.68583577	-0.01708883	0.09060479	-0.0364027870189902
MAR00189	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00190	1.43907258	1.45745911	-0.01838653	0.1213154	-0.0183160515965498
MAR00191	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00192	0.66773126	0.68482623	-0.01709497	0.09042078	-0.0364703785231719
MAR00193	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00194	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00195	1.33015759	1.34610466	-0.01594707	0.1915356	-0.0171934055460166
MAR00196	0.6655559	0.68288039	-0.01732449	0.09090666	-0.0370730621174067
MAR00197	0.66812388	0.68521301	-0.01708913	0.09043292	-0.0364369194453906
MAR00198	1.32926966	1.34518725	-0.0159176	0.1927376	-0.0171732056916323
MAR00199	1.32911963	1.34505054	-0.01593091	0.1918756	-0.0171894197383617
MAR00200	4.33986553	4.35608322	-0.01621768	0.1011833	-0.00538117432298962
MAR00201	0.66796867	0.6850498	-0.01708113	0.09057224	-0.0364284322559589
MAR00202	1.32951109	1.34543891	-0.01592782	0.1920075	-0.0171810751660291
MAR00203	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00204	0.59736615	0.62028633	-0.02292018	0.1206622	-0.0543188417911083
MAR00205	2.45122633	2.46468642	-0.01346009	0.1138072	-0.00790040613342498
MAR00206	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00207	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00208	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00209	0.66763203	0.6847373	-0.01710527	0.09033718	-0.0364974327212945
MAR00210	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00211	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00212	1.3286339	1.34457048	-0.01593657	0.1919544	-0.0172017504475196
MAR00213	0.66732612	0.68441449	-0.01708836	0.09047089	-0.0364783301073298
MAR00214	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00215	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00216	1.34016331	1.3560489	-0.01588559	0.1826455	-0.0170003881919414
MAR00217	2.20692686	2.22684091	-0.01991406	0.2727668	-0.0129596748690503
MAR00218	4.48773824	4.49844971	-0.01071147	0.05059111	-0.00343936540267886
MAR00219	2.80795526	2.81124903	-0.003293777	0.8116885	-0.00169130928288791
MAR00220	4.38754953	4.39668925	-0.009139723	0.1335457	-0.00300215734284191
MAR00221	1.31286526	1.32698891	-0.01412365	0.1760981	-0.0154374544368086
MAR00222	4.04763987	4.06246432	-0.01482445	0.1005524	-0.00527420704286874
MAR00223	0.67080659	0.68797782	-0.01717123	0.08933109	-0.0364651920386213
MAR00224	1.32958596	1.34549218	-0.01590623	0.1927578	-0.0171569531538856
MAR00225	3.15044468	3.1762649	-0.02582022	0.1724293	-0.0117757610626643
MAR00226	2.20692686	2.22684091	-0.01991406	0.2727668	-0.0129596748690503
MAR00227	4.04763987	4.06246432	-0.01482445	0.1005524	-0.00527420704286874
MAR00228	4.06899191	4.0846795	-0.0156876	0.09473044	-0.00555147125385566
MAR00229	2.35559255	2.32472663	0.03086593	0.2190092	0.0190289395170639
MAR00230	0.66825464	0.68536743	-0.01711279	0.09007248	-0.0364796839978049
MAR00231	1.32878219	1.34471625	-0.01593406	0.1920864	-0.0171971385473487
MAR00232	1.32993965	1.34590208	-0.01596242	0.191646	-0.0172126710761324
MAR00233	0.66854216	0.68564503	-0.01710287	0.09058949	-0.0364433188383404
MAR00234	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00235	1.32957623	1.34543543	-0.0158592	0.1940085	-0.0171066598390833
MAR00236	1.32864165	1.34457802	-0.01593637	0.1919546	-0.017201425380912
MAR00237	0.66733374	0.68442216	-0.01708842	0.09046636	-0.0364780241937138
MAR00238	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00239	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00240	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00241	3.05706931	3.04101754	0.01605177	0.6425704	0.00759512385825236
MAR00242	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00243	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00244	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00245	0.66732453	0.68441289	-0.01708836	0.09047083	-0.0364783948534548
MAR00246	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00247	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00248	1.32959225	1.34551347	-0.01592122	0.1921194	-0.0171729559543288
MAR00249	0.43287254	0.44961109	-0.01673855	0.1240357	-0.0547353375110949
MAR00250	0.66991172	0.68705389	-0.01714216	0.08968658	-0.0364522713912095
MAR00251	4.077749	4.09142316	-0.01367416	0.08918573	-0.00482978222483674
MAR00252	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR00253	1.33001496	1.34597572	-0.01596075	0.1917061	-0.0172099122245743
MAR00254	1.3292192	1.34515563	-0.01593643	0.1917993	-0.0171940600186353
MAR00255	0.79478374	0.80896896	-0.01418522	0.2051526	-0.0255219900924599
MAR00256	0.66992897	0.68706839	-0.01713941	0.08984922	-0.0364455701462566
MAR00257	1.33253633	1.34845173	-0.0159154	0.1916076	-0.0171290120414491
MAR00258	1.32891467	1.34484952	-0.01593485	0.1919548	-0.0171962818118648
MAR00259	0.65272659	0.66984877	-0.01712218	0.1010876	-0.0373566075621192
MAR00260	0.66827159	0.68536523	-0.01709364	0.09037164	-0.0364384601078629
MAR00261	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00262	1.33759808	1.35342979	-0.01583171	0.1885571	-0.0169753671285826
MAR00263	0.67285197	0.68937508	-0.01652311	0.1261811	-0.035000006791916
MAR00264	0.92422866	0.94114201	-0.01691335	0.05858205	-0.0261626016376744
MAR00265	1.32862966	1.3445658	-0.01593614	0.191971	-0.0172013329047229
MAR00266	1.32984446	1.3458126	-0.01596814	0.1916157	-0.0172200168992044
MAR00267	4.21607608	4.2234296	-0.007353521	0.7464168	-0.00251410211073829
MAR00268	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00269	1.32927995	1.34516489	-0.01588494	0.1926174	-0.0171380567030652
MAR00270	1.3292192	1.34515563	-0.01593643	0.1917993	-0.0171940600186353
MAR00271	4.21645983	4.23165449	-0.01519466	0.07183194	-0.00518962775300616
MAR00272	4.21504231	4.23049393	-0.01545162	0.0670518	-0.0052790017796034
MAR00273	1.33253633	1.34845173	-0.0159154	0.1916076	-0.0171290120414491
MAR00274	1.32922057	1.34515701	-0.01593643	0.1917979	-0.017194053127365
MAR00275	4.49433091	4.50585401	-0.0115231	0.1706864	-0.00369421927594903
MAR00276	0.66796854	0.68504978	-0.01708124	0.09057033	-0.0364286709137387
MAR00277	1.32950917	1.34543755	-0.01592838	0.1919934	-0.0171817003115642
MAR00278	1.32863991	1.3445763	-0.01593639	0.1919553	-0.0172014692337791
MAR00279	0.66733297	0.68442139	-0.01708842	0.09046699	-0.0364780657561048
MAR00280	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00281	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00282	1.32863943	1.34457581	-0.01593639	0.1919556	-0.0172014646815434
MAR00283	0.66733145	0.68441979	-0.01708833	0.09046705	-0.0364779791688642
MAR00284	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00285	0.51455764	0.52483215	-0.01027452	0.2734362	-0.0285234040383553
MAR00286	2.63336803	2.64517422	-0.01180619	0.1495003	-0.00645358485754207
MAR00287	1.32891688	1.3448612	-0.01594432	0.191946	-0.0172064123284503
MAR00288	1.32864846	1.3445858	-0.01593734	0.1919361	-0.0172023785159037
MAR00289	0.7468216	0.76116145	-0.01433985	0.1255132	-0.0274388417015906
MAR00290	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00291	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00292	1.32863726	1.34457371	-0.01593645	0.1919545	-0.0172015677173612
MAR00293	0.66732955	0.684418	-0.01708845	0.09046675	-0.036478313596492
MAR00294	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00295	1.32938705	1.34533049	-0.01594344	0.1918485	-0.0171994193086767
MAR00296	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00297	4.03470558	4.05263129	-0.01792571	0.05902949	-0.00639552319607637
MAR00298	0.66796345	0.68504772	-0.01708426	0.09049934	-0.0364353261570335
MAR00299	1.32863563	1.34457213	-0.0159365	0.191966	-0.0172016423441731
MAR00300	1.32863217	1.34456872	-0.01593655	0.1919568	-0.0172017405233694
MAR00301	0.66732258	0.68441097	-0.01708839	0.09047073	-0.036478563349657
MAR00302	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00303	1.32904922	1.34498614	-0.01593692	0.1917264	-0.0171967716122169
MAR00304	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00305	0.66732453	0.68441289	-0.01708836	0.09047083	-0.0364783948534548
MAR00306	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00307	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00308	1.3286373	1.34457377	-0.01593647	0.1919547	-0.0172015886620805
MAR00309	0.66733099	0.68441943	-0.01708844	0.09046716	-0.036478214789474
MAR00310	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00311	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00312	1.32863915	1.34457551	-0.01593637	0.1919564	-0.0172014468256011
MAR00313	2.20692686	2.22684091	-0.01991406	0.2727668	-0.0129596748690503
MAR00314	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00315	2.63336803	2.64517422	-0.01180619	0.1495003	-0.00645358485754207
MAR00316	0.36044894	0.37734603	-0.01689709	0.05263305	-0.0660931893627977
MAR00317	1.32863198	1.3445689	-0.01593692	0.1919216	-0.0172021399712018
MAR00318	1.32863785	1.34457424	-0.01593639	0.1919564	-0.0172014957456046
MAR00319	0.66733086	0.68441928	-0.01708842	0.09046728	-0.0364781796483366
MAR00320	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00321	1.32879436	1.34473796	-0.01594359	0.1917767	-0.0172072169543733
MAR00322	1.32862963	1.34456617	-0.01593653	0.1919595	-0.0172017624836042
MAR00323	0.66732257	0.68441095	-0.01708839	0.09047098	-0.0364785428100767
MAR00324	0.66795844	0.68504255	-0.01708411	0.09050143	-0.0364352590580579
MAR00325	1.32863393	1.34457055	-0.01593661	0.1919619	-0.0172017929805508
MAR00326	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00327	0.66732453	0.68441289	-0.01708836	0.09047083	-0.0364783948534548
MAR00328	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00329	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00330	1.32863701	1.34457347	-0.01593646	0.191955	-0.0172015816645962
MAR00331	0.66732963	0.68441807	-0.01708845	0.09046678	-0.0364782881991173
MAR00332	0.66795841	0.68504251	-0.01708411	0.09050146	-0.0364352396140484
MAR00334	1.4276405	1.44664166	-0.01900117	0.1448745	-0.0190748695641409
MAR00335	1.32862966	1.3445658	-0.01593614	0.191971	-0.0172013329047229
MAR00336	1.32863659	1.34457303	-0.01593644	0.191956	-0.0172015656104336
MAR00337	0.66732962	0.68441807	-0.01708845	0.09046677	-0.0364783098180445
MAR00338	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00339	1.32863128	1.34456783	-0.01593655	0.1919495	-0.0172017519777437
MAR00340	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00341	0.66732453	0.68441289	-0.01708836	0.09047083	-0.0364783948534548
MAR00342	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00343	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00344	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00345	0.66732453	0.68441289	-0.01708836	0.09047083	-0.0364783948534548
MAR00346	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00347	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00348	1.32891371	1.3448494	-0.01593569	0.1919068	-0.0171971952758056
MAR00349	2.20692686	2.22684091	-0.01991406	0.2727668	-0.0129596748690503
MAR00350	0.66806024	0.68514745	-0.01708721	0.09045921	-0.0364363041060269
MAR00351	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00352	1.32987509	1.34585209	-0.015977	0.1911375	-0.0172291202080372
MAR00353	2.20692686	2.22684091	-0.01991406	0.2727668	-0.0129596748690503
MAR00354	0.66798513	0.68507005	-0.01708492	0.09049035	-0.0364355272674258
MAR00355	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00356	1.32877166	1.3447047	-0.01593303	0.1919836	-0.0171961796906884
MAR00357	0.66034984	0.67750233	-0.01715249	0.09122055	-0.0369953703737009
MAR00358	0.66809971	0.68518811	-0.01708841	0.09044285	-0.0364366840771705
MAR00359	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00360	1.32989576	1.34587957	-0.0159838	0.19105	-0.0172361539097342
MAR00361	2.20692686	2.22684091	-0.01991406	0.2727668	-0.0129596748690503
MAR00362	0.66810098	0.68518943	-0.01708845	0.09044232	-0.0364367209587345
MAR00363	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00364	1.32869842	1.3446333	-0.01593488	0.1919707	-0.0171990961341059
MAR00365	0.66316933	0.68029189	-0.01712256	0.09068207	-0.036776603163676
MAR00366	0.66802841	0.68511465	-0.01708624	0.0904724	-0.0364359758731605
MAR00367	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
MAR00368	1.32863352	1.34457007	-0.01593655	0.1919553	-0.0172017231487857
MAR00369	0.36760102	0.38364869	-0.01604767	0.1108853	-0.0616450589612204
MAR00370	0.6679584	0.68504251	-0.01708411	0.09050144	-0.0364352612126246
MAR00371	1.32862924	1.3445658	-0.01593656	0.1919595	-0.0172017889625931
