A	B	scaled_weight
MAR04401	L-fucose-1-phosphate[c]	0.275590957045153
6-deoxy-L-galactose[c]	MAR04402	0.634148443914854
ATP[c]	MAR04402	0.634148443914854
MAR04402	ADP[c]	0.275590957045153
MAR04402	H+[c]	0.275590957045153
MAR04402	L-fucose-1-phosphate[c]	0.275590957045153
6-deoxy-L-galactose[c]	MAR04403	0.275590957045153
ATP[c]	MAR04490	0.638303179892377
mannose[c]	MAR04490	0.638303179892377
fructose-2,6-bisphosphate[c]	MAR04706	0.79177041992747
H2O[c]	MAR04706	0.79177041992747
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR08768	0.766339282172303
H+[c]	MAR08768	0.766339282172303
NADPH[c]	MAR08768	0.766339282172303
H+[c]	MAR04590	0.957943790170798
L-xylulose[c]	MAR04590	0.957943790170798
NADPH[c]	MAR04590	0.957943790170798
NAD+[c]	MAR04591	0.957943790170799
xylitol[c]	MAR04591	0.957943790170799
D-xylose[c]	MAR04592	0.699347423375083
H+[c]	MAR04592	0.699347423375083
NADPH[c]	MAR04592	0.699347423375083
MAR04592	NADP+[c]	0.824262779360072
MAR04592	xylitol[c]	0.824262779360072
NAD+[c]	MAR04593	0.737525645733061
xylitol[c]	MAR04593	0.737525645733061
D-xylose[c]	MAR04594	0.275590957045153
NADP+[c]	MAR04594	0.275590957045153
ADP[c]	MAR04595	0.700721667411473
D-xylulose-5-phosphate[c]	MAR04595	0.700721667411473
H+[c]	MAR04595	0.700721667411473
MAR04595	ATP[c]	0.737549637130138
MAR04595	D-xylulose[c]	0.737549637130138
H+[c]	MAR08341	1
L-arabinose[c]	MAR08341	1
NADPH[c]	MAR08341	1
H+[c]	MAR08342	0.796303344415621
L-xylulose[c]	MAR08342	0.796303344415621
NADH[c]	MAR08342	0.796303344415621
MAR08342	L-arabitol[c]	1
MAR08342	NAD+[c]	1
glucuronate[r]	MAR08344	1
H+[r]	MAR08344	1
NADPH[r]	MAR08344	1
MAR08344	L-gulonate[r]	0.794548020116004
MAR08344	NADP+[r]	0.794548020116004
3-dehydro-L-gulonate[c]	MAR08352	0.764818315342579
H+[c]	MAR08352	0.764818315342579
NADH[c]	MAR08352	0.764818315342579
MAR08352	L-gulonate[c]	0.738943047998213
MAR08352	NAD+[c]	0.738943047998213
3-dehydro-L-gulonate[c]	MAR08353	0.738943047998217
H+[c]	MAR08353	0.738943047998217
MAR08353	CO2[c]	0.764818315342574
MAR08353	L-xylulose[c]	0.764818315342574
ATP[c]	MAR08726	1
D-ribulose[c]	MAR08726	1
H2O[c]	MAR08727	0.734883478773182
UDP-glucuronate[c]	MAR08727	0.734883478773182
D-glucuronate 1-phosphate[c]	MAR08728	0.734883478773182
H2O[c]	MAR08728	0.734883478773182
H2O[c]	MAR08729	0.718943674019099
UDP-glucuronate[c]	MAR08729	0.718943674019099
glucuronate[c]	MAR06537	0.73891653169245
H+[c]	MAR06537	0.73891653169245
NADPH[c]	MAR06537	0.73891653169245
MAR06537	L-gulonate[c]	1
MAR06537	NADP+[c]	1
acetaldehyde[c]	MAR01568	0.758852026206509
H2O[c]	MAR01568	0.758852026206509
NAD+[c]	MAR01568	0.758852026206509
GSH[c]	MAR03853	0.690199530039449
methylglyoxal[c]	MAR03853	0.690199530039449
H+[c]	MAR03854	0.675213228107684
methylglyoxal[c]	MAR03854	0.675213228107684
NADH[c]	MAR03854	0.675213228107684
H+[c]	MAR03855	0.683328213293709
lactaldehyde[c]	MAR03855	0.683328213293709
NADPH[c]	MAR03855	0.683328213293709
(R)-S-lactoylglutathione[c]	MAR03857	0.670872061312923
H2O[c]	MAR03857	0.670872061312923
D-lactate[c]	MAR03859	0.910919081212244
ferricytochrome_C[m]	MAR03859	0.910919081212244
malate[m]	MAR04087	0.749542078373878
NAD+[m]	MAR04087	0.749542078373878
malate[c]	MAR04089	0.69044817761305
NADP+[c]	MAR04089	0.69044817761305
malate[m]	MAR04091	0.7501255422068
NADP+[m]	MAR04091	0.7501255422068
acetyl-CoA[c]	MAR04093	0.721493988296709
H2O[c]	MAR04093	0.721493988296709
acetyl-CoA[m]	MAR04095	0.724056047228621
H2O[m]	MAR04095	0.724056047228621
GTP[c]	MAR04101	0.67806338096849
OAA[c]	MAR04101	0.67806338096849
GTP[m]	MAR04103	0.690524716124627
OAA[m]	MAR04103	0.690524716124627
ATP[m]	MAR04143	0.731239438664534
HCO3-[m]	MAR04143	0.731239438664534
pyruvate[m]	MAR04143	0.731239438664534
CDP[c]	MAR04193	0.361157134969353
H+[c]	MAR04193	0.361157134969353
PEP[c]	MAR04193	0.361157134969353
H+[c]	MAR08497	0.683728441162594
methylglyoxal[c]	MAR08497	0.683728441162594
NADPH[c]	MAR08497	0.683728441162594
acetone[c]	MAR08498	0.92544642626345
H+[c]	MAR08498	0.92544642626345
NADPH[c]	MAR08498	0.92544642626345
O2[c]	MAR08498	0.92544642626345
H+[c]	MAR08499	0.966944984022322
hydroxyacetone[c]	MAR08499	0.966944984022322
NADPH[c]	MAR08499	0.966944984022322
O2[c]	MAR08499	0.966944984022322
H+[c]	MAR08500	0.683728441162596
hydroxyacetone[c]	MAR08500	0.683728441162596
NADPH[c]	MAR08500	0.683728441162596
H+[c]	MAR08501	0.68661788038947
methylglyoxal[c]	MAR08501	0.68661788038947
NADPH[c]	MAR08501	0.68661788038947
(R)-S-lactoylglutathione[c]	MAR08502	0.686437688252326
H+[c]	MAR08502	0.686437688252326
NADH[c]	MAR08502	0.686437688252326
MAR08502	D-lactaldehyde[c]	0.669552936857659
MAR08502	GSH[c]	0.669552936857659
MAR08502	NAD+[c]	0.669552936857659
H2O[c]	MAR08503	0.665702534399914
lactaldehyde[c]	MAR08503	0.665702534399914
NAD+[c]	MAR08503	0.665702534399914
D-lactaldehyde[c]	MAR08504	0.668510521633177
H2O[c]	MAR08504	0.668510521633177
NAD+[c]	MAR08504	0.668510521633177
H2O[m]	MAR08506	0.682691089138488
lactaldehyde[m]	MAR08506	0.682691089138488
NAD+[m]	MAR08506	0.682691089138488
NAD+[c]	MAR08507	0.808648846721413
propane-1,2-diol[c]	MAR08507	0.808648846721413
NAD+[c]	MAR08508	0.683328213293709
propane-1,2-diol[c]	MAR08508	0.683328213293709
D-lactaldehyde[c]	MAR08509	0.808648846721413
H+[c]	MAR08509	0.808648846721413
NADPH[c]	MAR08509	0.808648846721413
(R)-S-lactoylglutathione[m]	MAR08511	0.679105569556405
H2O[m]	MAR08511	0.679105569556405
D-lactate[c]	MAR08512	0.669502275432621
NAD+[c]	MAR08512	0.669502275432621
MAR08512	H+[c]	0.908985908002041
MAR08512	NADH[c]	0.908985908002041
MAR08512	pyruvate[c]	0.908985908002041
ferricytochrome_C[m]	MAR08514	0.948444228342672
L-lactate[c]	MAR08514	0.948444228342672
DHAP[c]	MAR08516	0.739337903019834
GAP[c]	MAR08517	0.740747492157616
H+[m]	MAR04280	0.788643033174542
NADH[m]	MAR04280	0.788643033174542
pyruvate[m]	MAR04280	0.788643033174542
MAR04280	L-lactate[m]	0.699378980629061
MAR04280	NAD+[m]	0.699378980629061
ATP[c]	MAR00153	0.74227755283055
CoA[c]	MAR00153	0.74227755283055
propanoate[c]	MAR00153	0.74227755283055
FAD[m]	MAR03212	0.706249794401929
propanoyl-CoA[m]	MAR03212	0.706249794401929
AMP[m]	MAR03797	0.736556084485854
PPi[m]	MAR03797	0.736556084485854
propanoyl-CoA[m]	MAR03797	0.736556084485854
MAR03797	ATP[m]	0.736556084485854
MAR03797	CoA[m]	0.736556084485854
MAR03797	propanoate[m]	0.736556084485854
2-oxobutyrate[m]	MAR03800	0.67072741327582
CoA[m]	MAR03800	0.67072741327582
NAD+[m]	MAR03800	0.67072741327582
H+[c]	MAR04105	0.790501653388385
malonyl-CoA[c]	MAR04105	0.790501653388385
H+[m]	MAR04106	0.730195655988881
malonyl-CoA[m]	MAR04106	0.730195655988881
H+[x]	MAR04107	0.795332530445838
malonyl-CoA[x]	MAR04107	0.795332530445838
3-oxopropanoate[m]	MAR04282	0.727600116527318
CoA[m]	MAR04282	0.727600116527318
NAD+[m]	MAR04282	0.727600116527318
AMP[c]	MAR04331	0.275590957045153
H+[c]	MAR04331	0.275590957045153
propanoyl-CoA[c]	MAR04331	0.275590957045153
MAR04331	CoA[c]	0.275590957045153
MAR04331	propinol adenylate[c]	0.275590957045153
ATP[c]	MAR04459	0.74110417806947
H+[c]	MAR04459	0.74110417806947
propanoate[c]	MAR04459	0.74110417806947
ATP[m]	MAR04460	0.736556084485854
H+[m]	MAR04460	0.736556084485854
propanoate[m]	MAR04460	0.736556084485854
MAR04460	PPi[m]	0.736556084485854
MAR04460	propinol adenylate[m]	0.736556084485854
acetoacetate[m]	MAR04464	0.791400279145809
H+[m]	MAR04464	0.791400279145809
hydracrylate[m]	MAR04497	0.724401486561592
NAD+[m]	MAR04497	0.724401486561592
3-hydroxypropionyl-CoA[m]	MAR04741	0.724264504282802
H2O[m]	MAR04741	0.724264504282802
H2O[c]	MAR08078	0.732423136780831
OAA[c]	MAR08078	0.732423136780831
propanoyl-CoA[c]	MAR08078	0.732423136780831
H+[m]	MAR09803	0.724264504282805
malonyl-CoA[m]	MAR09803	0.724264504282805
NADPH[m]	MAR09803	0.724264504282805
MAR09803	H2O[m]	0.708911269524873
MAR09803	NADP+[m]	0.708911269524873
MAR09803	3-oxopropionyl-CoA[m]	0.708911269524873
3-hydroxypropionyl-CoA[m]	MAR09804	0.708911269524745
NADP+[m]	MAR09804	0.708911269524745
MAR09804	H+[m]	0.724264504282805
MAR09804	NADPH[m]	0.724264504282805
MAR09804	3-oxopropionyl-CoA[m]	0.724264504282805
AKG[c]	MAR00718	0.275590957045153
FADH2[c]	MAR00718	0.275590957045153
AKG[c]	MAR00719	0.275590957045153
H+[c]	MAR00719	0.275590957045153
NADH[c]	MAR00719	0.275590957045153
acetoacetyl-CoA[c]	MAR01434	0.712132252730648
CoA[c]	MAR01434	0.712132252730648
MAR01434	acetyl-CoA[c]	0.669299972824559
acetoacetate[c]	MAR01436	0.734005881342193
ATP[c]	MAR01436	0.734005881342193
CoA[c]	MAR01436	0.734005881342193
butyryl-CoA[m]	MAR03163	0.621802305974364
FAD[m]	MAR03163	0.621802305974364
(R)-3-hydroxybutanoate[m]	MAR04461	1
NAD+[m]	MAR04461	1
MAR04461	acetoacetate[m]	0.766382931915431
MAR04461	H+[m]	0.766382931915431
MAR04461	NADH[m]	0.766382931915431
acetoacetyl-CoA[x]	MAR04604	0.754741314351453
acetyl-CoA[x]	MAR04604	0.754741314351453
H2O[x]	MAR04604	0.754741314351453
2-hydroxybutyrate[c]	MAR05351	0.870682064242211
NAD+[c]	MAR05351	0.870682064242211
MAR05351	2-oxobutyrate[c]	0.646215059996661
MAR05351	H+[c]	0.646215059996661
MAR05351	NADH[c]	0.646215059996661
(R)-3-hydroxybutanoyl-CoA[m]	MAR07709	0.992253435948029
MAR07709	crotonyl-CoA[m]	0.818830406322232
MAR07709	H2O[m]	0.818830406322232
ATP[c]	MAR04052	0.737263338765924
ribose-5-phosphate[c]	MAR04052	0.737263338765924
glucose-6-phosphate[r]	MAR04304	0.492047286858041
NADP+[r]	MAR04304	0.492047286858041
glucono-1,5-lactone-6-phosphate[c]	MAR04306	0.685060686411744
H+[c]	MAR04306	0.685060686411744
NADPH[c]	MAR04306	0.685060686411744
MAR04306	glucose-6-phosphate[c]	0.749953569989689
MAR04306	NADP+[c]	0.749953569989689
ADP[c]	MAR04350	0.783824757930938
H+[c]	MAR04350	0.783824757930938
ribose-5-phosphate[c]	MAR04350	0.783824757930938
MAR04350	ATP[c]	1
MAR04350	ribose[c]	1
ribose-5-phosphate[r]	MAR04351	0.663139352825891
MAR04351	ribulose-5-phosphate[r]	0.663139352825891
ribose-5-phosphate[c]	MAR04352	0.663139352825891
MAR04352	ribulose-5-phosphate[c]	0.663139352825891
ribose-1-phosphate[c]	MAR04354	0.699413763708939
MAR04354	ribose-5-phosphate[c]	0.686206234105635
2-deoxy-D-ribose-5-phosphate[c]	MAR04398	0.687977387243895
MAR04398	acetaldehyde[c]	0.701724214511263
MAR04398	GAP[c]	0.701724214511263
D-xylulose-5-phosphate[c]	MAR04404	0.723619653949753
erythrose-4-phosphate[c]	MAR04404	0.723619653949753
MAR04404	fructose-6-phosphate[c]	0.671280620188027
MAR04404	GAP[c]	0.671280620188027
6-phospho-D-gluconate[r]	MAR04473	0.760976408249048
NADP+[r]	MAR04473	0.760976408249048
6-phospho-D-gluconate[c]	MAR04474	0.751484328936408
NADP+[c]	MAR04474	0.751484328936408
6-phospho-D-gluconate[c]	MAR04476	0.781847576611264
ADP[c]	MAR04476	0.781847576611264
H+[c]	MAR04476	0.781847576611264
MAR04476	ATP[c]	1
MAR04476	D-gluconic acid[c]	1
D-xylulose-5-phosphate[c]	MAR04477	0.712459709579026
MAR04477	ribulose-5-phosphate[c]	0.712459709579026
D-xylulose-5-phosphate[c]	MAR04501	0.723619653949758
ribose-5-phosphate[c]	MAR04501	0.723619653949758
MAR04501	GAP[c]	0.671280620188056
MAR04501	sedoheptulose-7-phosphate[c]	0.671280620188056
GAP[c]	MAR04565	0.691443327937075
sedoheptulose-7-phosphate[c]	MAR04565	0.691443327937075
MAR04565	erythrose-4-phosphate[c]	0.646529880509687
MAR04565	fructose-6-phosphate[c]	0.646529880509687
ADP[c]	MAR04567	0.813699752740999
H+[c]	MAR04567	0.813699752740999
sedoheptulose-1,7-bisphosphate[c]	MAR04567	0.813699752740999
MAR04567	ATP[c]	0.813699752740996
MAR04567	sedoheptulose-7-phosphate[c]	0.813699752740996
H+[c]	MAR04568	0.813699752740999
sedoheptulose-1,7-bisphosphate[c]	MAR04568	0.813699752740999
UDP[c]	MAR04568	0.813699752740999
MAR04568	sedoheptulose-7-phosphate[c]	0.813699752740999
MAR04568	UTP[c]	0.813699752740999
ATP[c]	MAR09799	0.275590957045153
sedoheptulose[c]	MAR09799	0.275590957045153
MAR09799	ADP[c]	0.275590957045153
MAR09799	H+[c]	0.275590957045153
MAR09799	sedoheptulose-7-phosphate[c]	0.275590957045153
ATP[c]	MAR09800	0.275590957045153
sedoheptulose[c]	MAR09800	0.275590957045153
MAR09800	ADP[c]	0.275590957045153
MAR09800	H+[c]	0.275590957045153
MAR09800	sedoheptulose-1-phosphate[c]	0.275590957045153
glucono-1,5-lactone-6-phosphate[r]	MAR04623	0.727080515173685
H2O[r]	MAR04623	0.727080515173685
glucono-1,5-lactone-6-phosphate[c]	MAR04625	0.747515039693977
H2O[c]	MAR04625	0.747515039693977
2-deoxy-D-ribose-1-phosphate[c]	MAR04710	0.687947257151959
MAR04710	2-deoxy-D-ribose-5-phosphate[c]	0.814358419657824
H+[c]	MAR04841	0.736915677458061
NADH[c]	MAR04841	0.736915677458061
ribose[c]	MAR04841	0.736915677458061
MAR04841	NAD+[c]	1
MAR04841	ribitol[c]	1
ATP[c]	MAR08074	0.809782187765697
deoxyribose[c]	MAR08074	0.809782187765697
glucono-1,5-lactone-6-phosphate[r]	MAR08653	0.492047286858041
H+[r]	MAR08653	0.492047286858041
NADH[r]	MAR08653	0.492047286858041
MAR08653	glucose-6-phosphate[r]	0.659138578026394
MAR08653	NAD+[r]	0.659138578026394
ADP[c]	MAR03998	0.793691679822942
H2O[c]	MAR03998	0.793691679822942
ATP[c]	MAR04000	0.74352663029518
ADP[c]	MAR04002	0.51329624078026
MAR04002	AMP[c]	0.51329624078026
MAR04002	ATP[c]	0.51329624078026
ADP[m]	MAR04004	0.41603432246243
MAR04004	AMP[m]	0.41603432246243
MAR04004	ATP[m]	0.41603432246243
AMP[c]	MAR04010	0.802574176039512
H2O[c]	MAR04010	0.802574176039512
AMP[e]	MAR04081	0.63888889418006
H2O[e]	MAR04081	0.63888889418006
AMP[m]	MAR04082	0.746470614119307
H2O[m]	MAR04082	0.746470614119307
adenosine[c]	MAR04012	0.767773883539079
ATP[c]	MAR04012	0.767773883539079
cAMP[c]	MAR04014	0.743526630295174
H2O[c]	MAR04014	0.743526630295174
ADP[c]	MAR04020	0.275590957045153
GDP[c]	MAR04020	0.275590957045153
MAR04020	ATP[c]	0.275590957045153
MAR04020	GMP[c]	0.275590957045153
GTP[c]	MAR04022	0.751985534115125
FAICAR[c]	MAR04038	0.791493913197633
MAR04038	H2O[c]	1
MAR04038	IMP[c]	1
H2O[c]	MAR04040	0.745511013984397
IMP[c]	MAR04040	0.745511013984397
