"name"	"Cluster_R"	"R"	"distance"
"53"	"0.0019"	0	0	0.021
"54"	"0.002"	0	0.0370493369425227	0.0466
"55"	"0.0021"	0	0	0.021
"56"	"0.0022"	0	0	0.021
"57"	"0.0023"	0	0	0.021
"58"	"0.0024"	0	0	0.021
"59"	"0.0024143"	0	0	0.021
"60"	"0.0025"	0	0.161284470207021	0.1323
"61"	"0.0026"	0	0.0370493369425227	0.0466
"62"	"0.0027"	0	0	0.021
"63"	"0.0028"	0	0	0.021
"64"	"0.0029"	0	0.161284470207021	0.1323
"65"	"0.002914"	0	0	0.021
"66"	"0.003"	0	0.0370493369425227	0.0466
"67"	"0.0030972"	0	0	0.021
"68"	"0.0031"	0	0	0.021
"69"	"0.0031466"	0	0	0.021
"70"	"0.0032"	0	0	0.021
"71"	"0.0033"	0	0	0.021
"72"	"0.0034"	0	0	0.021
"73"	"0.0035"	0	0	0.021
"74"	"0.0036"	0	0.0370493369425227	0.0466
"75"	"0.0037"	0	0	0.021
"76"	"0.0037096"	0	0	0.021
"77"	"0.0038"	0	0.161284470207021	0.1323
"78"	"0.0038601"	0	0	0.021
"79"	"0.0039"	0	0.0370493369425227	0.0466
"80"	"0.0041"	0	0.0370493369425227	0.0466
"81"	"0.0043"	0	0	0.021
"82"	"0.0045"	0	0	0.021
"83"	"0.0046"	0	0	0.021
"84"	"0.0047"	0	0.0370493369425227	0.0466
"85"	"0.0048"	0	0	0.021
"86"	"0.0049"	0	0	0.021
"87"	"0.005"	0	0.0370493369425227	0.0466
"88"	"0.0051"	0	0	0.021
"89"	"0.0052"	0	0	0.021
"90"	"0.0053"	0	0	0.021
"91"	"0.0054"	0	0.0370493369425227	0.0466
"92"	"0.0055"	0	0	0.021
"93"	"0.0055644"	0	0	0.021
"94"	"0.0056"	0	0.0370493369425227	0.0466
"95"	"0.0058"	0	0	0.021
"96"	"0.005829"	0	0	0.021
"97"	"0.005891"	0	0	0.021
"98"	"0.0059"	0	0.161284470207021	0.1323
"99"	"0.0061"	0	0.0370493369425227	0.0466
"100"	"0.0065713"	0	0	0.021
"101"	"0.0067"	0	0	0.021
"102"	"0.0068"	0	0.0370493369425227	0.0466
"103"	"0.0071"	0	0.0370493369425227	0.0466
"104"	"0.0073"	0	0	0.021
"105"	"0.0075"	0	0.0370493369425227	0.0466
"106"	"0.007581"	0	0	0.021
"107"	"0.0081"	0	0.0370493369425227	0.0466
"108"	"0.0082708"	0	0	0.021
"109"	"0.0084"	0	0.161284470207021	0.1323
"110"	"0.0088"	0	0	0.021
"111"	"0.0089"	0	0	0.021
"112"	"0.0091"	0	0	0.021
"113"	"0.0092"	0	0	0.021
"114"	"0.009274"	0	0	0.021
"115"	"0.0094"	0	0	0.021
"116"	"0.009442"	0	0	0.021
"117"	"0.0096"	0	0	0.021
"118"	"0.0098"	0	0	0.021
"119"	"0.009898"	0	0	0.021
"120"	"0.0101"	0	0	0.021
"121"	"0.0102"	0	0	0.021
"122"	"0.0105"	0	0.0370493369425227	0.0466
"123"	"0.0109"	0	0.0370493369425227	0.0466
"124"	"0.011"	0	0.0370493369425227	0.0466
"125"	"0.011129"	0	0	0.021
"126"	"0.0115"	0	0.161284470207021	0.1323
"127"	"0.0116"	0	0.161284470207021	0.1323
"128"	"0.011658"	0	0	0.021
"129"	"0.0119"	0	0	0.021
"130"	"0.012056"	0	0	0.021
"131"	"0.0124"	0	0	0.021
"132"	"0.013091"	0	0	0.021
"133"	"0.0131"	0	0	0.021
"134"	"0.013183"	0	0	0.021
"135"	"0.0132"	0	0.0370493369425227	0.0466
"136"	"0.0133"	0	0.161284470207021	0.1323
"137"	"0.013306"	0	0	0.021
"138"	"0.0136"	0	0.0370493369425227	0.0466
"139"	"0.014"	0	0	0.021
"140"	"0.0141"	0	0	0.021
"141"	"0.0163"	0	0	0.021
"142"	"0.016414"	0	0	0.021
"143"	"0.0166"	0	0	0.021
"144"	"0.017171"	0	0	0.021
"145"	"0.0172"	0	0	0.021
"146"	"0.0174"	0	0	0.021
"147"	"0.017486"	0	0	0.021
"148"	"0.0177"	0	0	0.021
"149"	"0.0178"	0	0.0370493369425227	0.0466
"150"	"0.0179"	0	0	0.021
"151"	"0.017992"	0	0	0.021
"152"	"0.0183"	0	0	0.021
"153"	"0.019"	0	0	0.021
"154"	"0.0194"	0	0	0.021
"155"	"0.020051"	0	0	0.021
"156"	"0.0204"	0	0	0.021
"157"	"0.020401"	0	0	0.021
"158"	"0.020403"	0	0	0.021
"159"	"0.0205"	0	0	0.021
"160"	"0.0208"	0	0	0.021
"161"	"0.0215"	0	0.161284470207021	0.1323
"162"	"0.0217"	0	0	0.021
"163"	"0.0219"	0	0.161284470207021	0.1323
"164"	"0.0221"	0	0	0.021
"165"	"0.0222"	0	0	0.021
"166"	"0.0228"	0	0.0370493369425227	0.0466
"167"	"0.0229"	0	0	0.021
"168"	"0.023315"	0	0	0.021
"169"	"0.0234"	0	0	0.021
"170"	"0.0241"	0	0	0.021
"171"	"0.025"	0	0.161284470207021	0.1323
"172"	"0.0252"	0	0.0370493369425227	0.0466
"173"	"0.0264"	0	0	0.021
"174"	"0.0266"	0	0	0.021
"175"	"0.0267"	0	0	0.021
"176"	"0.0268"	0	0	0.021
"177"	"0.0269"	0	0	0.021
"178"	"0.0271"	0	0.0370493369425227	0.0466
"179"	"0.027482"	0	0	0.021
"180"	"0.0278"	0	0.161284470207021	0.1323
"181"	"0.0281"	0	0	0.021
"182"	"0.0282"	0	0	0.021
"183"	"0.0285"	0	0	0.021
"184"	"0.0286"	0	0	0.021
"185"	"0.028749"	0	0	0.021
"186"	"0.0288"	0	0	0.021
"187"	"0.030815"	0	0	0.021
"188"	"0.0319"	0	0	0.021
"189"	"0.0323"	0	0	0.021
"190"	"0.0327"	0	0	0.021
"191"	"0.0329"	0	0	0.021
"192"	"0.0337"	0	0	0.021
"193"	"0.034"	0	0	0.021
"194"	"0.0345"	0	0	0.021
"195"	"0.035"	0	0	0.021
"196"	"0.0358"	0	0.0370493369425227	0.0466
"197"	"0.036117"	0	0	0.021
"198"	"0.0368"	0	0	0.021
"199"	"0.037096"	0	0	0.021
"200"	"0.0375"	0	0	0.021
"201"	"0.0384"	0	0	0.021
"202"	"0.0388"	0	0	0.021
"203"	"0.039036"	0	0	0.021
"204"	"0.0395"	0	0	0.021
"205"	"0.0404"	0	0	0.021
"206"	"0.0406"	0	0.0370493369425227	0.0466
"207"	"0.0411"	0	0	0.021
"208"	"0.0428"	0	0	0.021
"209"	"0.044"	0	0	0.021
"210"	"0.0442"	0	0	0.021
"211"	"0.0453"	0	0.0370493369425227	0.0466
"212"	"0.0459"	0	0	0.021
"213"	"0.046571"	0	0	0.021
"214"	"0.051"	0	0	0.021
"215"	"0.0512"	0	0	0.021
"216"	"0.0518"	0	0.0370493369425227	0.0466
"217"	"0.052"	0	0	0.021
"218"	"0.0521"	0	0	0.021
"219"	"0.053446"	0	0	0.021
"220"	"0.0535"	0	0	0.021
"221"	"0.0544"	0	0	0.021
"222"	"0.055374"	0	0	0.021
"223"	"0.0556"	0	0	0.021
"224"	"0.0584"	0	0	0.021
"225"	"0.061"	0	0.0370493369425227	0.0466
"226"	"0.0613"	0	0	0.021
"227"	"0.0619"	0	0	0.021
"228"	"0.0661"	0	0	0.021
"229"	"0.0667"	0	0	0.021
"230"	"0.0678"	0	0	0.021
"231"	"0.0692"	0	0	0.021
"232"	"0.0709"	0	0.0370493369425227	0.0466
"233"	"0.0719"	0	0	0.021
"234"	"0.0721"	0	0	0.021
"235"	"0.0741"	0	0	0.021
"236"	"0.0783"	0	0	0.021
"237"	"0.0801"	0	0	0.021
"238"	"0.082"	0	0	0.021
"239"	"0.0849"	0	0	0.021
"240"	"0.0865"	0	0	0.021
"241"	"0.0911"	0	0	0.021
"242"	"0.0931"	0	0	0.021
"243"	"0.0998"	0	0	0.021
"244"	"0.1"	0	0	0.021
"245"	"0.1083"	0	0.161284470207021	0.1323
"246"	"0.1124"	0	0	0.021
"247"	"0.1143"	0	0.0370493369425227	0.0466
"248"	"0.1155"	0	0	0.021
"249"	"0.118"	0	0	0.021
"250"	"0.11871"	0	0	0.021
"251"	"0.12"	0	0	0.021
"252"	"0.122"	0	0	0.021
"253"	"0.1243"	0	0	0.021
"254"	"0.12641"	0	0	0.021
"255"	"0.1271"	0	0.0370493369425227	0.0466
"256"	"0.1312"	0	0	0.021
"257"	"0.136"	0	0	0.021
"258"	"0.138"	0	0.0370493369425227	0.0466
"259"	"0.13911"	0	0	0.021
"260"	"0.143"	0	0	0.021
"261"	"0.145"	0	0	0.021
"262"	"0.1498"	0	0.161284470207021	0.1323
"263"	"0.15302"	0	0	0.021
"264"	"0.15446"	0	0	0.021
"265"	"0.1545"	0	0.161284470207021	0.1323
"266"	"0.1573"	0	0	0.021
"267"	"0.15967"	0	0	0.021
"268"	"0.16"	0	0	0.021
"269"	"0.16786"	0	0	0.021
"270"	"0.18"	0	0	0.021
"271"	"0.182"	0	0	0.021
"272"	"0.19"	0	0	0.021
"273"	"0.1905"	0	0	0.021
"274"	"0.19104"	0	0	0.021
"275"	"0.1915"	0	0.161284470207021	0.1323
"276"	"0.1958"	0	0.0370493369425227	0.0466
"277"	"0.1983"	0	0	0.021
"278"	"0.2"	0	0	0.021
"279"	"0.2005"	0	0	0.021
"280"	"0.2118"	0	0	0.021
"281"	"0.2125"	0	0	0.021
"282"	"0.219"	0	0	0.021
"283"	"0.2212"	0	0	0.021
"284"	"0.222"	0	0.161284470207021	0.1323
"285"	"0.2478"	0	0	0.021
"286"	"0.2479"	0	0.0370493369425227	0.0466
"287"	"0.25947"	0	0	0.021
"288"	"0.2632"	0	0	0.021
"289"	"0.26551"	0	0	0.021
"290"	"0.27"	0	0	0.021
"291"	"0.27519"	0	0	0.021
"292"	"0.278"	0	0	0.021
"293"	"0.2781"	0	0.0370493369425227	0.0466
"294"	"0.27942"	0	0	0.021
"295"	"0.281"	0	0	0.021
"296"	"0.28608"	0	0	0.021
"297"	"0.2881"	0	0	0.021
"298"	"0.3"	0	0	0.021
"299"	"0.31269"	0	0	0.021
"300"	"0.313"	0	0	0.021
"301"	"0.322"	0	0	0.021
"302"	"0.324"	0	0	0.021
"303"	"0.326"	0	0	0.021
"304"	"0.34"	0	0	0.021
"305"	"0.35261"	0	0	0.021
"306"	"0.3553"	0	0	0.021
"307"	"0.359"	0	0	0.021
"308"	"0.35926"	0	0	0.021
"309"	"0.3694"	0	0	0.021
"310"	"0.377"	0	0	0.021
"311"	"0.383"	0	0	0.021
"312"	"0.38587"	0	0	0.021
"313"	"0.386"	0	0	0.021
"314"	"0.39253"	0	0	0.021
"315"	"0.4062"	0	0	0.021
"316"	"0.41248"	0	0	0.021
"317"	"0.416"	0	0	0.021
"318"	"0.4226"	0	0	0.021
"319"	"0.43"	0	0	0.021
"320"	"0.44"	0	0	0.021
"321"	"0.4519"	0	0	0.021
"322"	"0.4731"	0	0	0.021
"323"	"0.4835"	0	0	0.021
"324"	"0.5"	0	0	0.021
"325"	"0.5029"	0	0	0.021
"326"	"0.50563"	0	0	0.021
"327"	"0.5254"	0	0.0370493369425227	0.0466
"328"	"0.538"	0	0	0.021
"329"	"0.53889"	0	0	0.021
"330"	"0.54554"	0	0	0.021
"331"	"0.557"	0	0.0370493369425227	0.0466
"332"	"0.564"	0	0	0.021
"333"	"0.57"	0	0	0.021
"334"	"0.59211"	0	0	0.021
"335"	"0.6"	0	0	0.021
"336"	"0.64"	0	0	0.021
"337"	"0.69277"	0	0	0.021
"338"	"1,1-dichloroethylene"	0	0	0.021
"339"	"1,2-Diacyl-Sn-Glycerol"	0	0.221221243047402	0.1737
"340"	"1,2-diacylglycerol-LD-PC"	0	0.284889676965893	0.2177
"341"	"1,2-diacylglycerol-LD-PE"	0	0	0.021
"342"	"1,2-diacylglycerol-LD-PI"	0	0.0958261746083029	0.0871
"343"	"1,2-diacylglycerol-LD-PS"	0	0	0.021
"344"	"1,2-diacylglycerol-LD-SM"	0	0	0.021
"345"	"1,2-diacylglycerol-LD-TAG"	0	0.264769981008509	0.2038
"346"	"1,2-diacylglycerol-VLDL"	0	0.256542556245144	0.1981
"347"	"1,2-diacylglycerol-bile-PC"	0	0	0.021
"348"	"1,2-diacylglycerol-chylomicron"	0	0.263214886784195	0.2027
"349"	"1-Acyl"	0	0.221221243047402	0.1737
"350"	"1-Acylglycerone"	0	0	0.021
"351"	"1-Alkyl-2-Acetyl-Sn-Glycerol"	0	0.210254857360215	0.1662
"352"	"1-Alkyl-Sn-Glycerol"	0	0	0.021
"353"	"1-Arachidonoyl"	0	0.221221243047402	0.1737
"354"	"1-Didecanoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"355"	"1-Dihomo-Linolenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"356"	"1-Dihomo-Linolenoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"357"	"1-Docosahexenoylglyceroethanolamine"	0	0.112386138379848	0.0986
"358"	"1-Docosahexenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"359"	"1-Docosapentenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"360"	"1-Docosatetraenoyglycerophosphoethanolamine"	0	0.139672103310175	0.1174
"361"	"1-Docosatetraenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"362"	"1-Eicosadienoylglycerophosphocholine"	0	0.112362285131252	0.0986
"363"	"1-Eicosapentenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"364"	"1-Eicosatetraenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"365"	"1-Eicosatrienoylglycerophosphocholine"	0	0.112362285131252	0.0986
"366"	"1-Eicosatrienoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"367"	"1-Eicosenoylglycerophosphocholine"	0	0.112362285131252	0.0986
"368"	"1-Gamma-Linolenoyl-Cholesterol,"	0	0.246117007745253	0.1909
"369"	"1-Heptadecanoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"370"	"1-Hexadecenoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"371"	"1-Lignocericylglycerophosphocholine"	0	0.112362285131252	0.0986
"372"	"1-Linoleoyl-Cholesterol,"	0	0.246117007745253	0.1909
"373"	"1-Linoleoylglycerophosphocholine"	0	0.112362285131252	0.0986
"374"	"1-Linoleoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"375"	"1-Myristoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"376"	"1-Nonadecanoylglycerophosphocholine,"	0	0.112362285131252	0.0986
"377"	"1-Octadeca-Trienoylglycerophosphocholine,"	0	0.112362285131252	0.0986
"378"	"1-Oleoylglycerophosphocholine"	0	0.112362285131252	0.0986
"379"	"1-Oleoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"380"	"1-Palmitoleoylglycerophosphocholine"	0	0.112362285131252	0.0986
"381"	"1-Pentadecanoylglycerophosphocholine,"	0	0.112362285131252	0.0986
"382"	"1-Pentadecanoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"383"	"1-Timnodnoyl-Cholesterol,"	0	0.246117007745253	0.1909
"384"	"1-Tridecanoylglycerophosphoethanolamine"	0	0.112386138379848	0.0986
"385"	"1-Vaccenoyl-Cholesterol,"	0	0.246117007745253	0.1909
"386"	"1-acyl-PE"	0	0	0.021
"387"	"1-acylglycerol-3P"	0	0.26635390244112	0.2049
"388"	"1-acylglycerol-3P-bile-PC"	0	0	0.021
"389"	"1-acylglycerol-LD-PC"	0	0	0.021
"390"	"1-acylglycerol-LD-PE"	0	0	0.021
"391"	"1-acylglycerol-LD-PI"	0	0	0.021
"392"	"1-acylglycerol-LD-PS"	0	0	0.021
"393"	"1-acylglycerol-LD-SM"	0	0	0.021
"394"	"1-acylglycerol-LD-TG1"	0	0	0.021
"395"	"1-acylglycerol-VLDL"	0	0.260262781882913	0.2007
"396"	"1-acylglycerol-chylomicron"	0	0.263245693164736	0.2027
"397"	"1-alpha,25-dihydroxyvitamin"	0	0.405422371113146	0.3009
"398"	"1-hydroxy"	0	0.456706578672212	0.3363
"399"	"1.5"	0	0.367010485897532	0.2744
"400"	"10"	0	0	0.021
"401"	"10,11-epoxy-(4Z,7Z)-hexadecadienoic"	0	0	0.021
"402"	"10,13,16,19-docosatetraenoic"	0	0.261111028096654	0.2013
"403"	"10,13,16-docosatriynoic"	0	0.325962155945342	0.2461
"404"	"100"	0	0	0.021
"405"	"10385"	0	0	0.021
"406"	"104"	0	0	0.021
"407"	"1050"	0	0	0.021
"408"	"1051"	0	0	0.021
"409"	"11"	0	0	0.021
"410"	"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic"	0	0.185151864340321	0.1488
"411"	"11-Eicosenoyl"	0	0	0.021
"412"	"11-Octadecenoyl"	0	0.255073587589449	0.1971
"413"	"11-dehydro-thromboxane"	0	0.307453670076654	0.2333
"414"	"110"	0	0	0.021
"415"	"114"	0	0	0.021
"416"	"115"	0	0	0.021
"417"	"12"	0	0	0.021
"418"	"12,13-epoxy-(6Z,9Z)-octadecadienoic"	0	0	0.021
"419"	"12,13-epoxylinoleic"	0	0.11354476595959	0.0994
"420"	"12,15,18,21-tetracosatetraenoic"	0	0.261115159903955	0.2013
"421"	"12-Dehydrocholic"	0	0.300542620482654	0.2285
"422"	"12-HT"	0	0.414318785471431	0.3071
"423"	"12-hydroxydodecanoic"	0	0.372201341266435	0.278
"424"	"1216"	0	0	0.021
"425"	"1218"	0	0	0.021
"426"	"1219"	0	0	0.021
"427"	"122"	0	0	0.021
"428"	"123"	0	0	0.021
"429"	"1242"	0	0	0.021
"430"	"1254"	0	0	0.021
"431"	"1255"	0	0	0.021
"432"	"1269"	0	0	0.021
"433"	"1270"	0	0	0.021
"434"	"13"	0	0	0.021
"435"	"13,14-dihydro-15-oxo-lipoxin"	0	0	0.021
"436"	"13,14-dihydro-lipoxin"	0	0.254395043955819	0.1966
"437"	"13,15-O-didesmethyl"	0	0.414318785471431	0.3071
"438"	"13,16,19-docosatrienoic"	0	0.259220738743297	0.2
"439"	"13-Docosenoyl"	0	0	0.021
"440"	"13-O-desmethyl"	0	0.441403890243137	0.3258
"441"	"134"	0	0	0.021
"442"	"13683"	0	0	0.021
"443"	"13684"	0	0	0.021
"444"	"138"	0	0	0.021
"445"	"1394"	0	0	0.021
"446"	"14"	0	0	0.021
"447"	"14-hydroxytetradecanoic"	0	0.372279043999437	0.278
"448"	"1404"	0	0	0.021
"449"	"1405"	0	0	0.021
"450"	"1425"	0	0	0.021
"451"	"1426"	0	0	0.021
"452"	"15"	0	0	0.021
"453"	"15-DMT"	0	0.441403890243137	0.3258
"454"	"15-Keto-Prostaglandin"	0	0.505271060624629	0.3699
"455"	"15-dehydro-prostaglandin"	0	0.0702944833532692	0.0695
"456"	"15-deoxy-prostaglandin"	0	0.307453670076654	0.2333
"457"	"15-epi-lipoxin"	0	0.293372255192179	0.2235
"458"	"15-keto-prostaglandin"	0	0	0.021
"459"	"15-oxo-lipoxin"	0	0.319952286337571	0.2419
"460"	"15-oxo-prostaglandin"	0	0	0.021
"461"	"150"	0	0	0.021
"462"	"151"	0	0	0.021
"463"	"1515"	0	0	0.021
"464"	"154"	0	0	0.021
"465"	"16"	0	0	0.021
"466"	"16-5-5"	0.249132872598	0.253785690395573	0.016
"467"	"16-hydroxyhexadecanoic"	0	0.434773567558302	0.3212
"468"	"160"	0	0	0.021
"469"	"1618"	0	0	0.021
"470"	"164"	0	0	0.021
"471"	"1645"	0	0	0.021
"472"	"165"	0	0	0.021
"473"	"166"	0	0	0.021
"474"	"17"	0	0	0.021
"475"	"171"	0	0	0.021
"476"	"172"	0	0	0.021
"477"	"176"	0	0	0.021
"478"	"17alpha-hydroxypregnenolone"	0	0.307453670076654	0.2333
"479"	"18"	0	0	0.021
"480"	"182"	0	0	0.021
"481"	"1827"	0	0	0.021
"482"	"1828"	0	0	0.021
"483"	"185"	0	0	0.021
"484"	"186"	0	0	0.021
"485"	"1866"	0	0	0.021
"486"	"1867"	0	0	0.021
"487"	"19"	0	0	0.021
"488"	"192"	0	0	0.021
"489"	"196"	0	0	0.021
"490"	"2"	0	0.554958883412007	0.4042
"491"	"2,3-Epoxy-Alpha-Tocopheryl"	0	0.0993743723506817	0.0896
"492"	"2,3-dihydro-2-S-glutathionyl-3-hydroxy"	0	0	0.021
"493"	"2,4,7,10,13,16,19-Docosaheptenoyl"	0	0	0.021
"494"	"2,4,7,10,13,16-Docosahexenoyl"	0	0	0.021
"495"	"2,4,7,10,13-Hexadecapentaenoyl"	0	0	0.021
"496"	"2,4,7,10-Hexadecatetraenoyl"	0	0	0.021
"497"	"2,4,7-Decatrienoyl"	0	0	0.021
"498"	"2,5,8,11,14-Eicosapentaenoyl"	0	0	0.021
"499"	"2,5-diaminopyrimidine"	0	0.275154654736873	0.211
"500"	"2,6,10-Trimethyl"	0	0	0.021
"501"	"2,6,9,12,15-Octadecapentenoyl"	0	0	0.021
"502"	"2,6,9,12-Octadecatetraenoyl"	0	0	0.021
"503"	"2,6,9-Dodecatrienoyl"	0	0	0.021
"504"	"2,6-Dodecadienoyl"	0	0	0.021
"505"	"2,7,10,13,16,19-Docosahexenoyl"	0	0	0.021
"506"	"2,7,10,13,16-Docosapentenoyl"	0	0	0.021
"507"	"2,7,10,13-Hexadecatetraenoyl"	0	0	0.021
"508"	"2,7,10-Hexadecatrienoyl"	0	0	0.021
"509"	"2,7-Decadienoyl"	0	0	0.021
"510"	"2-(S-glutathionyl)acetyl"	0	0	0.021
"511"	"2-Hydroxyadipic"	0	0.462571990856976	0.3404
"512"	"2-Methyl-3-Oxo-Valeryl"	0	0.262398846063237	0.2022
"513"	"2-amino-3-carboxymuconate"	0	0	0.021
"514"	"2-aminoadipate"	0	0.314848980401208	0.2384
"515"	"2-aminomuconate"	0	0	0.021
"516"	"2-hydroxy"	0	0.405422371113146	0.3009
"517"	"2-hydroxy-atorvastatin-acid"	0	0.375911230599407	0.2805
"518"	"2-hydroxy-atorvastatin-lactone"	0	0.366523117718384	0.2741
"519"	"2-lysolecithin"	0	0.266000802457797	0.2046
"520"	"2-methoxy-6-all"	0	0	0.021
"521"	"2-methylglutaconic"	0	0	0.021
"522"	"20"	0	0	0.021
"523"	"20-OH-hepoxilin"	0	0	0.021
"524"	"20.6508"	0	0	0.021
"525"	"20.7045"	0	0	0.021
"526"	"200"	0	0	0.021
"527"	"207"	0	0	0.021
"528"	"208"	0	0	0.021
"529"	"2094"	0	0	0.021
"530"	"2095"	0	0	0.021
"531"	"20alpha,22beta"	0	0	0.021
"532"	"21"	0	0	0.021
"533"	"2165"	0	0	0.021
"534"	"22"	0	0	0.021
"535"	"220"	0	0	0.021
"536"	"224"	0	0	0.021
"537"	"23"	0	0	0.021
"538"	"230"	0	0	0.021
"539"	"233"	0	0	0.021
"540"	"23S,25,26-trihydroxyvitamin"	0	0	0.021
"541"	"23s,25-dihydroxyvitamin"	0	0	0.021
"542"	"24"	0	0	0.021
"543"	"24(R),25(R)-Varanoyl"	0	0.303527228833967	0.2306
"544"	"24,25,26,27-Tetranor-23-Oxo-Hydroxyvitamin"	0	0	0.021
"545"	"24-Oxo-25(R)-Trihydroxycoprostanoyl"	0	0.290109684125976	0.2213
"546"	"24-oxo-1alpha,23,25-trihydroxyvitamin"	0	0	0.021
"547"	"24-oxo-1alpha,25-dihydroxyvitamin"	0	0	0.021
"548"	"2430"	0	0	0.021
"549"	"2431"	0	0	0.021
"550"	"246"	0	0	0.021
"551"	"247"	0	0	0.021
"552"	"249"	0	0	0.021
"553"	"24R,25-dihyoxyvitamin"	0	0.307453670076654	0.2333
"554"	"25"	0	0	0.021
"555"	"25-hydroxyvitamin"	0	0.426539460922466	0.3155
"556"	"250"	0	0	0.021
"557"	"252"	0	0	0.021
"558"	"26"	0	0	0.021
"559"	"261"	0	0	0.021
"560"	"262"	0	0	0.021
"561"	"266"	0	0	0.021
"562"	"2673"	0	0	0.021
"563"	"27"	0	0	0.021
"564"	"275"	0	0	0.021
"565"	"278"	0	0	0.021
"566"	"28"	0	0	0.021
