"name"	"Cluster_NR"	"mIDH1"	"distance"
"62"	"ABCC1"	0.791467235840924	0.791250077800672	-0.0088
"63"	"ABCC10"	0.446444118161965	0.464647228387694	0.0062
"64"	"ABCC11"	0.698471085789502	0.693795394064854	-0.0114
"65"	"ABCC12"	0.425544410862099	0.374691369229573	-0.0423
"66"	"ABCC13"	0.410976240248377	0.469972277711967	0.0351
"67"	"ABCC2"	0.808097603250911	0.803606310536581	-0.0119
"68"	"ABCC3"	0.828159238810984	0.825743324603354	-0.0105
"69"	"ABCC4"	0.770844943369628	0.769660336364968	-0.0093
"70"	"ABCC5"	0.67049597710806	0.647475506503933	-0.0241
"71"	"ABCC5-AS1"	0.283259526155097	0.273791114294416	-0.0123
"72"	"ABCC6"	0.456526188814344	0.414973665742475	-0.0359
"73"	"ABCC6P1"	0.453157652039266	0.414620469083431	-0.0338
"74"	"ABCC6P2"	0.427289324581627	0.369254565225128	-0.0474
"75"	"ABCC8"	0.479261680936807	0.477314821685423	-0.0082
"76"	"ABCC9"	0.4283039788156	0.453549837646559	0.0113
"77"	"ABCD1"	0.706979920617405	0.694385361067603	-0.017
"78"	"ABCD2"	0.624104706239577	0.613930533527143	-0.0148
"79"	"ABCD3"	0.686447281093047	0.68183490639756	-0.0113
"80"	"ABCD4"	0.630631971063923	0.64106163550515	-3e-04
"81"	"ABCE1"	0.722926126947358	0.714305906909376	-0.0143
"82"	"ABCF1"	0.634511342336269	0.620394005979089	-0.0176
"83"	"ABCF2"	0.568262020184352	0.564771147495515	-0.0098
"84"	"ABCF3"	0.654858118651887	0.640776760892286	-0.0177
"85"	"ABCG1"	0.529646809249889	0.490905320123116	-0.0344
"86"	"ABCG2"	0.780356411881602	0.779237926004016	-0.0093
"87"	"ABCG4"	0.474896733725373	0.460507981563968	-0.0169
"88"	"ABCG5"	0.477744979285447	0.486068223749167	-9e-04
"89"	"ABCG8"	0.509320915523934	0.508426530510727	-0.0076
"90"	"ABHD1"	0.422641638477479	0.422263120472475	-0.0067
"91"	"ABHD10"	0.461095529116759	0.358013420156823	-0.0793
"92"	"ABHD11"	0.456338734664565	0.498151200721901	0.0228
"93"	"ABHD12"	0.64702053107439	0.619335013972164	-0.0273
"94"	"ABHD12B"	0.532980461411199	0.398701565057557	-0.1017
"95"	"ABHD13"	0.415399405404178	0.388502354331465	-0.0254
"96"	"ABHD14A"	0.498573293794749	0.473492068101151	-0.0246
"97"	"ABHD14A-ACY1"	0.346767554870719	0.338890201779733	-0.0116
"98"	"ABHD14B"	0.50074503297054	0.527239432014173	0.0117
"99"	"ABHD15"	0.46951962283515	0.47692990749305	-0.0015
"100"	"ABHD2"	0.462783719384536	0.442754207141697	-0.0208
"101"	"ABHD3"	0.456038551820149	0.375911401354587	-0.0631
"102"	"ABHD4"	0.563988287188925	0.523390216687146	-0.0359
"103"	"ABHD5"	0.636499806646503	0.628690732778552	-0.0132
"104"	"ABHD6"	0.658062775361309	0.609729615584482	-0.0419
"105"	"ABHD8"	0.523187016175871	0.48906292655291	-0.0311
"106"	"ABI1"	0.66212484789001	0.642357486686414	-0.0218
"107"	"ABI2"	0.540187337878574	0.526049510524118	-0.0171
"108"	"ABI3"	0.459412155311611	0.462004608903353	-0.0049
"109"	"ABI3BP"	0.51397174489743	0.49936772927539	-0.0173
"110"	"ABL1"	0.67011291877931	0.652785495455691	-0.0201
"111"	"ABL2"	0.526203827152428	0.519276751398047	-0.012
"112"	"ABLIM1"	0.582399636611981	0.568999553709336	-0.0168
"113"	"ABLIM2"	0.644041228674211	0.634390676658581	-0.0146
"114"	"ABLIM3"	0.543602982456392	0.542095737855378	-0.0082
"115"	"ABO"	0.693005558579697	0.684736373481788	-0.0139
"116"	"ABR"	0.446227241057159	0.408959183107668	-0.0329
"117"	"ABRA"	0.457461682999729	0.42196732816026	-0.0317
"118"	"ABRAXAS1"	0.514956006263293	0.497636051889393	-0.0192
"119"	"ABRAXAS2"	0.381576683939286	0.36416449723511	-0.0185
"120"	"ABT1"	0.573681093617252	0.495730700773831	-0.0622
"121"	"ABTB1"	0.470575518388574	0.451072120743269	-0.0205
"122"	"ABTB2"	0.622503101449881	0.565846599608766	-0.0475
"123"	"AC000003.1"	0.238319569870572	0.235184784790227	-0.0076
"124"	"AC000111.3"	0.256213758393933	0.243491207077263	-0.0145
"125"	"AC000123.4"	0.259311707551801	0.248013675783606	-0.0135
"126"	"AC002064.4"	0.275339942531323	0.266272854318385	-0.012
"127"	"AC002066.2"	0.24474298679512	0.2331534188498	-0.0136
"128"	"AC002368.4"	0.373262888227364	0.351591558142805	-0.0214
"129"	"AC002429.5"	0.245540109632358	0.233687854618583	-0.0138
"130"	"AC002477.1"	0.280890651896898	0.271930759672763	-0.012
"131"	"AC002511.1"	0.265578483012606	0.25116309559652	-0.0157
"132"	"AC002511.2"	0.255878761309382	0.24241695710704	-0.015
"133"	"AC002539.1"	0.358869718137833	0.346853755472019	-0.0146
"134"	"AC002553.1"	0.242672385395714	0.231113383995856	-0.0136
"135"	"AC002558.1"	0.269731203986543	0.262357469961115	-0.0108
"136"	"AC002978.1"	0.250036671090957	0.236323709937888	-0.0151
"137"	"AC002979.1"	0.24476479741956	0.232694377541817	-0.0139
"138"	"AC002994.1"	0.330883378919065	0.333058720158438	-0.0044
"139"	"AC003102.1"	0.349178666323027	0.312595081103961	-0.0318
"140"	"AC003104.1"	0.249234340961147	0.234880784439332	-0.0156
"141"	"AC003666.1"	0.264186618371482	0.25138022194622	-0.0146
"142"	"AC003681.1"	0.266865704505914	0.24861832858534	-0.0184
"143"	"AC003682.16"	0.273632526433749	0.275810713422572	-0.0041
"144"	"AC003958.2"	0.257156449757025	0.252370085308325	-0.0089
"145"	"AC004000.1"	0.299339016619938	0.29316236006234	-0.0101
"146"	"AC004016.1"	0.245622975913314	0.234717276458439	-0.0131
"147"	"AC004017.1"	0.273337185187558	0.266481283521423	-0.0104
"148"	"AC004041.2"	0.353075592154344	0.255010167557451	-0.0751
"149"	"AC004054.1"	0	0.235956479096371	0.1621
"150"	"AC004066.3"	0.240468705005884	0.227954128068063	-0.0142
"151"	"AC004069.1"	0.241330520279	0.230856512722091	-0.0128
"152"	"AC004076.9"	0.260811958291548	0.261323100893536	-0.0052
"153"	"AC004160.4"	0.24075994565421	0.229820601078433	-0.0131
"154"	"AC004231.2"	0.256133186680803	0.251336098308725	-0.0089
"155"	"AC004237.1"	0.27452484838874	0.26018745363596	-0.0157
"156"	"AC004458.1"	0.249102639558076	0.236777154825134	-0.0141
"157"	"AC004485.3"	0.277855390112509	0.267297271310342	-0.0131
"158"	"AC004492.1"	0.253214593994156	0.242375159610256	-0.0131
"159"	"AC004528.1"	0.350039874166581	0.344857375053128	-0.0097
"160"	"AC004528.4"	0.350039874166581	0.344857375053128	-0.0097
"161"	"AC004593.3"	0.246096368722891	0.235193897949509	-0.0131
"162"	"AC004673.1"	0.280098457359352	0.269431769683799	-0.0132
"163"	"AC004691.5"	0.240122138994128	0.229178271316487	-0.0131
"164"	"AC004692.4"	0.290729163319616	0.28670283183905	-0.0085
"165"	"AC004699.1"	0.342298061799636	0.327339954432699	-0.0165
"166"	"AC004745.1"	0.245418837332636	0.233879491953822	-0.0136
"167"	"AC004837.4"	0.250061027201995	0.241828289304644	-0.0113
"168"	"AC004837.5"	0.251488961791372	0.243463086779161	-0.0111
"169"	"AC004862.6"	0.246735180326612	0.234053110902814	-0.0144
"170"	"AC004893.11"	0.243149104570393	0.232585754517444	-0.0129
"171"	"AC004906.3"	0.247389271052665	0.2365303813747	-0.0131
"172"	"AC004941.3"	0.256107196880839	0.245132872648177	-0.0132
"173"	"AC004969.1"	0.283294875689665	0.275145981089048	-0.0114
"174"	"AC004988.1"	0.240814587239287	0.22985606024222	-0.0131
"175"	"AC005008.2"	0.259824167545843	0.249016971240445	-0.0131
"176"	"AC005037.1"	0.249651535861619	0.237988561090609	-0.0137
"177"	"AC005037.2"	0.249651535861619	0.237988561090609	-0.0137
"178"	"AC005042.4"	0.244229071489493	0.236229550629191	-0.0111
"179"	"AC005048.1"	0.246029953568027	0.23456758246581	-0.0135
"180"	"AC005062.2"	0.256420649514063	0.246904668014181	-0.0122
"181"	"AC005071.1"	0.37336954281057	0.339865907292395	-0.0298
"182"	"AC005082.1"	0.337596580434813	0.331874637828377	-0.01
"183"	"AC005154.6"	0.255927482057199	0.24511952727718	-0.0131
"184"	"AC005162.4"	0.245515921201388	0.234609578651954	-0.0131
"185"	"AC005215.1"	0.240057000368193	0.228972552252865	-0.0132
"186"	"AC005224.2"	0.262366908785489	0.246235215858565	-0.0169
"187"	"AC005237.4"	0.392102314426264	0.386880518898232	-0.01
"188"	"AC005284.1"	0.276152460572742	0.265425531710742	-0.0132
"189"	"AC005329.7"	0.435982449490545	0.39750298707629	-0.0336
"190"	"AC005481.5"	0.249499136126159	0.238619907780233	-0.0131
"191"	"AC005493.1"	0.252759331717508	0.23649377345726	-0.0169
"192"	"AC005513.1"	0.242765235909061	0.234124046929309	-0.0115
"193"	"AC005534.8"	0.427164739903571	0.41668446049705	-0.0139
"194"	"AC005538.5"	0.319505459695397	0.296836790576937	-0.0218
"195"	"AC005544.1"	0.27528390013913	0.264583855661619	-0.0132
"196"	"AC005550.3"	0.24133445125453	0.230445090412577	-0.0131
"197"	"AC005682.5"	0.289528333634403	0.273122977514986	-0.0173
"198"	"AC005740.5"	0.246537654146752	0.233259923172761	-0.0148
"199"	"AC005757.7"	0.354377422212814	0.386145425771565	0.0163
"200"	"AC005841.1"	0.304435285531861	0.317007962362372	0.0031
"201"	"AC005863.1"	0.25645147084026	0.243244268763796	-0.0148
"202"	"AC006011.4"	0.294084563721595	0.283515369643883	-0.0132
"203"	"AC006035.1"	0.241493099982704	0.230586628130117	-0.0131
"204"	"AC006042.6"	0.271974951008397	0.257227521831178	-0.016
"205"	"AC006070.12"	0.278220318519093	0.284086080631413	-0.0015
"206"	"AC006153.3"	0.34643747144363	0.330663079466674	-0.0171
"207"	"AC006159.4"	0.243425733594491	0.231456375040941	-0.0139
"208"	"AC006159.5"	0.24305221272739	0.231211564846082	-0.0138
"209"	"AC006262.10"	0	0.316414822672464	0.2188
"210"	"AC006322.1"	0.246571423164155	0.23621556908753	-0.0127
"211"	"AC006371.1"	0.287790541546722	0.281438137488881	-0.0102
"212"	"AC006372.1"	0.249011325651223	0.238128819068987	-0.0131
"213"	"AC006377.1"	0.239829236433363	0.228833986718811	-0.0132
"214"	"AC006378.2"	0.316357939016029	0.299347830831959	-0.0178
"215"	"AC006380.1"	0.242862279924346	0.23176723053847	-0.0132
"216"	"AC006435.1"	0.260186168002172	0.248018879604025	-0.0141
"217"	"AC006460.2"	0.266815781632331	0.256177083017264	-0.0131
"218"	"AC006538.1"	0.281034577011179	0.262894518016558	-0.0184
"219"	"AC006557.1"	0.280098457359352	0.269431769683799	-0.0132
"220"	"AC006960.7"	0.243024905448219	0.23219091712581	-0.0131
"221"	"AC006988.1"	0.274191100597855	0.263750693351986	-0.013
"222"	"AC007038.7"	0.255093653757126	0.248846407830684	-0.0099
"223"	"AC007050.17"	0.237367377642944	0.228057706755568	-0.012
"224"	"AC007096.1"	0.246543238820949	0.235643861631165	-0.0131
"225"	"AC007098.1"	0.31554185751171	0.30989820984653	-0.0098
"226"	"AC007099.2"	0.240588052339982	0.230157494947954	-0.0128
"227"	"AC007131.3"	0.272032349481312	0.261309801112866	-0.0131
"228"	"AC007179.2"	0.277871406399952	0.267189249891734	-0.0132
"229"	"AC007242.1"	0.247072965949093	0.236283758952834	-0.013
"230"	"AC007271.3"	0.244917468243497	0.234433098379303	-0.0128
"231"	"AC007333.1"	0.243636212084436	0.232053351233085	-0.0136
"232"	"AC007339.1"	0.240329207461782	0.22728975489765	-0.0146
"233"	"AC007349.7"	0.249658229195451	0.238832537201825	-0.0131
"234"	"AC007362.3"	0.268069929514954	0.252228932475297	-0.0167
"235"	"AC007365.2"	0.241972079139872	0.231070389837621	-0.0131
"236"	"AC007383.4"	0.25186214575854	0.243893085467595	-0.0111
"237"	"AC007395.3"	0	0.25540013755054	0.1758
"238"	"AC007401.2"	0.249027004151578	0.239205479132088	-0.0124
"239"	"AC007402.1"	0.280098457359352	0.269431769683799	-0.0132
"240"	"AC007436.1"	0.282703096350543	0.271550903760351	-0.0135
"241"	"AC007450.1"	0.265194515184204	0.253485163780278	-0.0138
"242"	"AC007551.1"	0.245124835292051	0.234215745635796	-0.0131
"243"	"AC007556.3"	0.266970092672215	0.260124535369	-0.0104
"244"	"AC007557.1"	0.24363415618629	0.232375348378736	-0.0134
"245"	"AC007557.2"	0.243928386085904	0.232600678779414	-0.0134
"246"	"AC007557.3"	0.243928386085904	0.232600678779414	-0.0134
"247"	"AC007557.4"	0.243868381772845	0.232487196475493	-0.0134
"248"	"AC007563.1"	0.24363415618629	0.232375348378736	-0.0134
"249"	"AC007563.5"	0.243928386085904	0.232600678779414	-0.0134
"250"	"AC007611.1"	0.286833733020779	0.260801628661249	-0.024
"251"	"AC007620.3"	0.244230024978549	0.251904139740816	0
"252"	"AC007679.3"	0.251055478579779	0.239344613813393	-0.0137
"253"	"AC007750.5"	0.251792937332894	0.24205574953448	-0.0123
"254"	"AC008045.1"	0.262561850572886	0.255154402790398	-0.0108
"255"	"AC008067.2"	0.281778603437627	0.271123136804466	-0.0132
"256"	"AC008069.2"	0.268690481682148	0.257944682780115	-0.0131
"257"	"AC008073.7"	0.264326441628205	0.253248301899478	-0.0134
"258"	"AC008073.9"	0.252032186148436	0.240818281378834	-0.0134
"259"	"AC008085.1"	0	0.237586145225013	0.1633
"260"	"AC008154.4"	0.354319984956319	0.375514666143003	0.0089
"261"	"AC008174.3"	0.242725532910148	0.231787891325852	-0.0131
"262"	"AC008271.1"	0.248677192278933	0.237881371306961	-0.0131
"263"	"AC008277.1"	0.24114037758499	0.230271663137996	-0.0131
"264"	"AC008278.3"	0.252641995966319	0.241903594018358	-0.013
"265"	"AC008394.1"	0.239298254588392	0.228549608193446	-0.013
"266"	"AC008410.1"	0.266312845868338	0.258388036629874	-0.0111
"267"	"AC008581.1"	0.252285242362061	0.246011029407771	-0.0099
"268"	"AC008592.4"	0.25008089207876	0.239820759652414	-0.0127
"269"	"AC008625.1"	0.249887964659194	0.240842698567949	-0.0118
"270"	"AC008671.1"	0.25958319409878	0.260331083921344	-0.005
"271"	"AC008694.3"	0.25243290487024	0.246066741353886	-0.01
"272"	"AC008706.1"	0.25911983239982	0.262042281512673	-0.0035
"273"	"AC008753.3"	0.301138794951373	0.29061828070413	-0.0132
"274"	"AC008753.4"	0.301138794951373	0.29061828070413	-0.0132
"275"	"AC008836.1"	0.242578890551097	0.231652215562257	-0.0131
"276"	"AC008869.1"	0.244127811472305	0.233577658503233	-0.0129
"277"	"AC008937.2"	0.245686185465179	0.235477691856661	-0.0126
"278"	"AC008949.1"	0.239802849798043	0.228821854529042	-0.0131
"279"	"AC008984.5"	0.306267586456558	0.299418468566908	-0.0106
"280"	"AC008984.7"	0.306267586456558	0.299418468566908	-0.0106
"281"	"AC009009.1"	0.260797406024988	0.255898264504982	-0.009
"282"	"AC009095.4"	0.258516664383332	0.247147213211585	-0.0135
"283"	"AC009196.1"	0.243629770122878	0.232731506441494	-0.0131
"284"	"AC009227.2"	0	0.230489334580521	0.1583
"285"	"AC009228.1"	0.250106902434948	0.238398121898365	-0.0137
"286"	"AC009299.1"	0.291523380948532	0.271769955593809	-0.0196
"287"	"AC009299.2"	0.26283888374301	0.247741414147965	-0.0162
"288"	"AC009303.1"	0.273769647890706	0.263507127156095	-0.0128
"289"	"AC009305.1"	0.261421508799561	0.252017148293931	-0.0122
"290"	"AC009365.4"	0.296527010740732	0.301720317392678	-0.0021
"291"	"AC009473.1"	0.271934965870014	0.257611689687038	-0.0157
"292"	"AC009480.3"	0.240092704092247	0.229130187521253	-0.0131
"293"	"AC009505.2"	0.23971764984283	0.228850489691784	-0.0131
"294"	"AC009518.8"	0.297894698176236	0.300740811295231	-0.0037
"295"	"AC009542.2"	0.270054080690345	0.267133296563388	-0.0076
"296"	"AC009677.1"	0.239721504742449	0.22877486317325	-0.0131
"297"	"AC009784.1"	0.27651078647166	0.265876747928444	-0.0131
"298"	"AC009835.1"	0.262151686300574	0.251360564285039	-0.0131
"299"	"AC009950.2"	0.243221674826521	0.232583854900385	-0.0129
"300"	"AC009970.1"	0.245282458133425	0.236732581967991	-0.0115
"301"	"AC009997.1"	0.259824167545843	0.249016971240445	-0.0131
"302"	"AC010082.2"	0.262151686300574	0.251360564285039	-0.0131
"303"	"AC010136.2"	0.299868023230634	0.322546438381532	0.0102
"304"	"AC010209.1"	0.260838536257306	0.237174669983979	-0.0222
"305"	"AC010247.1"	0.255793440373426	0.249637681869929	-0.0098
"306"	"AC010295.1"	0.243526914250767	0.232306244956937	-0.0133
"307"	"AC010297.1"	0.288204708018537	0.299917569950123	0.0026
"308"	"AC010327.2"	0.268824419117089	0.276578485663395	-1e-04
"309"	"AC010368.1"	0.260357620373837	0.254015199594121	-0.01
"310"	"AC010368.2"	0.274947845835463	0.27429712674633	-0.0061
"311"	"AC010376.1"	0.251300621609184	0.238845508983813	-0.0142
"312"	"AC010422.1"	0.319682322889752	0.33725891321941	0.0065
"313"	"AC010458.1"	0	0.309659754064437	0.214
"314"	"AC010468.2"	0.24674168233755	0.235759997375425	-0.0132
"315"	"AC010492.4"	0.336724450718726	0.32940029448585	-0.0111
"316"	"AC010518.3"	0.306267586456558	0.299418468566908	-0.0106
"317"	"AC010524.2"	0.315704208753889	0.311838088906808	-0.0086
"318"	"AC010525.1"	0.37677703225453	0.362239105408493	-0.0164
"319"	"AC010525.2"	0.37677703225453	0.362239105408493	-0.0164
"320"	"AC010525.4"	0.37677703225453	0.362239105408493	-0.0164
"321"	"AC010525.6"	0.37677703225453	0.362239105408493	-0.0164
"322"	"AC010525.7"	0.37677703225453	0.362239105408493	-0.0164
"323"	"AC010536.1"	0.338681296115152	0.372001316947326	0.0175
"324"	"AC010547.9"	0.261964511894771	0.252685384017553	-0.0121
"325"	"AC010609.1"	0.247688639624855	0.237676416850566	-0.0125
"326"	"AC010745.1"	0.259457773612124	0.248689553597961	-0.0131
"327"	"AC010754.1"	0.244696910780046	0.233784792933898	-0.0131
"328"	"AC010761.8"	0.270469259091938	0.262616675701423	-0.0111
"329"	"AC010894.5"	0.401360157700849	0.37627742529851	-0.024
"330"	"AC010907.2"	0.297562605957737	0.294837099519966	-0.0077
"331"	"AC010907.5"	0.25657046566208	0	-0.1862
"332"	"AC010930.1"	0.247358030248127	0.235601918586106	-0.0137
"333"	"AC010969.1"	0.250305910590572	0.23988632475256	-0.0128
"334"	"AC010974.3"	0.246207848040256	0.235306222896679	-0.0131
"335"	"AC010976.2"	0.270369651546861	0.255139580789092	-0.0163
"336"	"AC010999.1"	0.265031944720082	0.254260812824784	-0.0131
"337"	"AC011294.3"	0	0.230797786120128	0.1585
"338"	"AC011363.1"	0.254537462913731	0.237897553680171	-0.0172
"339"	"AC011366.3"	0.280098457359352	0.269431769683799	-0.0132
"340"	"AC011407.1"	0.261664157045729	0.258758932149247	-0.0076
"341"	"AC011410.1"	0.261856225057128	0.252682629477667	-0.012
"342"	"AC011453.1"	0.29782774870236	0.287549571715565	-0.013
"343"	"AC011465.1"	0.271045383244837	0.257900224753048	-0.0148
"344"	"AC011475.1"	0.255099491268676	0.246737476077433	-0.0114
"345"	"AC011478.1"	0.253817814643089	0.242968919760272	-0.0131
"346"	"AC011526.1"	0.282176430818721	0.278871872110675	-0.008
"347"	"AC011558.5"	0.419040746333306	0.419889525230351	-0.0059
"348"	"AC011625.1"	0.256291980425418	0.238897505784323	-0.0178
"349"	"AC011626.1"	0.280098457359352	0.269431769683799	-0.0132
"350"	"AC011893.3"	0.262922196481229	0.249776767855548	-0.0148
"351"	"AC011899.9"	0.245001414745718	0.234088117867793	-0.0131
"352"	"AC012047.1"	0.259671702540732	0.248900622161088	-0.0131
"353"	"AC012119.1"	0.266496262812238	0.253143086788381	-0.015
"354"	"AC012150.1"	0.24622252427912	0.236261556814381	-0.0125
"355"	"AC012175.1"	0.280098457359352	0.269431769683799	-0.0132
"356"	"AC012305.1"	0.268690481682148	0.257944682780115	-0.0131
"357"	"AC012358.7"	0.248072696896168	0.237421352571854	-0.013
"358"	"AC012358.8"	0.24918545919905	0.238834953646273	-0.0128
"359"	"AC012360.1"	0.24332197091342	0.232662928764031	-0.0129
"360"	"AC012360.6"	0.239559894379832	0.228679398896236	-0.0131
"361"	"AC012362.3"	0.248496921036978	0.238814348336624	-0.0123
"362"	"AC012363.4"	0.241683244437667	0.23143056249186	-0.0126
"363"	"AC012456.3"	0.32946238194306	0.386638768282074	0.0343
"364"	"AC012457.2"	0.245244188643641	0.234305624566866	-0.0131
"365"	"AC012485.2"	0.261518232367393	0.2557548171236	-0.0096
"366"	"AC012499.1"	0.250408516619237	0.23954997391114	-0.0131
"367"	"AC012501.2"	0.267662448294122	0.254615267800165	-0.0148
"368"	"AC012507.3"	0.253709295047046	0.243250465113549	-0.0129
"369"	"AC012507.4"	0.253210873144058	0.242040372535131	-0.0134
"370"	"AC012513.6"	0.248622560992033	0.237406768157028	-0.0134
"371"	"AC012594.1"	0.326062054365716	0.317192820642005	-0.0122
"372"	"AC012613.2"	0.258011069709064	0.248544290787927	-0.0122
"373"	"AC013268.1"	0.374966429804391	0.340511680535677	-0.0305
"374"	"AC013283.1"	0.250267932576912	0.240032270479723	-0.0127
"375"	"AC013436.6"	0.265519049531165	0.266593915546574	-0.0048
"376"	"AC013437.2"	0.256696728551053	0.244604202707087	-0.014
"377"	"AC013444.2"	0.25849988150528	0.245739801058187	-0.0145
"378"	"AC013468.1"	0.263781251262116	0.257316933785548	-0.0101
"379"	"AC013472.3"	0.251101134075857	0.236984803358261	-0.0154
"380"	"AC013472.4"	0.275716908278142	0.265965125521599	-0.0125
"381"	"AC013480.2"	0.258190927790566	0.250826266760941	-0.0107
"382"	"AC013731.1"	0.248862446547873	0.242640713066758	-0.0098
"383"	"AC013751.1"	0.292349009775481	0.287973994719843	-0.0088
"384"	"AC015849.2"	0.25919222387888	0.2492091665657	-0.0126
"385"	"AC015923.1"	0.245544543516079	0.237480700023551	-0.0111
"386"	"AC015936.3"	0.296005384306951	0.300611468161585	-0.0025
"387"	"AC015987.2"	0.297129002099178	0.304224700211401	-7e-04
"388"	"AC015989.1"	0.342088238191914	0.331766402695531	-0.0133
"389"	"AC015989.2"	0.342088238191914	0.331766402695531	-0.0133
"390"	"AC016194.1"	0	0.245460209170609	0.1688
"391"	"AC016575.1"	0.241011011291348	0.230073416462847	-0.0131
"392"	"AC016644.1"	0.247286810619465	0.237059447616191	-0.0127
"393"	"AC016706.1"	0.26340706562054	0.250919673983429	-0.0143
"394"	"AC016708.2"	0.274281441562097	0.268348408718483	-0.0098
"395"	"AC016712.1"	0.245579201357818	0.23402343857323	-0.0136
"396"	"AC016716.2"	0.249908507318047	0.239131589160434	-0.0131
"397"	"AC016722.3"	0.245344411532361	0.234756023579288	-0.0129
"398"	"AC016723.4"	0.273780457019122	0.254958741061911	-0.0189
"399"	"AC016738.3"	0.239088801055407	0.228137733360975	-0.0131
"400"	"AC016751.2"	0.263157838164081	0.252384012406776	-0.0131
"401"	"AC016751.3"	0.263157838164081	0.252384012406776	-0.0131
"402"	"AC016764.1"	0.243353592634189	0.232432307893335	-0.0131
"403"	"AC016821.1"	0.253773188499649	0.242584945017404	-0.0134
"404"	"AC016894.1"	0.263448429140341	0.250457932931868	-0.0147
"405"	"AC016994.2"	0	0.350826866628699	0.243
