TF	nes_K_Ara	pval_K_Ara	nes_K_Dor	pval_K_Dor	nes_BEAT_Ara	pval_BEAT_Ara	nes_BEAT_Dor	pval_BEAT_Dor	nes_TC_Ara	pval_TC_Ara	nes_TC_Dor	pval_TC_Dor	nes_TUH_Ara	pval_TUH_Ara	nes_TUH_Dor	pval_TUH_Dor	nes_Ver_Ara	pval_Ver_Ara	nes_Ver_Dor	pval_Ver_Dor	combine_nes_koichi	fisher_pval_Koichi	combine_nes_beataml	fisher_pval_beataml	combine_nes_TCGA	fisher_pval_TCGA	combine_nes_Metaml	fisher_pval_Metaml	combine_nes_Verhaak	fisher_pval_Verhaak	combine_nes	fisher_pval
ZNF57	-3.2456781510182	0.00117171225970761	0	1	0	1	0	1	-1.03612843721885	0.300142227070822	0	1	0.973178881074826	0.330464405105879	0	1	2.33078261195327	0.0197648254455235	0	1	-3.2456781510182	0.00117171225970761	0	1	-1.03612843721885	0.300142227070822	0.973178881074826	0.330464405105879	2.33078261195327	0.0197648254455235	-0.244461273802239	0.00106371146564514
ZNF226	-2.06136018278785	0.0392686905444453	0	1	0	1	0	1	0	1	0	1	2.40048286564817	0.0163734572779998	0	1	2.22832670980925	0.0258587364622761	0	1	-2.06136018278785	0.0392686905444453	0	1	0	1	2.40048286564817	0.0163734572779998	2.22832670980925	0.0258587364622761	0.85581646422319	0.00120630620261033
ZNF124	-2.29171425497404	0.0219221372989547	0	1	0	1	0	1	0	1	0	1	1.33728589128718	0.181129334547038	0	1	2.84471790461659	0.00444507703792052	0	1	-2.29171425497404	0.0219221372989547	0	1	0	1	1.33728589128718	0.181129334547038	2.84471790461659	0.00444507703792052	0.630096513643243	0.00126797046777632
LYL1	-1.74482920001064	0.0810146043674756	-2.06968027534613	0.038482295066253	0	1	0.326991725043631	0.743674143955174	0	1	0.0273863036841266	0.978151622229395	1.8281922094735	0.0675207098166142	1.7331666653167	0.0830660500478475	1.70905710084604	0.0874403729398334	2.88981337030046	0.00385470598227661	-1.90725473767839	0.0211084698275283	0.326991725043631	0.743674143955174	0.0273863036841266	0.978151622229395	1.7806794373951	0.0346809286519955	2.29943523557325	0.00303191427470741	0.587512237413461	0.00126872190056867
ZZZ3	-0.233522669408042	0.815355568456778	0.786185716704498	0.431758692714902	0.0842916758645757	0.932824530547378	1.09293247236596	0.274423449624633	1.95510576376638	0.0505705881063876	2.04854046857636	0.040507071015626	2.46269170363188	0.0137898432153825	2.46520110340743	0.0136936371016026	1.35387688130153	0.175775660365143	2.0238588067536	0.042984681420647	0.276331523648228	0.719570162961118	0.588612074115268	0.604804835616578	2.00182311617137	0.014729833340857	2.46394640351965	0.00180801034918305	1.68886784402757	0.0444685257925156	1.40391619229642	0.00145254843537406
ZFP1	-2.03297473025165	0.0420550760754638	0	1	0	1	0	1	0	1	0	1	2.26027042224951	0.0238044725150604	0	1	2.26816359467342	0.023319237449989	0	1	-2.03297473025165	0.0420550760754638	0	1	0	1	2.26027042224951	0.0238044725150604	2.26816359467342	0.023319237449989	0.83181976222376	0.00160000253932262
JDP2	-1.77462607934465	0.0759596481579256	0	1	0	1	0	1	0	1	0	1	-3.00794105765198	0.00263024146630692	0	1	-1.5593394066793	0.11891606948224	0	1	-1.77462607934465	0.0759596481579256	0	1	0	1	-3.00794105765198	0.00263024146630692	-1.5593394066793	0.11891606948224	-2.11396884789198	0.00162348857952173
KLF9	1.10666961381837	0.268436797486752	2.28250146701695	0.0224597509701302	0	1	2.57333287096925	0.0100724280927192	0	1	0.819645753349936	0.41241808285144	-2.32748239678884	0.019939604825127	-1.98029546909373	0.0476703376292653	1.07512491403941	0.282318806500396	-0.0437058192036111	0.965138900597429	1.69458554041766	0.0368443895063672	2.57333287096925	0.0100724280927192	0.819645753349936	0.41241808285144	-2.15388893294128	0.0075647682477947	0.515709547417899	0.626751708778746	0.438223866763467	0.00166581478798053
ZNF550	-0.601442060369935	0.547545591496859	0	1	0	1	0	1	0	1	0	1	2.17675204942842	0.029499072486578	0	1	3.16915705153775	0.00152881760951764	0	1	-0.601442060369935	0.547545591496859	0	1	0	1	2.17675204942842	0.029499072486578	3.16915705153775	0.00152881760951764	1.58148901353208	0.00167630133298051
ZNF85	-1.09649820266962	0.272860809459936	0	1	0	1	0	1	0	1	0	1	2.10797847580521	0.0350328512943534	0	1	3.00537289194497	0.00265255436582973	0	1	-1.09649820266962	0.272860809459936	0	1	0	1	2.10797847580521	0.0350328512943534	3.00537289194497	0.00265255436582973	1.33895105502685	0.00171348552818814
FOSL2	-2.14469544630502	0.0319772052296381	-1.17598854881695	0.239599452035775	0	1	0	1	-1.30889437989406	0.190570130625649	-1.21419121869197	0.224674712993868	-0.829920463476875	0.406583754212864	-0.67922750043347	0.496993725120355	-2.93963724633408	0.00328596705428885	-2.06320470274653	0.0390931835302111	-1.66034199756098	0.0449859369908248	0	1	-1.26154279929302	0.177723423498423	-0.754573981955172	0.525207763175162	-2.5014209745403	0.00127943811473333	-1.54446993833737	0.00198917804302867
ZNF257	-0.44122371162218	0.659051048776584	0	1	0	1	0	1	0	1	0	1	2.4927888518572	0.0126744192371198	0	1	2.84631864953133	0.00442279130612066	0	1	-0.44122371162218	0.659051048776584	0	1	0	1	2.4927888518572	0.0126744192371198	2.84631864953133	0.00442279130612066	1.63262792992212	0.00233812587954663
MAFB	0.180340574789242	0.856885203744365	2.92426100913519	0.00345275099257192	0	1	0	1	-0.535808367889828	0.592090998359168	0.0257370049337282	0.979467107955866	-1.89678137832938	0.0578567980253898	-1.64312680301329	0.100356700349351	-2.07015201675286	0.0384381110447029	-2.15658361399217	0.031038122411843	1.55230079196222	0.0201867089057923	0	1	-0.25503568147805	0.895905619567799	-1.76995409067134	0.0357019349231486	-2.11336781537252	0.00922373696957249	-0.646514198889921	0.00246793611370832
FOS	-1.89748908779431	0.0577634176411306	-1.54311528718663	0.122802806226867	0	1	0	1	0	1	0.271826055488947	0.785755769914685	-2.76863734589558	0.00562912539799067	-1.63409697772011	0.102238489364867	-1.09687555715535	0.272695795080468	-1.84254202171988	0.065395905731634	-1.72030218749047	0.0421962751593729	0	1	0.271826055488947	0.785755769914685	-2.20136716180785	0.00486898520118492	-1.46970878943762	0.089641982297121	-1.50156146028327	0.00256145356171782
ZNF677	-2.23686148656645	0.0252953943992297	0	1	0	1	0	1	0	1	0	1	0.665605566668953	0.505663247363715	0	1	2.94039003264073	0.00327799334232921	0	1	-2.23686148656645	0.0252953943992297	0	1	0	1	0.665605566668953	0.505663247363715	2.94039003264073	0.00327799334232921	0.456378037581078	0.00259446604937255
PBX3	-2.28273837060588	0.0224457841423895	-0.976110435810413	0.329009740397504	0	1	0.703771172323898	0.481575289056936	0	1	0.924044204360867	0.355463301316221	0.138299084527306	0.890004048999895	-0.0746371156313923	0.940503442465311	-3.32968043037479	0.000869457110427765	-2.45616602676262	0.0140428262414244	-1.62942440320815	0.0436322466438337	0.703771172323898	0.481575289056936	0.924044204360867	0.355463301316221	0.0318309844479568	0.985937649529561	-2.8929232285687	0.000150340718927834	-0.919152239746628	0.00260395976497545
ZNF280B	2.00938774570183	0.0444960287929047	0	1	0	1	0	1	1.48136377012025	0.138509663666112	0	1	1.63684656671512	0.1016625329788	0	1	2.51856050429361	0.0117835636447024	0	1	2.00938774570183	0.0444960287929047	0	1	1.48136377012025	0.138509663666112	1.63684656671512	0.1016625329788	2.51856050429361	0.0117835636447024	1.9115396467077	0.00264023578264949
TAL1	-1.57477798062694	0.115307700703217	-1.48739381191119	0.136910830304729	0	1	0	1	1.0018222765311	0.316429436227649	0.52423592843257	0.600114454412571	-0.136628736486302	0.89132426106946	2.9794086765598	0.0028880530431294	1.73294179638246	0.0831060144010168	2.29985856706088	0.0214562340991319	-1.53108589626906	0.0812799236294522	0	1	0.763029102481835	0.505362660337405	1.42138997003675	0.0179220884236358	2.01640018172167	0.0130693229177268	0.667433339492797	0.00271146188283405
HOXA5	-2.44640149297607	0.014429022085564	0	1	0	1	0	1	0	1	0	1	-0.15749933211345	0.874851334221483	0	1	-2.90927576334104	0.00362267160854415	0	1	-2.44640149297607	0.014429022085564	0	1	0	1	-0.15749933211345	0.874851334221483	-2.90927576334104	0.00362267160854415	-1.83772552947685	0.00278588159734674
ZEB1	1.57239557636559	0.115858839552424	-1.28122179685646	0.200115772169123	0.536196966152701	0.59182243005318	0.6638569209076	0.506781890427634	-0.0348345815710675	0.972211645250295	1.70307068475922	0.0885548412220252	2.74529262961242	0.00604569622854723	0.372560939097254	0.709475249114401	2.84450611937205	0.00444803314336863	1.71746286778962	0.0858946333896807	0.145586889754565	0.110459812566185	0.60002694353015	0.661101401376512	0.834118051594076	0.297223772926899	1.55892678435484	0.0276728304474917	2.28098449358083	0.00338886368752583	1.08392863256289	0.00322618185994229
TIGD2	3.45852998109184	0.000543131819642864	0	1	0.235667859727713	0.813690411690952	0	1	1.03056473053846	0.30274498261599	0	1	1.53695415962571	0.124304535283463	0	1	1.59320424096106	0.111114380151083	0	1	3.45852998109184	0.000543131819642864	0.235667859727713	0.813690411690952	1.03056473053846	0.30274498261599	1.53695415962571	0.124304535283463	1.59320424096106	0.111114380151083	1.57098419438896	0.00323455903774061
ZNF184	-0.226393481897053	0.820895397034872	0	1	0	1	0	1	0.151732747199185	0.879397727675012	0	1	3.09412583412025	0.00197393745285245	0	1	2.70758973416787	0.00677737461503824	0	1	-0.226393481897053	0.820895397034872	0	1	0.151732747199185	0.879397727675012	3.09412583412025	0.00197393745285245	2.70758973416787	0.00677737461503824	1.43176370839756	0.00324373001580429
IKZF2	1.06929980910759	0.28493459661276	0	1	0.123230032077323	0.90192494464578	0	1	1.65946364590946	0.0970224003970278	0	1	2.16672921008893	0.0302555079525306	0	1	3.02231584891021	0.00250848658466075	0	1	1.06929980910759	0.28493459661276	0.123230032077323	0.90192494464578	1.65946364590946	0.0970224003970278	2.16672921008893	0.0302555079525306	3.02231584891021	0.00250848658466075	1.6082077092187	0.00329051368928599
ZNF426	-1.20879734228737	0.226740712908698	0	1	0	1	0	1	0	1	0	1	2.2118240788314	0.0269788226887164	0	1	2.5811339202431	0.00984763722523475	0	1	-1.20879734228737	0.226740712908698	0	1	0	1	2.2118240788314	0.0269788226887164	2.5811339202431	0.00984763722523475	1.19472021892904	0.0034896347264171
RBAK	-2.89891946195182	0.00374451064971784	0	1	1.03779461059995	0.299365686458777	0	1	1.39139910510652	0.164104435848832	0	1	1.8176197459827	0.0691222714940087	0	1	1.32359449692407	0.185637753799411	0	1	-2.89891946195182	0.00374451064971784	1.03779461059995	0.299365686458777	1.39139910510652	0.164104435848832	1.8176197459827	0.0691222714940087	1.32359449692407	0.185637753799411	0.534297699332284	0.00385858015421298
ZNF525	-1.03120764721367	0.302443455300855	0	1	0	1	0	1	0	1	0	1	3.17965935717265	0.0014744827101568	0	1	0	1	0	1	-1.03120764721367	0.302443455300855	0	1	0	1	3.17965935717265	0.0014744827101568	0	1	1.07422585497949	0.00388657152926854
ARNT	2.83631050994155	0.00456380512551945	3.02389740622386	0.00249541046111684	0	1	0	1	0	1	1.06335726421658	0.2876199653462	0.0488008271602932	0.961078022983072	0.720304013709071	0.471337834038938	-0.855602813988902	0.39221751292029	-1.2243948086309	0.220803326751213	2.93010395808271	0.000141023493743651	0	1	1.06335726421658	0.2876199653462	0.384552420434682	0.811708016993978	-1.0399988113099	0.298470215264695	0.80181034266165	0.0043687810371204
STAT5A	1.98012390542193	0.0476896075989649	1.26243512499252	0.206792256735981	0	1	0	1	0.139584982905085	0.888987906356678	0.0392196333344027	0.968715280540738	2.8152373674979	0.00487412181290793	1.25419623858339	0.209770686717988	1.22196592939048	0.22172051145499	2.40303457445025	0.0162596500541033	1.62127951520723	0.0554145000017508	0	1	0.0894023081197439	0.989884274474106	2.03471680304065	0.00806256965019556	1.81250025192037	0.0238852386725173	1.38947471957199	0.00456456785663606
ZFP30	-0.466324427636386	0.640983296262771	0	1	-1.84987120454687	0.0643321150591893	0	1	0.676810915335143	0.498525931722418	0	1	2.82216914605724	0.00477000117231693	0	1	2.14089377490128	0.0322826052717474	0	1	-0.466324427636386	0.640983296262771	-1.84987120454687	0.0643321150591893	0.676810915335143	0.498525931722418	2.82216914605724	0.00477000117231693	2.14089377490128	0.0322826052717474	0.664735640822081	0.00476003767574896
ZNF569	0.0873431021337461	0.930398794360174	0	1	0	1	0	1	0	1	0	1	2.75975599094657	0.00578445483641533	0	1	2.39473900553658	0.0166321996418209	0	1	0.0873431021337461	0.930398794360174	0	1	0	1	2.75975599094657	0.00578445483641533	2.39473900553658	0.0166321996418209	1.74727936620563	0.00481242860740182
GFI1B	-0.693175474086063	0.488199437668612	-0.365266555387166	0.714912441124	0	1	-0.0717093891113439	0.942833183971332	0	1	-0.80580840848662	0.420353328980327	2.40295521254297	0.0162631791259925	1.9794489763731	0.0477654789456805	2.95762000166317	0.00310024049544512	1.62376999564869	0.104424905927803	-0.529221014736615	0.71640738854681	-0.0717093891113439	0.942833183971332	-0.80580840848662	0.420353328980327	2.19120209445803	0.00633907526472025	2.29069499865593	0.00292519403719526	0.878479294894592	0.00487556238819581
ZNF571	0.144110095357626	0.885413532994827	0	1	0	1	0	1	0	1	0	1	2.52142022564245	0.0116882174693746	0	1	2.61994063595476	0.00879450747279742	0	1	0.144110095357626	0.885413532994827	0	1	0	1	2.52142022564245	0.0116882174693746	2.61994063595476	0.00879450747279742	1.76182365231828	0.00487754111660073
BCL11A	-1.17414805972547	0.240335726208842	-1.26563860457625	0.205642498266059	0.301132240858526	0.763313656733001	1.49510647798058	0.134886655518043	0.0670198510731328	0.946565899858062	1.64978114950412	0.0989877056085716	1.45180858919606	0.146554834995023	1.81619886377944	0.0693398723301297	2.78148289419804	0.00541111822243624	1.76550100224069	0.0774796019402916	-1.21989333215086	0.198055453220009	0.898119359419553	0.33703265757431	0.858400500288626	0.315545649397712	1.63400372648775	0.0567968635593683	2.27349194821937	0.00367978534438338	0.888824440452887	0.00495327787873264
ZNF347	-1.54621941452621	0.122051586268473	0	1	0	1	0	1	-0.725067780369355	0.468410449389646	0	1	1.85216960161192	0.064001472422127	0	1	2.82871396389565	0.0046735448809925	0	1	-1.54621941452621	0.122051586268473	0	1	-0.725067780369355	0.468410449389646	1.85216960161192	0.064001472422127	2.82871396389565	0.0046735448809925	0.602399092653001	0.00500402781973321
BBX	0.345086648784643	0.730029230380537	0	1	0	1	0	1	1.51023860701576	0.130982550771114	0	1	1.37766263344417	0.168307473242601	0	1	3.25585056322711	0.00113053236706579	0	1	0.345086648784643	0.730029230380537	0	1	1.51023860701576	0.130982550771114	1.37766263344417	0.168307473242601	3.25585056322711	0.00113053236706579	1.62220961311792	0.00524311905203484
ZNF606	-1.11485700178785	0.26491170506407	0	1	0	1	0	1	0	1	0	1	2.94420915543141	0.0032378110708802	0	1	1.57055881928607	0.116285161753589	0	1	-1.11485700178785	0.26491170506407	0	1	0	1	2.94420915543141	0.0032378110708802	1.57055881928607	0.116285161753589	1.13330365764321	0.00525159542917553
ZBED3	-0.680763239175372	0.496021314122509	0	1	0	1	0	1	0.271512514027132	0.785996876271167	0	1	2.19623436900409	0.028075172570371	0	1	3.13323564017986	0.00172890581481325	0	1	-0.680763239175372	0.496021314122509	0	1	0.271512514027132	0.785996876271167	2.19623436900409	0.028075172570371	3.13323564017986	0.00172890581481325	1.23005482100893	0.00540035875391746
ZNF138	-1.60640505580503	0.108184940757555	0	1	0	1	0	1	1.75264364597895	0.0796631944735645	0	1	1.39264625536679	0.163726788215916	0	1	2.47209831225606	0.0134322571377481	0	1	-1.60640505580503	0.108184940757555	0	1	1.75264364597895	0.0796631944735645	1.39264625536679	0.163726788215916	2.47209831225606	0.0134322571377481	1.00274578944919	0.00540669846648165
ZNF222	1.57758667122362	0.11466059642923	0	1	0	1	0	1	1.61033105158346	0.107325603838114	0	1	2.15834184422882	0.0309012636526649	0	1	1.95782432698461	0.0502506298391563	0	1	1.57758667122362	0.11466059642923	0	1	1.61033105158346	0.107325603838114	2.15834184422882	0.0309012636526649	1.95782432698461	0.0502506298391563	1.82602097350513	0.0054399185679534
ZNF718	-1.58767280412952	0.112360345807492	0	1	0	1	0	1	0	1	0	1	0.401690768144888	0.687911619542675	0	1	3.18251034497991	0.00146004299895799	0	1	-1.58767280412952	0.112360345807492	0	1	0	1	0.401690768144888	0.687911619542675	3.18251034497991	0.00146004299895799	0.665509436331759	0.00580042714090618
TIGD7	0	1	0	1	0.871057956903369	0.383722508646163	0	1	-0.062268745116415	0.950348817943356	0	1	1.17277825729971	0.240884739460093	0	1	3.67504087515531	0.000237811338098167	0	1	0	1	0.871057956903369	0.383722508646163	-0.062268745116415	0.950348817943356	1.17277825729971	0.240884739460093	3.67504087515531	0.000237811338098167	1.41415208606049	0.0058160070781142
ZNF165	0.627081735958495	0.53060565855013	1.35198127690571	0.176381304897801	0	1	0	1	0	1	2.05676557161112	0.0397087812890284	2.22656106280613	0.0259766236940757	1.96525509346887	0.0493847202742864	1.01059521570873	0.312210206606611	1.47267298034111	0.140839235630207	0.989531506432103	0.315286400398512	0	1	2.05676557161112	0.0397087812890284	2.0959080781375	0.00982491488381684	1.24163409802492	0.181347691491657	1.53013041954288	0.00599649384975178
ZNF678	-1.40828387488192	0.159047028522124	0	1	1.55084550375136	0.120938712826649	0	1	0	1	0	1	2.2670544795464	0.0233868978638827	0	1	1.97241415954598	0.0485623467411288	0	1	-1.40828387488192	0.159047028522124	1.55084550375136	0.120938712826649	0	1	2.2670544795464	0.0233868978638827	1.97241415954598	0.0485623467411288	1.09550756699046	0.00601402377344393
ZNF607	-2.5289266672168	0.0114411929475561	0	1	0	1	0	1	1.13475126486951	0.256479551076896	0	1	1.62120413113324	0.104973867094071	0	1	1.79043518197468	0.0733839786919692	0	1	-2.5289266672168	0.0114411929475561	0	1	1.13475126486951	0.256479551076896	1.62120413113324	0.104973867094071	1.79043518197468	0.0733839786919692	0.504365977690157	0.00616972684593679
NFYA	-1.8704326948294	0.0614237552937892	-0.478034737836308	0.632625480707604	0	1	1.87184610613129	0.0612278974808073	1.09015053461081	0.275646838777358	0.232910874311734	0.815830614160499	0.582601396561902	0.560161665050659	1.44139731234786	0.149472469143338	2.89734458154762	0.00376336152635582	1.7691945512222	0.0768614131906926	-1.17423371633285	0.165063373193869	1.87184610613129	0.0612278974808073	0.661530704461272	0.560445002512569	1.01199935445488	0.291390517383059	2.33326956638491	0.00264618176308393	0.837441991563079	0.00641295709936054
ZMAT1	-3.12280516349646	0.00179136291355654	0	1	0	1	0	1	0	1	0	1	-0.3785140115571	0.705048786990456	0	1	1.59201511558501	0.111381308237266	0	1	-3.12280516349646	0.00179136291355654	0	1	0	1	-0.3785140115571	0.705048786990456	1.59201511558501	0.111381308237266	-0.636434686489517	0.00692106753691943
MYOD1	0	1	-2.39885335602035	0.0164464996754428	0	1	-0.284745552843322	0.775839088505349	0	1	2.97259871795612	0.00295290234503897	-0.367062534604019	0.713572372677847	1.2550306665172	0.209467627693387	0	1	0	1	-2.39885335602035	0.0164464996754428	-0.284745552843322	0.775839088505349	2.97259871795612	0.00295290234503897	0.44398406595659	0.43356217988384	0	1	0.235393588201126	0.00715131073241033
