A	B	scaled_weight
MAR04401	L-fucose-1-phosphate[c]	0.282224343013113
6-deoxy-L-galactose[c]	MAR04402	0.649598611112725
ATP[c]	MAR04402	0.649598611112725
MAR04402	ADP[c]	0.282224343013113
MAR04402	H+[c]	0.282224343013113
MAR04402	L-fucose-1-phosphate[c]	0.282224343013113
6-deoxy-L-galactose[c]	MAR04403	0.282224343013113
ATP[c]	MAR04490	0.654411765828944
mannose[c]	MAR04490	0.654411765828944
fructose-2,6-bisphosphate[c]	MAR04706	0.802245530514367
H2O[c]	MAR04706	0.802245530514367
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR08768	0.77703847482787
H+[c]	MAR08768	0.77703847482787
NADPH[c]	MAR08768	0.77703847482787
H+[c]	MAR04590	0.957160729666959
L-xylulose[c]	MAR04590	0.957160729666959
NADPH[c]	MAR04590	0.957160729666959
NAD+[c]	MAR04591	0.95716072966696
xylitol[c]	MAR04591	0.95716072966696
D-xylose[c]	MAR04592	0.710835283592651
H+[c]	MAR04592	0.710835283592651
NADPH[c]	MAR04592	0.710835283592651
MAR04592	NADP+[c]	0.815900079398151
MAR04592	xylitol[c]	0.815900079398151
NAD+[c]	MAR04593	0.737411501765032
xylitol[c]	MAR04593	0.737411501765032
D-xylose[c]	MAR04594	0.282224343013113
NADP+[c]	MAR04594	0.282224343013113
ADP[c]	MAR04595	0.718456986666492
D-xylulose-5-phosphate[c]	MAR04595	0.718456986666492
H+[c]	MAR04595	0.718456986666492
MAR04595	ATP[c]	0.737434275488285
MAR04595	D-xylulose[c]	0.737434275488285
H+[c]	MAR08341	1
L-arabinose[c]	MAR08341	1
NADPH[c]	MAR08341	1
H+[c]	MAR08342	0.80312906590919
L-xylulose[c]	MAR08342	0.80312906590919
NADH[c]	MAR08342	0.80312906590919
MAR08342	L-arabitol[c]	1
MAR08342	NAD+[c]	1
glucuronate[r]	MAR08344	1
H+[r]	MAR08344	1
NADPH[r]	MAR08344	1
MAR08344	L-gulonate[r]	0.795138226761459
MAR08344	NADP+[r]	0.795138226761459
3-dehydro-L-gulonate[c]	MAR08352	0.768842842728686
H+[c]	MAR08352	0.768842842728686
NADH[c]	MAR08352	0.768842842728686
MAR08352	L-gulonate[c]	0.738021928040624
MAR08352	NAD+[c]	0.738021928040624
3-dehydro-L-gulonate[c]	MAR08353	0.738021928040631
H+[c]	MAR08353	0.738021928040631
MAR08353	CO2[c]	0.768842842728682
MAR08353	L-xylulose[c]	0.768842842728682
ATP[c]	MAR08726	1
D-ribulose[c]	MAR08726	1
H2O[c]	MAR08727	0.745307124104008
UDP-glucuronate[c]	MAR08727	0.745307124104008
D-glucuronate 1-phosphate[c]	MAR08728	0.745307124104014
H2O[c]	MAR08728	0.745307124104014
H2O[c]	MAR08729	0.710370953611977
UDP-glucuronate[c]	MAR08729	0.710370953611977
glucuronate[c]	MAR06537	0.738068053420405
H+[c]	MAR06537	0.738068053420405
NADPH[c]	MAR06537	0.738068053420405
MAR06537	L-gulonate[c]	1
MAR06537	NADP+[c]	1
acetaldehyde[c]	MAR01568	0.767441687610876
H2O[c]	MAR01568	0.767441687610876
NAD+[c]	MAR01568	0.767441687610876
GSH[c]	MAR03853	0.708407608790525
methylglyoxal[c]	MAR03853	0.708407608790525
H+[c]	MAR03854	0.694663989818371
methylglyoxal[c]	MAR03854	0.694663989818371
NADH[c]	MAR03854	0.694663989818371
H+[c]	MAR03855	0.688174956322009
lactaldehyde[c]	MAR03855	0.688174956322009
NADPH[c]	MAR03855	0.688174956322009
(R)-S-lactoylglutathione[c]	MAR03857	0.689492345891823
H2O[c]	MAR03857	0.689492345891823
D-lactate[c]	MAR03859	0.899410533780313
ferricytochrome_C[m]	MAR03859	0.899410533780313
malate[m]	MAR04087	0.761894528216658
NAD+[m]	MAR04087	0.761894528216658
malate[c]	MAR04089	0.707638622000134
NADP+[c]	MAR04089	0.707638622000134
malate[m]	MAR04091	0.761914936495141
NADP+[m]	MAR04091	0.761914936495141
acetyl-CoA[c]	MAR04093	0.731119092934726
H2O[c]	MAR04093	0.731119092934726
acetyl-CoA[m]	MAR04095	0.731474182263203
H2O[m]	MAR04095	0.731474182263203
GTP[c]	MAR04101	0.684015101776792
OAA[c]	MAR04101	0.684015101776792
GTP[m]	MAR04103	0.697080469619113
OAA[m]	MAR04103	0.697080469619113
ATP[m]	MAR04143	0.744197019906765
HCO3-[m]	MAR04143	0.744197019906765
pyruvate[m]	MAR04143	0.744197019906765
CDP[c]	MAR04193	0.321171511908153
H+[c]	MAR04193	0.321171511908153
PEP[c]	MAR04193	0.321171511908153
H+[c]	MAR08497	0.701474287723706
methylglyoxal[c]	MAR08497	0.701474287723706
NADPH[c]	MAR08497	0.701474287723706
acetone[c]	MAR08498	0.936776274043014
H+[c]	MAR08498	0.936776274043014
NADPH[c]	MAR08498	0.936776274043014
O2[c]	MAR08498	0.936776274043014
H+[c]	MAR08499	0.983827578130186
hydroxyacetone[c]	MAR08499	0.983827578130186
NADPH[c]	MAR08499	0.983827578130186
O2[c]	MAR08499	0.983827578130186
H+[c]	MAR08500	0.701474287723707
hydroxyacetone[c]	MAR08500	0.701474287723707
NADPH[c]	MAR08500	0.701474287723707
H+[c]	MAR08501	0.704005915984491
methylglyoxal[c]	MAR08501	0.704005915984491
NADPH[c]	MAR08501	0.704005915984491
(R)-S-lactoylglutathione[c]	MAR08502	0.704017951715417
H+[c]	MAR08502	0.704017951715417
NADH[c]	MAR08502	0.704017951715417
MAR08502	D-lactaldehyde[c]	0.687817228825459
MAR08502	GSH[c]	0.687817228825459
MAR08502	NAD+[c]	0.687817228825459
H2O[c]	MAR08503	0.685821929798165
lactaldehyde[c]	MAR08503	0.685821929798165
NAD+[c]	MAR08503	0.685821929798165
D-lactaldehyde[c]	MAR08504	0.687209217722769
H2O[c]	MAR08504	0.687209217722769
NAD+[c]	MAR08504	0.687209217722769
H2O[m]	MAR08506	0.700821306111707
lactaldehyde[m]	MAR08506	0.700821306111707
NAD+[m]	MAR08506	0.700821306111707
NAD+[c]	MAR08507	0.803363531509391
propane-1,2-diol[c]	MAR08507	0.803363531509391
NAD+[c]	MAR08508	0.688174956322009
propane-1,2-diol[c]	MAR08508	0.688174956322009
D-lactaldehyde[c]	MAR08509	0.80336353150939
H+[c]	MAR08509	0.80336353150939
NADPH[c]	MAR08509	0.80336353150939
(R)-S-lactoylglutathione[m]	MAR08511	0.698136865295414
H2O[m]	MAR08511	0.698136865295414
D-lactate[c]	MAR08512	0.688077335892953
NAD+[c]	MAR08512	0.688077335892953
MAR08512	H+[c]	0.896812283149202
MAR08512	NADH[c]	0.896812283149202
MAR08512	pyruvate[c]	0.896812283149202
ferricytochrome_C[m]	MAR08514	0.952331805950901
L-lactate[c]	MAR08514	0.952331805950901
DHAP[c]	MAR08516	0.753818524952832
GAP[c]	MAR08517	0.755443037098963
H+[m]	MAR04280	0.813481357489176
NADH[m]	MAR04280	0.813481357489176
pyruvate[m]	MAR04280	0.813481357489176
MAR04280	L-lactate[m]	0.713465358282049
MAR04280	NAD+[m]	0.713465358282049
ATP[c]	MAR00153	0.750336513023781
CoA[c]	MAR00153	0.750336513023781
propanoate[c]	MAR00153	0.750336513023781
FAD[m]	MAR03212	0.721036772392722
propanoyl-CoA[m]	MAR03212	0.721036772392722
AMP[m]	MAR03797	0.747618826993493
PPi[m]	MAR03797	0.747618826993493
propanoyl-CoA[m]	MAR03797	0.747618826993493
MAR03797	ATP[m]	0.747618826993493
MAR03797	CoA[m]	0.747618826993493
MAR03797	propanoate[m]	0.747618826993493
2-oxobutyrate[m]	MAR03800	0.682962006132629
CoA[m]	MAR03800	0.682962006132629
NAD+[m]	MAR03800	0.682962006132629
H+[c]	MAR04105	0.798368971201687
malonyl-CoA[c]	MAR04105	0.798368971201687
H+[m]	MAR04106	0.744806995676166
malonyl-CoA[m]	MAR04106	0.744806995676166
H+[x]	MAR04107	0.807200954239051
malonyl-CoA[x]	MAR04107	0.807200954239051
3-oxopropanoate[m]	MAR04282	0.737650302441146
CoA[m]	MAR04282	0.737650302441146
NAD+[m]	MAR04282	0.737650302441146
AMP[c]	MAR04331	0.282224343013113
H+[c]	MAR04331	0.282224343013113
propanoyl-CoA[c]	MAR04331	0.282224343013113
MAR04331	CoA[c]	0.282224343013113
MAR04331	propinol adenylate[c]	0.282224343013113
ATP[c]	MAR04459	0.749237262709927
H+[c]	MAR04459	0.749237262709927
propanoate[c]	MAR04459	0.749237262709927
ATP[m]	MAR04460	0.747618826993493
H+[m]	MAR04460	0.747618826993493
propanoate[m]	MAR04460	0.747618826993493
MAR04460	PPi[m]	0.747618826993493
MAR04460	propinol adenylate[m]	0.747618826993493
acetoacetate[m]	MAR04464	0.80240173716646
H+[m]	MAR04464	0.80240173716646
hydracrylate[m]	MAR04497	0.735070811512901
NAD+[m]	MAR04497	0.735070811512901
3-hydroxypropionyl-CoA[m]	MAR04741	0.734947429415746
H2O[m]	MAR04741	0.734947429415746
H2O[c]	MAR08078	0.745767919997947
OAA[c]	MAR08078	0.745767919997947
propanoyl-CoA[c]	MAR08078	0.745767919997947
H+[m]	MAR09803	0.734947429415748
malonyl-CoA[m]	MAR09803	0.734947429415748
NADPH[m]	MAR09803	0.734947429415748
MAR09803	H2O[m]	0.724160891972993
MAR09803	NADP+[m]	0.724160891972993
MAR09803	3-oxopropionyl-CoA[m]	0.724160891972993
3-hydroxypropionyl-CoA[m]	MAR09804	0.724160891972818
NADP+[m]	MAR09804	0.724160891972818
MAR09804	H+[m]	0.734947429415748
MAR09804	NADPH[m]	0.734947429415748
MAR09804	3-oxopropionyl-CoA[m]	0.734947429415748
AKG[c]	MAR00718	0.282224343013113
FADH2[c]	MAR00718	0.282224343013113
AKG[c]	MAR00719	0.282224343013113
H+[c]	MAR00719	0.282224343013113
NADH[c]	MAR00719	0.282224343013113
acetoacetyl-CoA[c]	MAR01434	0.719868397888562
CoA[c]	MAR01434	0.719868397888562
MAR01434	acetyl-CoA[c]	0.691372246044508
acetoacetate[c]	MAR01436	0.741756215651325
ATP[c]	MAR01436	0.741756215651325
CoA[c]	MAR01436	0.741756215651325
butyryl-CoA[m]	MAR03163	0.639251881193809
FAD[m]	MAR03163	0.639251881193809
(R)-3-hydroxybutanoate[m]	MAR04461	1
NAD+[m]	MAR04461	1
MAR04461	acetoacetate[m]	0.783164560753414
MAR04461	H+[m]	0.783164560753414
MAR04461	NADH[m]	0.783164560753414
acetoacetyl-CoA[x]	MAR04604	0.770869610317238
acetyl-CoA[x]	MAR04604	0.770869610317238
H2O[x]	MAR04604	0.770869610317238
2-hydroxybutyrate[c]	MAR05351	0.884949543042617
NAD+[c]	MAR05351	0.884949543042617
MAR05351	2-oxobutyrate[c]	0.661957042351322
MAR05351	H+[c]	0.661957042351322
MAR05351	NADH[c]	0.661957042351322
(R)-3-hydroxybutanoyl-CoA[m]	MAR07709	0.997741344041895
MAR07709	crotonyl-CoA[m]	0.826438179254022
MAR07709	H2O[m]	0.826438179254022
ATP[c]	MAR04052	0.744762641064093
ribose-5-phosphate[c]	MAR04052	0.744762641064093
glucose-6-phosphate[r]	MAR04304	0.507867865900527
NADP+[r]	MAR04304	0.507867865900527
glucono-1,5-lactone-6-phosphate[c]	MAR04306	0.711351443793713
H+[c]	MAR04306	0.711351443793713
NADPH[c]	MAR04306	0.711351443793713
MAR04306	glucose-6-phosphate[c]	0.771326371295525
MAR04306	NADP+[c]	0.771326371295525
ADP[c]	MAR04350	0.798710318314419
H+[c]	MAR04350	0.798710318314419
ribose-5-phosphate[c]	MAR04350	0.798710318314419
MAR04350	ATP[c]	1
MAR04350	ribose[c]	1
ribose-5-phosphate[r]	MAR04351	0.673332567526496
MAR04351	ribulose-5-phosphate[r]	0.673332567526496
ribose-5-phosphate[c]	MAR04352	0.673332567526496
MAR04352	ribulose-5-phosphate[c]	0.673332567526496
ribose-1-phosphate[c]	MAR04354	0.708235363416479
MAR04354	ribose-5-phosphate[c]	0.702431588603251
2-deoxy-D-ribose-5-phosphate[c]	MAR04398	0.703963303411545
MAR04398	acetaldehyde[c]	0.683665732154324
MAR04398	GAP[c]	0.683665732154324
D-xylulose-5-phosphate[c]	MAR04404	0.741120022856639
erythrose-4-phosphate[c]	MAR04404	0.741120022856639
MAR04404	fructose-6-phosphate[c]	0.688771428192088
MAR04404	GAP[c]	0.688771428192088
6-phospho-D-gluconate[r]	MAR04473	0.781361494394975
NADP+[r]	MAR04473	0.781361494394975
6-phospho-D-gluconate[c]	MAR04474	0.772574640088564
NADP+[c]	MAR04474	0.772574640088564
6-phospho-D-gluconate[c]	MAR04476	0.794504986208223
ADP[c]	MAR04476	0.794504986208223
H+[c]	MAR04476	0.794504986208223
MAR04476	ATP[c]	1
MAR04476	D-gluconic acid[c]	1
D-xylulose-5-phosphate[c]	MAR04477	0.721653144708253
MAR04477	ribulose-5-phosphate[c]	0.721653144708253
D-xylulose-5-phosphate[c]	MAR04501	0.741120022856641
ribose-5-phosphate[c]	MAR04501	0.741120022856641
MAR04501	GAP[c]	0.688771428192111
MAR04501	sedoheptulose-7-phosphate[c]	0.688771428192111
GAP[c]	MAR04565	0.681037943802655
sedoheptulose-7-phosphate[c]	MAR04565	0.681037943802655
MAR04565	erythrose-4-phosphate[c]	0.667259476076881
MAR04565	fructose-6-phosphate[c]	0.667259476076881
ADP[c]	MAR04567	0.813102198820035
H+[c]	MAR04567	0.813102198820035
sedoheptulose-1,7-bisphosphate[c]	MAR04567	0.813102198820035
MAR04567	ATP[c]	0.813102198820033
MAR04567	sedoheptulose-7-phosphate[c]	0.813102198820033
H+[c]	MAR04568	0.813102198820035
sedoheptulose-1,7-bisphosphate[c]	MAR04568	0.813102198820035
UDP[c]	MAR04568	0.813102198820035
MAR04568	sedoheptulose-7-phosphate[c]	0.813102198820035
MAR04568	UTP[c]	0.813102198820035
ATP[c]	MAR09799	0.282224343013113
sedoheptulose[c]	MAR09799	0.282224343013113
MAR09799	ADP[c]	0.282224343013113
MAR09799	H+[c]	0.282224343013113
MAR09799	sedoheptulose-7-phosphate[c]	0.282224343013113
ATP[c]	MAR09800	0.282224343013113
sedoheptulose[c]	MAR09800	0.282224343013113
MAR09800	ADP[c]	0.282224343013113
MAR09800	H+[c]	0.282224343013113
MAR09800	sedoheptulose-1-phosphate[c]	0.282224343013113
glucono-1,5-lactone-6-phosphate[r]	MAR04623	0.748956476357367
H2O[r]	MAR04623	0.748956476357367
glucono-1,5-lactone-6-phosphate[c]	MAR04625	0.768901260751289
H2O[c]	MAR04625	0.768901260751289
2-deoxy-D-ribose-1-phosphate[c]	MAR04710	0.703933179083544
MAR04710	2-deoxy-D-ribose-5-phosphate[c]	0.823377738696595
H+[c]	MAR04841	0.751271411608022
NADH[c]	MAR04841	0.751271411608022
ribose[c]	MAR04841	0.751271411608022
MAR04841	NAD+[c]	1
MAR04841	ribitol[c]	1
ATP[c]	MAR08074	0.816199352024737
deoxyribose[c]	MAR08074	0.816199352024737
glucono-1,5-lactone-6-phosphate[r]	MAR08653	0.507867865900527
H+[r]	MAR08653	0.507867865900527
NADH[r]	MAR08653	0.507867865900527
MAR08653	glucose-6-phosphate[r]	0.681844664778278
MAR08653	NAD+[r]	0.681844664778278
ADP[c]	MAR03998	0.80196477518114
H2O[c]	MAR03998	0.80196477518114
ATP[c]	MAR04000	0.752393227689653
ADP[c]	MAR04002	0.482860416381645
MAR04002	AMP[c]	0.482860416381645
MAR04002	ATP[c]	0.482860416381645
ADP[m]	MAR04004	0.435022385531096
MAR04004	AMP[m]	0.435022385531096
MAR04004	ATP[m]	0.435022385531096
AMP[c]	MAR04010	0.81109741791497
H2O[c]	MAR04010	0.81109741791497
AMP[e]	MAR04081	0.656187940194875
H2O[e]	MAR04081	0.656187940194875
AMP[m]	MAR04082	0.757250263293425
H2O[m]	MAR04082	0.757250263293425
adenosine[c]	MAR04012	0.782171470686106
ATP[c]	MAR04012	0.782171470686106
cAMP[c]	MAR04014	0.75239322768965
H2O[c]	MAR04014	0.75239322768965
ADP[c]	MAR04020	0.282224343013113
GDP[c]	MAR04020	0.282224343013113
MAR04020	ATP[c]	0.282224343013113
MAR04020	GMP[c]	0.282224343013113
GTP[c]	MAR04022	0.752638116825526
FAICAR[c]	MAR04038	0.799718990851734
MAR04038	H2O[c]	1
MAR04038	IMP[c]	1
H2O[c]	MAR04040	0.752169923870295
IMP[c]	MAR04040	0.752169923870295
