""	"0_6_S6"	"164_S75"	"168_S79"	"176_S87"	"177_S88"	"178_S89"	"182_S93"	"186_S97"	"188_S99"	"205_S116"	"IM42_S23"	"IM59_S26"	"IM90_S30"	"34_S34"	"34cont_S35"
"ADAMTS1"	-1.22303315680575	-1.97409453928181	-3.00639719596962	-2.9798761595108	-2.70827694122661	-2.01280077366738	-3.39931162904378	-0.62909974937234	-3.10380144744516	-2.72107833263058	-2.12461101313476	-2.89865925160658	-2.42363855648756	-2.55948804829717	-2.76288533581436
"ADAMTS20"	1.32385665004554	0.742218401597151	0.958561342100679	1.28455349301616	1.12094934357213	1.88180300407058	1.53495837367768	2.50424891465482	0.929121826505743	0.0225652841054968	-1.52576487322114	0.818558038332921	1.92196914194105	-1.38723659575959	0.952379259315718
"ADAP1"	2.26743551170216	5.12770510905549	4.74289527138182	4.71066681874246	5.24331944531638	5.07275317299327	4.32968110842998	4.65623433172217	4.8655217055983	5.38118465704656	5.20108307051918	6.2819973055343	3.19855571754302	6.45703526274735	6.16915426994573
"ADAP2"	-1.44304130161658	4.60378041058122	3.99936566027442	4.73294158768373	4.09230068357719	3.05114533601681	3.24909209312884	2.74540710616445	3.62283060940063	6.70406921685711	4.84551214721548	5.77227073475092	1.57805863344354	6.28081307962461	6.27289932796452
"ADCY1"	-1.31718371839993	-1.44705090646972	-1.53754280911709	-3.61798473424307	-3.18075311983398	-1.3404293258855	-3.27779473080647	-0.550913208955703	-1.63432561329273	-3.64410559289095	-2.28064211630752	-2.19544519436518	-2.8738764857592	-3.15380571869848	-2.90069276007239
"ADCY10"	-3.12536364614824	-2.2495830279189	-2.91263369109	-3.28538199257306	-2.49000137541539	-2.54618383950741	-2.47524613961599	-2.90864810307266	-3.31056126251569	-2.3954826672327	-3.40524016740739	-1.50579799270441	-2.98512523219587	-2.42674084673932	-2.5443650174068
"ADCY2"	0.952038539321385	-1.15674035695174	-1.89008357152682	-0.427339401281336	-0.271087476786329	0.825508659963796	-0.373403743214222	-0.787122119461853	-0.486770472145183	-0.958579566460671	-1.27004984907484	-0.480432905450996	0.877932401284979	-0.481456988842947	-0.963012957380769
"ADCY3"	-0.273435638419212	-0.507001866556527	-0.472323592829636	1.48987960591014	0.0274312380864015	-1.00090104938041	0.956713714826812	-1.79324595554402	-0.37673916109154	0.117162541263265	-0.105116549340188	-0.37865725295603	0.415032205320849	0.2476517381233	0.235177285250109
"ADCY4"	-0.935265243378887	0.139843045665585	-1.20391335768971	0.0243865274758473	-0.111442377294142	0.328402075596909	0.0861105259134731	0.428434668714144	-1.35193545361626	-1.19069162265583	-0.251023700977827	0.409005489421963	-0.593616848838462	0.390111450150422	0.307146483604597
"ADCY5"	-1.54927993401173	-1.56285867478081	-0.783717663775674	-0.970145603739136	-1.56991615450145	-1.39804770291194	-1.4166011203645	-1.36799050946706	-0.680231712661019	-1.43089532971231	-1.51349636830813	-0.985430593477442	-1.61946070524362	-0.724206939157757	-1.12484411567742
"ADCY6"	-1.42278861213274	-2.72191442196422	-2.65364226729098	1.23429203130488	-2.16987913188797	-2.89195648550915	-1.47386070862071	-2.9862451535607	-3.06456954760778	-1.85515042614532	-2.56230914486104	-2.60879791181722	-1.28623896754852	-2.41766495035369	-2.78408692891216
"ADCY7"	-0.990290643275208	0.417128785957212	0.677947770556822	0.795309081222574	0.87408345758811	-0.199052118557981	1.12816221724862	0.171142988506191	-0.460815176078738	1.62425447034673	0.477859886450942	2.05886379104322	-1.07684946164492	1.29848712795899	1.26414720253483
"ADCY8"	-0.378461611447775	-0.301017757498186	-0.522133413112644	-0.354407628204149	-0.532767431977773	-0.529511551229135	-0.450339944147815	-1.16734906714297	-0.287350441136669	-0.799076073339198	-1.03955828419769	-0.393946232497671	-0.55261842925534	-1.19203354145015	-0.439018317048538
"ADCY9"	-1.15811662703304	0.548746637676905	0.670419585665561	1.11790634970717	1.06624535070971	0.661867036509064	0.0654540847882087	0.872462586406431	0.0119439982225311	1.26969548370669	0.831409082661514	1.6123660860581	-0.389601804229014	1.41591717257402	1.33299592483064
"ADCYAP1"	-0.894032651157688	-2.03655943756632	-1.15478632959736	-1.53115114509767	-2.32612342058658	-2.42946795524894	-1.18790867626685	-1.64239684311143	-1.71060387937546	-1.32365100249161	-1.75214237546422	-1.16082120609001	-1.53931580456005	-2.13346118187814	-2.34690909640326
"ADCYAP1R1"	-0.0929934298829941	-0.492070078106437	-0.877853890414544	-1.86501708826481	-0.719764364495327	-1.34241061303952	-0.122650260924338	-0.907631890055515	-1.02085723307399	-1.0548420615424	-1.10519070110818	-1.26516796043475	-0.491704661342088	-1.4597739505425	-1.37361943306158
"ADGRA2"	-1.12162713796257	-0.548894695239204	0.964572031512018	0.197615674936068	-0.495483228861811	-1.35666189964306	0.0922754140508709	-0.38365900397833	-1.37218040852301	0.351813791436363	0.551654652638795	0.566883690850832	-0.45356621692868	0.137468251375419	0.170860255768071
"ADGRA3"	2.02219824688354	-0.511787641447807	-0.514880498176337	-1.44543508096362	-1.03201009670711	-0.302001193428932	-0.276623239846173	0.29711081980585	0.0456826288775834	-1.57724272005275	-0.61996690437818	-0.994443447490943	0.431568526736738	-1.34800082092229	-1.24789185359617
"ADGRB1"	-0.350142260832728	-1.08942589059204	-0.691052314113042	-1.32184341118386	-0.723378219410729	-0.511610335721326	-0.776115790197258	-2.32293879953974	-0.761773243377406	-1.36123460783256	-1.30736135039378	-1.69816378151531	-0.284717258778778	-1.11347665153687	-1.10348045328221
"ADGRB2"	-2.99041900948776	-3.18237247637161	-3.60687942688298	-3.07876936020202	-3.59774950390957	-3.48639035917598	-3.18914225114233	-3.13175479123156	-3.5386922145853	-3.82029820110716	-3.83511656407667	-3.73052072862162	-2.98799935515404	-3.96766359712382	-4.24911000645275
"ADGRB3"	-1.29829125672994	-1.31504113292411	-1.60419024044059	-1.45289763372247	-1.24260771742651	-1.43887663267842	-1.57002625544583	-1.20503714399867	-1.47384893388878	-1.29898798150569	-1.31904581437954	-1.34801346277558	-1.61108061333868	-1.2073011794451	-1.23806230030358
"ADGRD1"	-0.726957478754324	1.09046710238695	0.669779965371563	2.22293957111896	0.610588515337887	-0.874240851930831	0.328913202082421	-0.798055366494374	0.634462228274432	2.27058369476207	1.47039129798209	1.76046859581447	-0.513686618418477	1.74244447021123	1.59475348430692
"ADGRE5"	5.34808366600467	7.44763768661688	6.76758911266137	5.38163877124619	6.53972455147077	7.17303070662703	6.06469114987621	5.7751044153861	6.88702373769133	6.22203292485879	6.80960674444446	6.99267735288463	5.63875159402483	7.09685015146031	7.09613228007642
"ADGRF1"	0.214198945279546	-0.850339922101961	-0.491874931455248	0.299582288714155	-0.0416980877839686	-0.412730008693766	-0.246164498212085	0.251837320838233	-0.32400472242638	-0.209026444323062	-0.16294721944964	-0.0638903277467618	0.238289120185657	-0.000639442418060643	-0.0533222344598787
"ADGRF2"	-0.403080698431612	-0.511312915694116	-0.585708463572111	-0.499975489710217	-1.04214170583987	-0.985011945593633	-1.28657373070636	-0.88637331450031	-0.543525632668564	-1.19791577688749	-0.548989211932371	-0.428256462830928	-2.08600844979275	-1.4896187784926	-0.993472876948881
"ADGRF3"	-2.53038158876177	-3.0063511879614	-3.43537819705933	-3.11936223160891	-2.66522341828248	-2.64893673944861	-2.19766754324263	-2.95323792824474	-2.93077971358851	-3.56703368739727	-2.97781264972908	-3.11717944586137	-2.36137230056743	-2.66789406823747	-2.90057248658327
"ADGRF4"	-1.53261870257484	-1.56513166599112	-0.747321955750356	-1.51147361458206	-1.6649819064339	-1.90936471703612	-2.09410744405019	-1.85844945034209	-1.23417786880833	-2.13980510318545	-1.73395380989055	-1.41959147875955	-1.54657517577036	-1.58485927501751	-1.41349263768366
"ADGRG1"	-0.718010260651668	-2.23820201938589	-2.03597196753698	-2.35175324076551	-1.57030507475935	-2.37502268568692	-1.6018868418343	-3.67092516839969	-2.32402015026737	-2.68662616252639	-2.46705588592161	-3.10312042638943	-0.575233367147177	-2.47375420010513	-2.75318403630657
"ADGRG2"	-1.46179478283137	-1.61704384567201	-1.67758789131528	-1.75943125194019	-1.11565826353847	-2.21647550552979	-1.58196598291954	-1.90554127953548	-1.5396469983241	-1.05404443017611	-1.17892633799675	-1.36056196576064	-1.75777523266099	-1.58732867610299	-1.09657301583193
"ADGRG3"	2.24277560130961	2.07439802654529	1.83901227872503	1.82116579129109	2.43118494667719	2.08293437885108	2.21703652113588	1.91571140781124	1.72009751012642	-1.13281747210027	2.74626418880955	1.43368277184528	2.59832629284244	2.0458926174616	2.22868351888916
"ADGRG4"	-3.69819609701633	-2.80331868116476	-3.36241797969935	-2.0178350549288	-3.59159304191093	-3.21053124417216	-3.0326921061015	-3.11888030652393	-3.0914134286841	-3.2323259630671	-3.51810366073548	-2.25997486655042	-3.55957572285196	-2.23996810812008	-3.01380686250581
"ADGRG5"	2.13054918967382	1.05008796399741	-0.406980809984588	0.245773939230586	-0.117179595650776	0.886053296241921	0.432462481142928	-0.767183187346082	0.373360174894625	-0.617882160150789	-0.840756607241383	-0.764893419567953	1.41046130671297	-0.246372938293966	-0.484405966229848
"ADGRG6"	-1.38516054751416	-2.07228823284638	-2.39285471840702	-1.79115398162048	-2.11015119457955	-2.45476122830712	-1.66535021641894	-2.62434500276503	-2.06168957298411	-1.53716882918701	-1.70546037200232	-2.66949260348657	-1.64414737670134	-2.62914168312113	-2.43129332920184
"ADGRG7"	-3.17110614882741	-2.96249771208084	-4.00457243768826	-2.43811977340624	-2.47424217322841	-3.68752366433726	-2.11302624906863	-3.02279548744299	-3.95799151698692	-2.53447952450333	-3.43942121935378	-2.65764747376582	-3.68801699733883	-2.87515478032903	-3.44377543298241
"ADGRL1"	-3.73543893100625	-4.91538952249808	-4.54183589762353	-2.7772189349866	-3.96134777383773	-5.37890666793432	-2.68146872084065	-4.32158700244715	-5.02510350838003	-3.5625587872291	-3.75236331724819	-3.50003357595652	-3.74816588018455	-3.945263534509	-3.66694242449321
"ADGRL2"	-2.42956881815065	-1.97834468294456	-1.77745994153969	-1.14018245820892	-2.31490992608515	-2.23939190122118	-2.28837155812885	-1.18127774538169	-2.31444482245318	-1.10892609565835	-1.56833688187682	-1.09204408701817	-2.55102565995473	-1.72401275792637	-1.43677778917956
"ADGRL4"	-5.42636758135364	-6.09463724171459	-6.08726336801473	-5.7863885104824	-6.0242963486929	-7.2877360713058	-6.70370892603128	-3.37799223128143	-6.48605609798234	-5.1210072065431	-5.23157547799419	-5.19380691905496	-5.08615905209416	-5.07406413427533	-4.829237072445
"ADGRV1"	1.15782628259635	0.962621196528272	1.20938215524113	1.9323555473718	0.875450245100565	1.29666514851665	1.26553108306337	-1.01234789987779	-1.17467347306519	2.07523134970451	1.58078894243948	1.17443053197082	1.20809992634268	1.02214690659921	0.965677950006791
"ADH1A"	-2.65815721510441	-2.23279729403303	-2.13513133660373	-2.41008290813766	-1.75420131307613	-2.3896465117034	-2.16529494418139	-2.99094962563122	-2.24708795444663	-3.20530545796228	-3.32257104745063	-3.72264915089695	-2.43529612401657	-2.3474792862623	-2.73428545956323
"ADIPOQ"	-2.97066142402191	-2.90915847093044	-3.37983854538972	-3.49539270468696	-3.27061162721642	-3.56118148839116	-3.37703630945514	-2.62358711710389	-3.38385451860026	-2.67976714470031	-3.79870790258133	-2.46638763242684	-3.83839090349803	-4.17358131951285	-4.39881257310945
"ADIPOR1"	1.46185259766493	1.05220800159187	1.77630015280071	1.57820876832971	1.57733029167232	1.59574466099823	2.30119424138779	1.00577210696317	1.8796799306599	2.58634841310813	2.20822685563932	1.82405685351237	0.986268103170231	1.76259160802244	1.76492864444282
"ADIPOR2"	1.46319144804063	1.7851379831164	1.02368832301971	2.38274137810749	2.26919086317346	1.06300874673185	2.71853458865251	2.36321952006978	1.19025548689219	1.37333444359691	2.14002097062907	1.71903403834759	1.61375412006121	1.60016246916988	1.77094405361761
"ADM"	0.873997755903828	1.57378666220666	1.96778177298012	1.92294750443348	1.38742384070405	0.78812077304008	2.17860983941135	1.5808244999377	0.575983637716198	2.33208543845815	1.42709251118842	1.9655171477705	1.15979948531595	1.80205229437124	1.44949108696055
"ADM2"	-1.41771811403001	-1.83424196504323	-1.9872715332734	-1.97523617049558	-0.995737987621546	-1.57486146399591	-1.31703095240477	-1.94475917340947	-1.13012207842128	-2.36140432507513	-1.85800617978986	-2.19658904984977	-0.904350127755198	-1.46824832707289	-1.84589798774603
"ADNP"	1.13143214918527	-0.604508632037725	0.0416880879549807	-0.310426882812151	-1.713814399017	-1.39463224069061	0.233465853784908	0.245710493686581	-1.3457255332827	0.054794511249495	-0.860893214086123	-0.994654969359133	0.521894586586705	-1.35095003678301	-1.16522977502766
"ADNP2"	0.0366746377498954	-1.27093151140261	-1.02823089715876	-0.189098745239418	-0.951200248909477	-0.356176502356985	0.0684581527871543	-0.12425289083135	-0.417257417269545	-0.396673374184289	-0.904334961342577	-0.428397002130839	0.0677869204080712	-0.436135663750227	-0.652029184453066
"ADORA1"	-1.79973024822494	-2.58299908948274	-2.2100458356565	-0.702188679072471	-1.6928334118825	-3.04701939897555	-2.51652610763095	-2.99409597711447	-2.59526341647069	-1.37915381076977	-2.00433088391926	-1.66359117738785	-1.95090804656582	-1.51781861193007	-1.83724631733214
"ADORA2A"	-2.43899817130496	-1.57238706605095	-1.55596413896826	-2.1106978759717	-3.03898932032315	-1.97148321717731	-1.70640406373679	-1.92983085018511	-1.31455676051357	-1.65585249879245	-2.01260900416562	-1.43848797840386	-2.11286347765989	-2.00306122224042	-1.86733191081926
"ADORA2B"	-0.961655888282965	0.773329553569143	1.08423788340101	0.909675543246733	1.31428782602199	0.515394968222584	1.58497714862681	1.72996466200968	0.53557409387545	1.63929561648219	1.36262596746944	1.06361637464113	-1.28078719273227	1.07965628699847	1.49646658650397
"ADORA3"	0.107757212426436	0.883266734077316	0.718539746001898	0.718278864559701	0.635947097682788	0.732216491597695	0.819007824091837	1.21598973604372	0.0697276196438776	1.29934103541163	0.358991956954355	0.998949832998143	-0.779104092603614	0.880938201624541	0.70526713735003
"ADRA1A"	-1.94447389261121	-3.09968223559765	-2.36694075431628	-3.36522414077099	-2.99815980674691	-2.44213911455995	-3.68312407946278	-2.9537470776258	-0.874833111103399	-1.88698050599215	-3.10091655561047	-2.42978051559379	-2.60505478772701	-2.26560904273981	-2.7143104188529
"ADRA1B"	-0.31545347881005	-1.44331165601121	-0.56043741538951	-0.658282295064684	-0.29192234215926	-0.439045691860685	-2.07945465020502	-0.951221424524492	-0.119330364767097	-0.487364556332512	-1.42606386687568	-0.204387811396598	-1.00952894157178	-0.121366295923605	-0.217965090891906
"ADRA1D"	0.00508346211191032	-0.279599964006027	-0.376717438415065	-0.86802618098629	-0.40150377913542	-0.351771547305297	-0.168702428628009	-0.176964361293592	-0.326910055227867	-0.273327729643778	-0.192411823127075	-0.302737172236185	-0.301007465101308	-1.1323625596503	-1.28222347018753
"ADRA2A"	-1.04329147273881	-3.31811745292341	-1.93284260791711	-1.88903918689597	-2.15154566882224	-3.67691736250858	-2.93100762254205	-2.82060913444178	-3.51373596908912	-2.1171734269831	-2.19837550567517	-3.04015275262394	-2.13447659494699	-3.39347179385573	-3.30650523505349
"ADRA2B"	-1.11991981077102	-1.03050360612033	-0.812595807797013	-0.724320077001571	-0.683347583734081	-1.76339678713933	-1.26185143026759	-1.69303641299278	-1.03040123214737	-0.908168153186276	-0.731055253901265	-1.17374573150728	-2.11887324209372	-1.31752751615967	-1.10000623849771
"ADRA2C"	-0.283526910093131	-0.200582388329637	-0.166609918054085	0.443167568835467	0.854684746388303	-0.522639736533141	1.02095399921505	-1.0261932274142	-0.461297242990132	-0.56598131163334	-0.637473218472399	-1.94393731159558	-0.323474406111217	1.15636042936456	1.28903823588467
"ADRB1"	0.807808756093067	1.13311577036809	1.08250548090429	1.59992592066107	1.26525373685166	1.50028838705329	0.778440905060185	0.811590283236738	2.00767649248623	1.41512421011467	1.46664487988193	1.62994519295427	1.59519835083068	1.76710710619416	1.62676907698433
"ADRB2"	0.927557275314223	2.78855322748091	2.64602957934413	0.874662844462627	2.60482975441959	2.79206459289882	1.25938961957322	3.66136567885971	2.81793649383876	1.7862524189479	2.2244013420223	2.84492223379192	1.05965244561854	2.63205101635747	2.98573331064203
"ADRB3"	0.26356079212466	0.707242593938846	0.271767007465304	1.30843575844275	1.61284201816894	0.327622991343783	0.579394559011333	1.46613505348158	0.250223847859052	0.662211316774201	0.328800615818835	1.10331784179815	0.605998554482674	0.651469761371065	1.07502807045691
"AEBP1"	1.29513191229504	-0.784725505243413	-0.255134276105349	-0.544746321923657	-0.411762953579439	-0.203960411336081	-0.741085386486573	0.0670145134805108	-0.501655985501818	-0.553583160408652	-0.590169626716617	-0.866058293118884	0.578353335620476	-0.96927550567764	-0.973897488820129
