""	"x"
"342"	"EIF4EBP1"
"343"	"RP11-90P5.4"
"344"	"RP11-90P5.5"
"345"	"RP11-90P5.7"
"346"	"PPAPDC1B"
"347"	"RP11-350N15.5"
"348"	"WHSC1L1"
"349"	"LETM2"
"350"	"FGFR1"
"351"	"RP11-350N15.4"
"352"	"RNU6-356P"
"353"	"U8"
"354"	"RP11-383H13.1"
"355"	"AC104012.1"
"356"	"MSC"
"357"	"RUNX1T1"
"358"	"HAUS6"
"359"	"MTAP"
"360"	"RP11-145E5.5"
"361"	"ZCCHC6"
"362"	"RNU2-36P"
"363"	"GAS1"
"364"	"AKNA"
"365"	"RP11-9M16.2"
"366"	"C9orf62"
