""	"x"
"356"	"RP5-882C2.2"
"357"	"UBTF"
"358"	"SLC4A1"
"359"	"SCRN2"
"360"	"RP11-6N17.4"
"361"	"SP2"
"362"	"HOXB3"
"363"	"HOXB4"
"364"	"MIR10A"
"365"	"HOXB-AS3"
"366"	"RNU7-134P"
"367"	"CCDC182"
"368"	"MRPS23"
"369"	"VEZF1"
"370"	"SRSF1"
"371"	"DYNLL2"
"372"	"RP11-159D12.10"
"373"	"PTRH2"
"374"	"VMP1"
"375"	"ARSG"
"376"	"SLC16A6"
"377"	"CTD-2047H16.4"
"378"	"ENDOV"
"379"	"NPTX1"
"380"	"RP11-1055B8.6"
"381"	"RP11-1055B8.7"
"382"	"CCDC57"
"383"	"RP13-516M14.2"
"384"	"SLC16A3"
"385"	"snR65"
"386"	"EPB41L3"
"387"	"SNORD112"
"388"	"PIEZO2"
"389"	"DSC3"
"390"	"snoU13"
"391"	"DSC2"
"392"	"RP11-408H20.2"
"393"	"RP11-326K13.4"
"394"	"TRAPPC8"
"395"	"BCL2"
"396"	"FBXO15"
"397"	"TIMM21"
"398"	"RP11-17M16.1"
"399"	"ZNF516"
"400"	"RASGRP4"
"401"	"RYR1"
"402"	"IGFL4"
"403"	"HIF3A"
"404"	"EMC10"
"405"	"FAM71E1"
"406"	"CTD-2545M3.2"
"407"	"CTD-2545M3.8"
"408"	"JOSD2"
"409"	"ASPDH"
"410"	"CLEC11A"
"411"	"GPR32"
"412"	"SNORD88A"
"413"	"SNORD88B"
"414"	"C19orf48"
"415"	"SNORD88C"
"416"	"CACNG8"
"417"	"AC008984.5"
"418"	"AC008984.7"
"419"	"AC010518.3"
"420"	"LILRA3"
"421"	"LILRA2"
"422"	"LILRB1"
"423"	"CTB-61M7.1"
"424"	"KIR2DL4"
"425"	"KIR3DL1"
"426"	"KIR3DL3"
"427"	"FCAR"
"428"	"NCR1"
"429"	"ASAP2"
"430"	"RP11-400L8.2"
"431"	"ADAM17"
"432"	"RP11-214N9.1"
"433"	"YWHAQ"
"434"	"NT5C1B"
"435"	"NT5C1B-RDH14"
"436"	"RN7SL140P"
"437"	"RNU6-961P"
"438"	"SDC1"
"439"	"RNU7-113P"
"440"	"AC074117.10"
"441"	"GTF3C2"
"442"	"CCDC121"
"443"	"GPN1"
"444"	"SNORA36"
"445"	"AC074011.2"
"446"	"TTC27"
"447"	"LTBP1"
"448"	"RASGRP3"
"449"	"RMDN2"
"450"	"RNU6-951P"
"451"	"ZFP36L2"
"452"	"AC010883.5"
"453"	"RNU6-958P"
"454"	"AC017006.2"
"455"	"AC017006.3"
"456"	"CCDC88A"
"457"	"RNU6-221P"
"458"	"RNU6-634P"
"459"	"CCDC104"
"460"	"SNORA12"
"461"	"AFTPH"
"462"	"RP11-568N6.1"
"463"	"RNU6-100P"
"464"	"SERTAD2"
"465"	"ZNF2"
"466"	"ZNF514"
"467"	"NCK2"
"468"	"AC018878.3"
"469"	"UXS1"
"470"	"IL1F10"
"471"	"RNU6-1180P"
"472"	"IL1RN"
"473"	"PLEKHB2"
"474"	"MGAT5"
"475"	"HNMT"
"476"	"MBD5"
"477"	"ORC4"
"478"	"TANK"
"479"	"AC009967.3"
"480"	"SSB"
"481"	"RNU6-474P"
"482"	"FBXO36"
"483"	"TRIP12"
"484"	"MIR1471"
"485"	"NPPC"
"486"	"DIS3L2"
"487"	"AC079135.1"
"488"	"GBX2"
"489"	"NDUFA10"
"490"	"MYH7B"
"491"	"MIR499A"
"492"	"TRPC4AP"
"493"	"MMP24"
"494"	"EDEM2"
"495"	"MMP24-AS1"
"496"	"RP4-614O4.11"
"497"	"B4GALT5"
"498"	"RN7SL197P"
"499"	"RNU6-919P"
"500"	"SLC9A8"
"501"	"RNU7-72P"
"502"	"RP5-1041C10.3"
"503"	"AC005220.3"
"504"	"FAM210B"
"505"	"AURKA"
"506"	"CSTF1"
"507"	"AL121914.1"
"508"	"RPL39P"
"509"	"SIK1"
"510"	"HSF2BP"
"511"	"RRP1B"
"512"	"AP001057.1"
"513"	"EGOT"
"514"	"BHLHE40-AS1"
"515"	"BHLHE40"
"516"	"TGFBR2"
"517"	"RNU7-110P"
"518"	"UBP1"
"519"	"LMOD3"
"520"	"BBX"
"521"	"SNORA70"
"522"	"DZIP3"
"523"	"KIAA1524"
"524"	"ARHGAP31"
"525"	"TSC22D2"
"526"	"AADAC"
"527"	"SUCNR1"
"528"	"MBNL1"
"529"	"P2RY1"
"530"	"MME"
"531"	"SLC33A1"
"532"	"MB21D2"
"533"	"HES1"
"534"	"PPP1R2"
"535"	"RNU6ATAC24P"
"536"	"RNU7-18P"
"537"	"TFRC"
"538"	"SLC51A"
"539"	"ZDHHC19"
"540"	"RNU6-910P"
"541"	"TM4SF19"
"542"	"HGFAC"
"543"	"RP11-539L10.3"
"544"	"BLOC1S4"
"545"	"KIAA0232"
"546"	"TBC1D14"
"547"	"DCAF16"
"548"	"NCAPG"
"549"	"LCORL"
"550"	"DHX15"
"551"	"SOD3"
"552"	"CCDC149"
"553"	"UCHL1-AS1"
"554"	"UCHL1"
"555"	"LIMCH1"
"556"	"CENPC"
"557"	"STAP1"
"558"	"UBA6-AS1"
"559"	"UBA6"
"560"	"SNORA62"
"561"	"YTHDC1"
"562"	"FAT4"
"563"	"HSPA4L"
"564"	"PGRMC2"
"565"	"C4orf33"
"566"	"SCLT1"
"567"	"MGARP"
"568"	"NAA15"
"569"	"NDUFC1"
"570"	"AC093817.1"
"571"	"FAM198B"
"572"	"RP11-597D13.9"
"573"	"SNX18"
"574"	"AC112198.2"
"575"	"HOMER1"
"576"	"PAPD4"
"577"	"CMYA5"
"578"	"CTC-431G16.2"
"579"	"RP11-168A11.1"
"580"	"MTX3"
"581"	"THBS4"
"582"	"CTD-2201I18.1"
"583"	"CTC-458I2.2"
"584"	"SERINC5"
"585"	"SPZ1"
"586"	"RNU6-211P"
"587"	"ZFYVE16"
"588"	"CTD-2015H6.3"
"589"	"FAM151B"
"590"	"LINC00461"
"591"	"CTC-467M3.1"
"592"	"CTC-467M3.2"
"593"	"CTC-467M3.3"
"594"	"MEF2C-AS1"
"595"	"MEF2C"
"596"	"GPR98"
"597"	"LYSMD3"
"598"	"FAM172A"
"599"	"CHD1"
"600"	"CTD-2007H13.3"
"601"	"GIN1"
"602"	"PPIP5K2"
"603"	"FER"
"604"	"SLC25A46"
"605"	"TMEM232"
"606"	"TSLP"
"607"	"CTC-487M23.8"
"608"	"SRP19"
"609"	"GRAMD3"
"610"	"RP11-517I3.1"
"611"	"ALDH7A1"
"612"	"RNU6-963P"
"613"	"C5orf48"
"614"	"PHAX"
"615"	"RP11-395C3.1"
"616"	"RNU6-752P"
"617"	"LMNB1"
"618"	"RP11-434D11.4"
"619"	"MARCH3"
"620"	"HINT1"
"621"	"LYRM7"
"622"	"TTC1"
"623"	"DUSP22"
"624"	"FOXF2"
"625"	"SERPINB1"
"626"	"LINC01011"
"627"	"NQO2"
"628"	"SNRNP48"
"629"	"TBC1D7"
"630"	"MTCH1"
"631"	"FGD2"
"632"	"PIM1"
"633"	"CLIC5"
"634"	"RP11-446F17.3"
"635"	"TDRD6"
"636"	"TNFRSF21"
"637"	"CD2AP"
"638"	"RP11-385F7.1"
"639"	"OPN5"
"640"	"RHAG"
"641"	"CRISP3"
"642"	"PGK2"
"643"	"RP11-719J20.1"
"644"	"RP3-417L20.4"
"645"	"AL591034.1"
"646"	"RP1-27K12.4"
"647"	"GCLC"
"648"	"RP1-27K12.2"
"649"	"RP11-345L23.1"
"650"	"FAM135A"
"651"	"RP11-462G2.2"
"652"	"PHIP"
"653"	"HMGN3-AS1"
"654"	"HMGN3"
"655"	"LCA5"
"656"	"SH3BGRL2"
"657"	"TTK"
"658"	"SNX14"
"659"	"SYNCRIP"
"660"	"SNHG5"
"661"	"KIAA1919"
"662"	"RP11-428F8.2"
"663"	"REV3L"
"664"	"TRAF3IP2-AS1"
"665"	"C6orf3"
"666"	"FYN"
"667"	"GRM1"
"668"	"PPIL4"
"669"	"GINM1"
"670"	"RP1-12G14.6"
"671"	"LATS1"
"672"	"CCDC170"
"673"	"ESR1"
"674"	"RP3-443C4.2"
"675"	"TFB1M"
"676"	"MAP3K4"
"677"	"RP3-428L16.2"
"678"	"AGPAT4"
"679"	"CAHM"
"680"	"QKI"
"681"	"MPC1"
"682"	"RP1-168L15.5"
"683"	"LFNG"
"684"	"BRAT1"
"685"	"NXPH1"
"686"	"ABCB5"
"687"	"CDK13"
"688"	"RP11-467D6.1"
"689"	"C7orf65"
"690"	"LINC00525"
"691"	"C7orf69"
"692"	"RP11-745C15.2"
"693"	"SEC61G"
"694"	"RP11-310H4.1"
"695"	"VOPP1"
"696"	"CTB-51J22.1"
"697"	"MIR590"
"698"	"MDH2"
"699"	"STYXL1"
"700"	"SRRM3"
"701"	"PTPN12"
"702"	"SLC25A13"
"703"	"SHFM1"
"704"	"RNU6-1136P"
"705"	"LRRC17"
"706"	"ARMC10"
"707"	"FBXL13"
"708"	"EFCAB10"
"709"	"IMMP2L"
"710"	"ASB15"
"711"	"RP11-390E23.3"
"712"	"LMOD2"
"713"	"RP11-390E23.6"
"714"	"WASL"
"715"	"RNU6-11P"
"716"	"TMEM229A"
"717"	"RNU6-1010P"
"718"	"LINC-PINT"
"719"	"MKLN1"
"720"	"C7orf73"
"721"	"AKR1D1"
"722"	"CREB3L2"
"723"	"HIPK2"
"724"	"TBXAS1"
"725"	"C7orf33"
"726"	"EZH2"
"727"	"RP11-666I19.2"
"728"	"CLN8"
"729"	"CTD-2336O2.1"
"730"	"MIR596"
"731"	"ARHGEF10"
"732"	"KBTBD11"
"733"	"RP11-439C15.4"
"734"	"RP11-439C15.5"
"735"	"MYOM2"
"736"	"CCAR2"
"737"	"RP11-582J16.5"
"738"	"BIN3"
"739"	"RP11-87E22.2"
"740"	"ZNF703"
"741"	"RP11-90P5.7"
"742"	"RNU6-665P"
"743"	"CEBPD"
"744"	"SPIDR"
"745"	"AC103686.1"
"746"	"MCM4"
"747"	"PRKDC"
"748"	"RNU6-519P"
"749"	"RP11-770E5.1"
"750"	"SNAI2"
"751"	"NCOA2"
"752"	"LACTB2"
"753"	"XKR9"
"754"	"RP11-383H13.1"
"755"	"AC104012.1"
"756"	"MSC"
"757"	"RIPK2"
"758"	"RP11-37B2.1"
"759"	"OSGIN2"
"760"	"RNU6-925P"
"761"	"DECR1"
"762"	"NBN"
"763"	"C8orf88"
"764"	"GS1-251I9.3"
"765"	"GS1-251I9.4"
"766"	"OTUD6B"
"767"	"LRP12"
"768"	"RP11-127H5.1"
"769"	"RP11-6D1.3"
"770"	"SQLE"
"771"	"KIAA0196-AS1"
"772"	"KIAA0196"
"773"	"NSMCE2"
"774"	"TRIB1"
"775"	"PAX5"
"776"	"RP11-297B17.3"
"777"	"PIP5K1B"
"778"	"FAM122A"
"779"	"RP11-203L2.4"
"780"	"RNU6-820P"
"781"	"PRKACG"
"782"	"FXN"
"783"	"NR4A3"
"784"	"RP11-554F20.1"
"785"	"FSD1L"
"786"	"TMEM38B"
"787"	"FAM163B"
"788"	"OLFM1"
