	IDH2_2	Group_control_3	Group_control_4	Group_control_6	Group_control_7	IDH2_14	IDH2_18	IDH2_19	Group_control_20	Group_control_26	IDH2_30	IDH2_32	Group_control_34	IDH2_35	IDH2_39	Group_control_41	IDH2_44	IDH2_52	IDH2_54	IDH2_59	Group_control_60	Group_control_63	Group_control_65	IDH2_66	Group_control_69	Group_control_75	Group_control_77	IDH2_84	Group_control_91	IDH2_95	Group_control_106	Group_control_107	IDH2_113	IDH2_117	Group_control_119	Group_control_121	Group_control_123	IDH2_129	IDH2_142	IDH2_143	IDH2_149	IDH2_156	Group_control_161	Group_control_162	IDH2_163	Group_control_165	Group_control_170	IDH2_175
DPY19L1	21.3185973023612	16.8068812030037	19.2877230907966	19.3067640415665	21.1724571636163	20.9079379479544	21.1552967254756	21.4855072504857	21.9840436169907	19.9455221152635	18.6166071707454	20.2298950255449	18.957409912089	22.0026657105257	20.3980567331463	20.7991794310964	17.2678961804457	20.2865697111438	19.3214509884667	20.0206570832036	20.5525937559411	20.880617135184	20.0981943235628	20.5165662922974	20.2953283499145	19.3448952629312	19.9916675737534	21.1148185072347	20.2300440814828	20.2091143043624	20.2527618140521	18.1972102951389	20.0361112537331	20.5082936303282	20.2182345269976	21.5742963474593	21.8902058446033	23.9252343594881	19.3735034474235	21.4708150611751	18.0043458318049	20.8114320192188	20.9131620941338	19.3782394802142	20.5577041517973	22.0516835625676	20.0799948831978	20.059126066123
DPY30	24.7540292954283	24.9955461203343	26.2957440944677	25.2324607986131	25.0047457085313	27.0684766037566	25.5141978142159	25.9292099537289	25.0515883746312	25.7354360253374	25.5817368508515	24.6267822747119	24.2763091349366	25.4774544243085	24.76554185738	25.0216142208212	25.0706257473881	24.6614270070364	24.5564142138358	25.0921629604406	24.4700445891197	25.0262590429796	24.1880616410779	24.722844672662	25.2831146339288	24.5626559604217	24.8542423551684	24.2979664185014	24.4345768008478	24.7541951881295	25.2975778330321	24.4370106164841	24.987902296477	24.4541655558123	26.0713781504378	24.4026999751218	24.3565795787054	25.4715293312633	24.1269816298464	23.6324916026415	25.1046560372418	25.2917214686995	23.8292960072329	25.2648816640571	23.3023449053858	25.7534659140836	24.9180005680667	24.9862614506181
DPYD	20.6697019268702	24.7904381663711	26.8094589446274	25.4132593411373	23.675331082253	22.4294762728278	24.2886572308815	22.3441416310209	21.3367352060446	23.9919967762247	23.2514813938573	25.056748677748	21.6012207092692	24.2093399103175	23.5960066955329	25.4098578832748	23.0920272066106	25.3726323813434	23.8073669486062	24.4379440402487	25.2919335269638	24.276432722428	25.2544873883526	24.1703934606544	22.9290835626606	24.2029488058769	18.2243805797264	22.4913804074491	23.6568631851558	24.298462251663	26.9396677555223	27.8056314022078	23.1176212993694	23.033298490892	23.1371095606746	20.4672010269823	23.5581632891766	22.3915052615191	26.7447662084898	25.3541317296864	24.3260912314757	22.9592875421935	22.4359699906432	25.2738552272115	24.0438613025019	20.5331027625282	26.1187845044994	21.8669960757617
DPYSL2	25.4892555421662	28.3495379783433	29.6445133964287	25.4311487596443	21.0008630154529	25.1582041001155	28.9001742212815	24.5240826917047	19.9387925653241	27.327435576008	27.7946290662695	27.8049096072366	24.0606262263237	25.6578490122212	26.7882291586071	29.820941251644	27.3997703292009	28.8632041788734	26.6183139662743	29.1966014978689	27.6055402831862	24.252758096807	30.6834498158706	28.2508111256519	21.1236084267897	25.9841001033584	28.9165974782539	26.052023903115	23.4773919220692	25.6950343320948	28.8161667682562	28.1966450391399	26.5957714925973	25.6451968737686	25.0010426996023	26.0846371346414	25.6612808389333	23.9725980376805	29.2310924150075	27.2535840205208	27.560411535843	26.3091388654352	28.4896337978165	26.7256248199076	29.8065190929776	25.5297760479938	28.5586847846013	27.001778557492
DPYSL5	39.5749652930343	37.9385259832151	37.3358957601184	38.4336397929618	38.6324863456197	39.0600423680224	39.3734621514661	40.4208652352023	38.5355500239446	38.7567109480873	39.5106689316263	38.333654734793	40.6399910745172	39.0545708924121	38.5745426994057	39.4930573447718	39.7240359968461	37.9865335053975	38.0805260661371	39.1481820473673	39.2744761554579	38.9636164627931	38.2406471138072	39.8179504358386	38.8709647531366	39.6598247775067	37.0739126323491	39.2219685498285	38.6112484740441	39.1306801244888	37.1322937924524	38.0209943129823	38.479048567094	38.998363790675	39.2227841658759	40.4722741036668	40.1446117700209	38.8554400794911	37.7090898227915	37.0612990205417	39.9146852603387	38.8298995976495	40.3363962608283	40.5055842107602	40.0648021812185	43.181741378237	39.9232697110471	39.8776442470707
DR1	25.4419784256762	24.2383764820245	23.9853401212361	24.8154930778953	23.1668387881412	25.1845044307109	24.8272441435462	24.7525045975286	23.9777904556976	24.6125431941623	23.8422217322501	24.3466974594737	25.1740116971793	23.8038271882244	25.3092503374398	24.1498657423641	23.4461655582976	23.9638695278161	24.4438262928448	24.0569138529995	23.2694337760919	23.884365918116	22.3400414284512	24.6277710694674	23.5402236089316	23.8529509889572	22.634064529794	23.8849805360965	22.7731259109089	23.3084416337538	22.6742821593325	23.3141033583587	25.36342138867	24.2533856869718	23.9301445977008	25.0674217152114	22.6589891779922	24.8923738340489	23.7441192198953	25.6536929279766	24.9093439826063	23.8310793015019	24.1990587462127	18.6094323854811	24.3022912651764	25.3809620545261	23.7644360403223	26.7169472755693
DRAP1	22.4001424936644	23.1221200480375	24.0066054461388	23.8324406770336	23.5387655696824	23.2382078318989	22.59112453797	22.250467442016	22.481831113899	23.2451424074573	24.1065811715426	23.691569641406	24.188434579996	23.8132191329406	24.0130898318539	23.8676601654158	23.7680452488703	23.1210326579784	23.9636541023857	24.6310343445213	23.4434805058248	25.2592687190336	24.5464559431355	23.6791846531325	23.7678664594335	23.5164279437194	23.3955766801768	23.503935921897	22.5251843411817	24.2287945081385	23.6336743615237	24.0380044490255	24.3981862715632	23.441278221505	23.0024051247068	23.384041860651	23.7894128772807	22.3778573664323	22.8294072831205	22.5320182524018	24.6675194398525	23.4240084687647	24.095862769938	22.6575566244602	25.1450560002621	24.8069136977564	24.1853134646009	24.4996981211279
DRG1	22.1279636472503	24.6236193387931	24.1363614381163	24.1800869010366	23.9321163725808	24.1069122238197	23.9071942351201	23.0931600423495	24.3774746898255	24.0653866729548	23.4137268781556	24.7304110594989	23.361250951352	23.9576184795832	24.2748379931224	23.7765106927324	23.6713702541803	24.047661255791	24.4911899710372	24.1711897271883	24.1110443551449	24.2328344782923	24.8792135543166	24.4003157693209	24.6248273137215	24.0166680221973	24.811322177702	24.2144199486835	24.3598740516306	23.7726576170606	25.6111331732189	25.6449791742204	26.0009483272388	24.8091406706231	24.5274780524305	24.4734353129766	24.4669457493334	23.1990538106567	23.750741190133	24.1368722158867	23.9594014329329	24.3354887686479	23.4503721547434	24.9059679917848	25.3160874973594	22.3263005636008	23.5724277573304	23.8442240562504
DRG2	22.0105715517731	21.649099557389	22.0409045990268	21.8544913490244	20.9298535655404	21.3005674033322	20.9965425631762	19.9745583072133	21.3334170074506	21.7609266032916	21.7225564703744	21.7427050454211	21.3218572415515	21.8639650092947	22.1893646037158	23.4569970220267	21.2379909556634	22.1230916442947	22.2768983414296	21.8980794207637	21.1355002602618	21.540491419936	21.7233902871241	21.3062831307296	23.0114903033962	21.6789682587921	22.8883395307507	21.906800376881	20.8428143731499	21.2314512911876	22.232831903771	22.8225338770766	22.5674928263776	21.6626949211963	21.9203982709904	17.7071811442625	20.7622491538346	19.9801270623758	22.0527756887092	22.2990518571991	22.1800102234013	21.2730367245017	23.2996393768713	19.6460105054355	24.9035488504172	19.5872209646643	22.3770395003506	22.5730798826736
DSCR3	21.4148394885389	21.6863499433448	22.2405303118346	21.822016283654	21.2841794675827	21.4926478210762	21.8913741622876	21.3915156685718	21.9093841486247	22.0151727503474	21.365301897399	21.7893040952418	20.9744562757054	22.7909254269667	20.808777584337	20.5069742024174	20.5673253120054	21.3563857917646	19.7810936284937	20.1998109533812	21.4220916301344	21.2477685961397	20.8365512185393	21.7829207183385	21.785603473252	19.0954909682212	21.5730200350219	22.8098409107749	21.8901388380832	21.3242742901184	24.1232384966989	22.4781625708165	21.1027534052639	20.884548496992	21.3887218675716	22.350379717755	21.9652259867295	21.648084506949	21.4094202621752	22.226224611535	20.9526085634642	20.9055101628352	22.8763815057754	19.2248909690035	18.9472525315546	21.8282101007339	20.8652826478544	19.1236248938092
DTD1	24.3614864017529	19.3625000523321	21.6908635012559	22.1619585161387	23.0083587378996	22.245518228164	22.273154550958	22.5766030829593	22.3079719345215	20.6117911493227	23.1342191409338	22.3300694774183	20.8262193602541	22.1672050799391	22.3560247348393	22.1483427773869	24.6479593812589	22.8726871336398	22.9132566970153	22.279398147021	20.9149266154603	21.3169602503007	22.3450908610943	22.4486090641055	22.6216308224968	21.5154387759073	21.5538898987797	24.1924621301612	21.8094344774959	20.8616019905053	22.529565419781	22.5429395781524	23.1567760427791	23.7183189502069	22.7103170867284	23.4434376154844	23.2732598725018	22.3565631876288	21.9719414855682	22.9242581801187	21.181766243759	21.8605309990525	21.7840161016655	17.6074665061294	20.7839908689607	20.5289766547113	21.5228486205411	23.6425352895341
DTX3L	25.5961015368944	21.9103572023436	22.4814459567126	22.2348001887531	22.7165159580781	21.6298048386135	21.2181549484072	20.6456711863334	23.5058127730708	21.5904433303097	21.9928309593345	21.8204086003234	23.0307295174843	22.8320278086816	22.4807024402729	22.5597994030483	22.7560235315875	22.6919895797684	22.3974787929471	22.1678778203603	22.592102881345	20.5949202362368	22.0879160431055	21.2254489275886	20.9792667879488	21.0485682337252	20.2374451009192	22.0109629588331	20.1667963308902	21.4062337953913	21.7045746875991	20.9042255620582	21.8879978890693	21.0473854862572	22.1431071044525	22.1206882402951	22.6877853710083	22.13855754	21.7042205668304	22.5920632200036	20.3911116535502	21.2185317058569	20.093711310909	18.7413256719309	22.9095567535534	18.5212246119969	21.3715099107519	20.717124847322
DTYMK	25.8076439107399	25.2422613992767	26.7580557203205	25.1087496988569	25.3625196517214	26.0752820567574	26.1007110561389	27.3259118767143	26.5123603843825	26.0977256040055	24.8169930635771	25.7377440178988	25.7829299930873	24.9679955245194	26.3426383682782	26.0211133451491	25.5649074953471	26.4831180351668	26.6959453864245	25.4415115645919	26.7021246485815	26.6362778547109	26.0880765829783	26.3828528675601	26.8148239588406	26.0117421403418	26.6773472244389	26.1589708864961	26.2361133792571	26.9386518842915	26.4368308259709	25.0336948584454	25.7320732524683	26.0947839293608	25.2544232296336	24.4527903469415	24.8128463123369	27.0594460549682	25.895292941464	25.5589799985422	25.6763383741445	26.5827315529894	27.6714237323267	24.1533716967547	25.7810248281867	25.8576573499366	27.5349483835864	26.6573495434302
DUSP23	24.8287753254968	23.0610796208575	25.1368560220224	24.721487069031	23.1417358944298	24.488086680573	24.3632157105947	23.6478618586208	24.7582451919673	24.0965344588876	24.2050306811328	24.7304110594989	24.7182499068121	23.9572000980213	24.4258160291514	24.0615006711096	24.7315347049776	23.0332735186411	24.0213041962196	24.0828246559339	24.024251821485	24.9359751873208	25.245398409595	24.9718682636699	24.6978853905921	24.4548289330657	24.2578610791657	25.9000792614086	24.6261378483771	24.6688309225601	24.8121542326242	25.0151706541204	24.1710050834744	23.3439395870962	23.1773751792658	23.4536374694235	23.4512451596963	24.1741425348927	24.7885150138956	23.8158437153881	23.2518316501289	26.269897560323	24.61071734918	25.0024121552682	23.4926075273783	21.4870271505141	24.6748487458753	23.5368145969378
DUSP3	24.4073208232019	24.700038895109	25.8062520940445	24.682216910018	23.6870313390346	24.3305155282071	23.9144077103245	22.4714883222801	23.9561933109355	24.1149143937085	25.1786334294767	24.9728703880707	22.2007903413122	24.5254055398754	24.5834304623686	25.2341953350962	25.1676469888879	25.4475371078663	26.1298607062805	24.5869744379725	24.5487291766498	25.1749143399928	24.6302620980608	25.1543403324415	23.81678824827	24.7002313595209	26.5901218822668	26.1671942482291	23.8271011999807	24.6812380999117	25.6929195550869	26.5320057931606	23.9180862158562	24.5771553080481	21.9749609974369	24.7969019680943	24.0481458059137	22.6800154157961	25.2124942325121	23.8534114942528	24.3479624882956	24.9243824573884	24.9371415291315	18.3326832054823	23.9281427332722	17.1304984828315	25.3234267284573	23.9582835261831
DUT	27.1760257300727	26.8800088096938	24.898291970061	25.9355005189887	26.3062441857685	25.8296055182444	26.7180114102345	27.6681335673635	27.1638958917984	26.7553060036426	27.0616678507458	25.9206488951827	26.7781731670446	27.678617529044	26.9465360854439	27.3042895953669	27.3680166113509	25.7151426110008	28.312499606691	26.909828869407	25.736759688921	25.9118862477301	25.6826504225876	27.1091488319948	26.7353314620876	27.0557916875323	27.4046963562535	26.7058388686955	27.0662833866358	27.3097996105106	25.8592622933014	25.1346402304564	28.1735893510159	28.529721338522	27.0679486038327	27.0470301425176	27.5641523170146	27.2409082372112	26.0921342528429	25.690755763577	27.2063741728089	27.8976038132556	26.9402370317034	26.7288997376504	25.749314391188	26.7909367718877	26.1293161782979	27.413639137765
DYNC1H1	26.111576475004	25.5225481918206	26.0724437560389	25.5975059248092	25.304710861433	25.2564660593504	25.3501778150172	24.8833426107868	25.6218135895426	25.6463063257113	25.7147966144727	26.7042487066416	25.5926817980453	26.8268936577544	26.2920863340454	25.8413391161039	25.6611785354256	26.3083355309631	26.3441442007037	26.0537769129947	26.089238941311	25.803669692713	25.9653753697507	25.8400677123265	26.0470793658811	25.5642037117076	27.2910552678827	25.0995710640705	25.1958004122225	25.0900978744996	26.4824776970646	26.7203640576991	25.3607091219931	25.0917357752324	25.5301078249971	25.2200299966366	26.6213943886449	25.9326435202323	26.4708272741259	25.6367124073453	25.7052644097143	26.1332166321492	25.5071359128363	25.7973804036492	25.2278522686587	23.7528807008829	25.5170652568455	24.9448128220934
DYNC1I2	26.0583410279952	25.6943154633888	25.6533697005615	25.8742148336517	25.5528544084659	25.9659546265588	25.950901603093	24.5783135982917	26.5920404314908	25.2178980333193	25.5002101540909	25.7727726534916	25.4443150400403	26.0457464278651	26.3638315584288	25.5278847645699	25.8002976182185	25.8383487674928	26.4167406151612	26.0447312150884	25.118276324892	26.211332030417	26.2702168318905	26.1859249944788	25.588042657771	25.748854249991	26.6466611009192	24.1312918604275	26.1198754398127	25.7099517988176	26.2576913827437	26.986007495578	25.5669423780882	24.7124368220323	24.8646935912879	24.83344543348	25.2954855113159	25.6640281305691	26.6246762732862	25.9417847006917	25.1352411721087	25.4659413218373	25.2213813060875	27.0811337318835	24.7751057109269	25.6568197732945	24.5302618488774	24.6384853840614
DYNC1LI1	24.6524491375993	24.8193064941393	25.5758392690641	25.0469446433052	24.8009361801049	25.0983322559186	24.7910902058215	24.2314031487596	25.095330888271	24.7796649876989	24.8748739886176	25.9104778951445	24.0283098574078	25.6368433724259	25.5191191850379	25.1354428595473	24.988622961264	25.351626741548	24.9739445856194	25.1124183988147	25.6188482232292	25.2324057373722	24.3628441452816	25.0127830950295	24.9688668001223	25.1816731216159	25.7964376324722	25.306208274777	24.7008983053959	24.864792189964	25.2861228344074	26.0591480665588	24.5334677855474	24.6804666999262	24.7552795993869	23.9960042430952	24.7310743574193	25.8026711239986	26.0921486797933	26.1730631426966	24.5106263541558	25.7464012377861	24.7364193680926	24.6033771339087	24.2509890295224	21.661391273156	25.2645791977395	23.7502901821381
DYNC1LI2	24.271447804251	22.1931398573083	23.2838440845542	22.4464002704003	22.5812777249452	23.108899075384	22.7799156110207	21.9916768055814	21.7494325494413	21.9786148580113	22.352033170615	22.035269172763	20.4834494454894	20.779159327199	21.6190095462507	22.3624098675539	22.7701475160378	23.4480050620455	23.1938464555178	22.3811225743541	23.1000325243907	22.5788278947645	22.9995983202944	21.9811037361054	22.1904958364775	22.4285348942363	24.4265409833465	21.1571471797344	21.0964545882886	22.1808888975966	23.5667765924776	22.9681739414543	22.277020606845	22.3866537196648	22.2873477546405	22.286800147303	20.6713882201595	22.7988790602149	23.0929299592893	22.8486321060753	21.7828795594958	21.2231771838885	21.7613946434244	18.1157176314541	22.7045209343423	21.6866528633219	22.0449743827892	19.9625520600859
DYNLL1	29.1423325091019	27.7136989929723	26.4034124253692	27.7154976604375	28.3229875834272	29.6412779510251	27.9464373836506	28.1263912201515	27.2312408963071	28.3728701104378	27.3600893199537	27.9770231256146	26.6067088614349	28.1177306186394	28.3630750652415	28.2018478881056	28.4783868495711	26.91933130773	28.08312552214	28.4345122694697	28.0411043429809	28.7382845292861	28.1208916033924	27.4013378586261	28.0434230556616	27.7106165396414	28.7927853898448	27.349425126436	28.1797554191939	27.7110131013818	28.0311675426077	27.1284592039153	26.1347727192317	27.5687710256867	27.8635372110813	28.360286584338	27.8428377180631	28.5075223483597	27.4018993726644	27.0548383516879	26.7698723612375	27.0266920979222	27.4202649526584	26.112522708381	26.9458423772501	26.5998806676227	25.5415766455902	26.7563184232352
DYNLL2	26.4219290322001	26.0760958520593	25.0890739622681	27.3706502648138	26.1261092829631	25.949305925787	25.9413509619223	26.1596083517588	25.2276115965701	26.151797814138	26.4960448330149	26.078797125565	26.1556646838514	25.2604586632084	25.9132057624072	26.7078073307114	26.6439568242296	25.4960116612402	26.8150831429011	26.8103983271889	25.847053724797	26.4073221517218	25.1889168987442	26.3197205325708	26.0201153955669	27.202557054042	25.5581621195189	25.6951155769495	24.2079005560234	25.8711729696369	24.8773640484724	25.4718413423634	24.6441513490844	25.1587489598817	25.4182701054274	25.3638089844116	25.082659138884	23.7571459602742	25.5707875459169	24.360966036588	26.450719364292	26.2590773475164	25.5099635951165	19.6164613644822	25.5188294314556	25.3213066145853	23.55159524094	26.0317681197999
DYNLRB1	24.2710582765899	23.6717291508145	24.2114248610938	23.7784550286035	23.8007878430087	23.4544966724289	23.7284298926035	22.9111352090406	23.2207218060407	23.7166584276711	23.4737141379558	23.4656291710524	24.233244687966	22.3733662012822	22.9399411256887	22.9331977335312	22.0754754268994	24.3418844824299	25.063088712196	24.1374162362811	24.5233521708806	24.4081652066116	23.2894934618106	23.4013648691086	22.5719732591894	23.8883547252606	24.2401015032124	24.5258401002098	23.467927842601	23.3009540464916	22.9738722115235	23.9840332275458	24.8231032419562	23.2228686192648	22.2185889089918	22.3362268794038	22.6141646430717	23.7216845161691	22.6210965461665	22.4629275868937	23.7319749866872	23.2135336892494	24.3650119567662	20.6855021871599	24.5624380349495	22.9966055334986	23.6540842966447	24.6152724208535
DYRK1A	23.7282154135547	22.812315714957	22.4707700134101	23.2610180252383	22.6474830003716	23.0756305277411	22.7640603925213	23.6379216897891	22.852199784796	22.4278123859425	23.4029355192498	23.3119100144457	22.4597252472509	23.2552135450256	23.8043462863877	23.2135278069263	22.721355569755	23.036303178227	23.6343589593028	23.6711660529666	23.3721392360528	23.4900340825899	22.5201474773558	23.2440101209988	22.4099586060976	22.7644664345073	22.7399727727457	24.5002755440852	23.5598996514577	23.7109535501618	22.6459187748287	24.1393826295488	22.9130038617201	23.160529766548	22.4666891751735	23.7686066507503	24.2823817727525	23.6272745526933	23.3336724807624	23.6580417318157	23.5510610285597	23.781580434649	23.3385632890745	18.0275954821568	21.9384498676303	22.8951696451737	22.932938753506	21.9047658319322
DYSF	24.0042174018271	23.3633242319237	24.3616526957015	24.3098284660638	24.9147071110294	18.5843333150998	26.1861330295099	20.8342602820783	26.1791843916396	23.7867012719062	24.6831109637826	23.9725200736687	27.6151671219667	25.8554838058726	23.6158870331964	24.860046803192	23.7981542943737	26.4668732890064	19.1722186134372	23.7070314516831	26.5491989742473	24.4268769612919	22.3610037873953	26.0910533685899	24.6293140952987	24.2497065521521	26.2571334398792	21.7847772303226	21.6135886256952	22.9882787502797	22.3732349851503	24.7136762444754	23.9275935761757	21.2858052687145	23.124529259918	27.5756336054993	23.5687815246775	22.0907754802458	21.1833643762183	24.4263922566923	21.6227836908083	23.8614480321126	21.5491742029096	25.7533204971005	26.3610747963265	28.9608799559383	23.3749372331831	23.7875405680939
E9PSI1	22.5856875028731	22.61589278514	23.538898140833	23.0113452214621	22.738069821989	21.7264076985514	24.3651777758503	20.8131680805805	23.2846476233025	23.5716387221609	22.4486216036026	22.2815372162427	23.4539008268778	21.0039167876191	20.990485024737	22.1074567999281	22.67037072701	24.00846323153	22.1868741708781	21.833417829031	22.32765688035	21.761930681762	22.1778392250041	22.0917295918408	22.1478064902176	22.8356345808744	22.0774295021679	20.4188191386589	21.8156669200725	21.0402364904681	23.8527187495818	23.0064774947899	22.5697578575918	21.7612454194394	21.8955550623863	23.1967079095916	20.0243394943208	22.7081623960438	22.4791065002423	23.2177312053364	22.3762744567638	22.0654225487595	22.076637936809	18.3977607062356	24.215094776905	21.9036774783228	22.3639109754786	23.0363436872534
EARS2	22.5350777608387	21.3861395322862	22.9503506989023	21.9970296190642	21.4465115135836	22.2047765202093	20.8466754023287	21.828089614895	21.9165110621267	23.0760152678139	23.0616948612283	23.7387601961935	23.7169474136831	24.7347982981101	22.6565092579556	22.7626134718965	21.4209535407489	23.4594456337197	23.6294826500646	22.1035047676358	21.4845747523553	23.344105479204	23.2772449809135	23.73731083633	24.1652279545455	22.165416172679	23.5334261913338	28.3576237018604	23.1460625789787	23.8553673237548	20.6822954085758	21.534986260885	22.4138458045229	21.8967000568285	22.5033769100633	22.3150913970548	22.6700690759062	22.7338423677716	22.9686562084671	23.1351513411959	22.7677353291586	24.4575984769087	21.3866978874047	22.3626841850529	29.1927389147818	22.7235899239607	22.9475676812206	22.239846182129
EBNA1BP2	23.5717262824694	23.9279806439772	22.0120939790603	23.6277799585331	23.5983344479207	24.4116671242571	23.5406919869327	25.2961120889356	23.7505948406584	24.6233201261177	24.1448414440269	23.3547436302096	24.9354620721683	24.0048523152219	24.1159251343685	23.07534647591	23.0785524349287	23.1296744012733	24.4650916177475	23.1681704269607	22.808636980032	23.4013660453768	24.1040679357974	23.7933883925693	24.9256869375485	25.1126401639094	23.6876358642544	24.057425874334	24.2783617818204	24.8564389856773	22.2638787010509	23.538269313812	25.1385773665474	25.1394889810858	24.787321856245	24.8264483625317	23.7485846076235	24.0373029102644	23.4620579124511	23.3003832042289	25.6853840720509	24.1133714401526	24.6627409323545	25.2644921363961	23.7337540034629	25.0801457115503	23.8924463713004	25.1460976341982
EBP	22.908880045933	23.7935936009184	22.58755617697	22.8126139795796	24.1145307335508	24.3928399539735	23.8880640988779	24.6360069729768	23.8859917702458	23.0109785753707	23.3073569727909	22.8796497262945	21.8637623528101	22.5082870415061	22.175154057563	22.1863000839126	23.3003379435645	23.0622284081117	23.2149098031148	22.0828742285511	24.2946561529988	23.1101580513734	22.8148179394574	23.4232361259284	22.6849939886926	21.3563527937485	25.2731288602905	24.6236403970317	23.3772111784299	22.8164393439594	24.126066178979	22.8208603508292	22.8256631039447	23.6025282462252	22.9768261416318	23.6320988459814	25.2721859864056	25.6890877434294	24.5716202414484	24.4673359419527	23.1843568030666	23.0725535298537	24.369945973806	17.2698168464009	19.9847955241101	26.1797678717159	22.9953930218261	23.0217868942908
ECH1	28.8675568116142	28.5036466626111	29.5526425762249	28.7149823578149	29.2248018265364	29.1181134483475	30.2147867964403	30.2834367105366	29.4206604634098	29.4435950889343	29.5579342260952	28.8971018879416	29.457560823934	28.2623463695381	28.1619489495912	30.1821055281802	29.5499197372906	29.6089332455089	29.5516015234097	29.0158895170471	29.183646680613	29.9514179352688	30.1133688704634	29.7023787410423	29.4064669033431	29.0466242822567	28.1456933831549	28.884669054198	29.0884224637474	29.2360860291055	28.7480571353758	28.3294018368025	28.8831067721251	29.7358576735564	30.8265154321582	29.4394657557741	28.5943808457134	30.3994004902294	28.050145535387	27.9190559620316	29.1645874326587	28.4237114138166	30.1683681743453	28.4856694889409	28.7263156080624	29.6197876350131	29.5140951484796	29.6122630992286
ECHDC1	22.9852418944473	25.0503108240864	26.2356846999155	25.1510062366045	23.6034992961671	24.306379240173	25.6909568106256	24.9104075697539	23.5600292527074	25.1098401747567	24.9938819025405	24.7293001843174	23.5414579889094	24.0957998105995	24.620493297969	23.9770020225647	24.3594059461307	25.8623552129731	24.6969327108183	24.6737669716324	25.2249347692649	23.7713019077616	26.2651818261978	24.758479240172	22.8669611142	25.0792706276136	25.5061818171957	24.8041215466469	23.8870018980784	24.638274641594	26.0922431154545	26.620616122572	24.9025957387092	24.8510365346105	24.1556234056414	24.6257117745424	23.4923186875104	25.0962987780785	24.9906510160746	25.3921034631626	23.7186589114598	23.463148785224	26.9950017354555	24.3280243584047	24.8476588445332	24.3102659299304	24.4502932627609	25.0520627714331
ECHS1	27.914829860512	26.4394385981072	27.4329051795972	27.7102895313399	28.3604255197382	27.7348718700936	27.6816595627962	29.0617192690606	28.0852442257613	28.3353311854738	27.6085214059948	27.5576893850298	28.5868510859062	26.6057285079861	28.0785467492774	27.861343004555	27.2244107469808	27.3175439929162	27.8304663396292	27.6395007402374	27.8143559634044	29.5716861735564	28.809922754921	27.7390727676982	28.8089170443573	28.2144489287711	28.7843167699548	28.9009859351104	29.2975843907755	28.3157187277704	27.3904522479985	28.0861778798591	27.8818908406986	29.233799799327	28.1839164988115	29.0352658861683	28.3061880843454	29.483505543521	26.9524998674274	27.155610600294	28.4148476738095	26.9607465076031	29.0418974594688	29.052143696746	27.4284960031795	28.5736028991621	28.191764154852	28.2476755678533
ECI1	26.5338965943235	26.563207405665	25.2776197771619	26.2065973441221	25.7728654022014	27.2936524457385	27.5990796986558	28.094406671095	27.34107326977	26.6661618770661	26.7812800695491	25.7952065613774	27.3288642911023	26.3429271793378	25.7048084637507	27.5988157879644	27.0892590755504	25.9804542290203	27.0974618432543	26.8486008918717	25.9532360798064	27.4874102210337	24.971459475231	26.6972738247714	26.8342137801901	26.1767287452179	26.3908712701696	26.5937414640184	26.3155481682085	27.0088101441299	25.2544845321607	26.5467789903793	25.0389881278749	26.9836571979533	26.3416093585467	26.7655459130897	26.6065634836246	27.0797880550447	26.2850370067602	25.8006169909407	26.5494285589897	27.1886201893115	27.9849502186127	27.3502107839597	26.2221432638889	28.1866288083445	26.91161756422	27.1774988134723
ECI2	25.0642520100707	24.608514321715	25.434527289809	25.2364714908268	24.782484110532	24.4681053542567	24.0426488725092	26.1100517771043	24.4985600846073	24.5169935016042	23.6264089810835	23.4633785667886	26.0433220210174	24.8768027709848	23.9068641959933	24.8355209874969	26.1579561458053	24.0757361012867	25.7879419815898	24.1084469198601	22.803097031075	26.6198888390464	23.5568537067882	25.5023039493535	24.4371182619515	23.6417548619215	23.0394474093334	24.0388151083065	25.1976326349244	24.4409139600004	21.7714436027443	23.1920369309491	26.6531186204727	26.576442095712	26.7370520692544	24.8570623512994	23.5413991728015	25.3148382228724	24.5466904711418	22.9207380042189	26.2021574356973	25.9326820214657	25.0139650400589	26.8829939949678	22.3971259019801	24.07914618438	24.4763627621498	23.9420099261219
ECM29	23.7386028178491	24.0012839790048	23.6802822548401	23.553365748324	23.0511634997627	23.1137465307214	23.9108298266231	22.9461349907325	23.2329125791362	23.1831209476495	23.2486248576763	23.4602046376986	21.3873844503086	24.5544614179989	23.0859130099258	22.8410383743192	22.7492284379449	23.0989449969024	23.8130078862161	23.4384016350696	22.80609783676	22.9240792449996	23.2685888106682	23.8126627983156	22.8676536078196	23.3356871089969	24.6219684535853	22.8428064924592	22.9501878732772	22.4940979909736	23.6506404552045	24.234268682388	24.2147331701638	22.9561143062045	22.9240090761849	22.1106182289097	21.0337355066291	20.6847248933955	23.0917758032566	23.4236759224233	22.6776101699543	23.74809548275	22.5432776477845	17.9696329423393	23.2535962399542	19.7374131666271	23.0490179964959	22.4830557121221
