	IDH2_2	Group_control_3	Group_control_4	Group_control_6	Group_control_7	IDH2_14	IDH2_18	IDH2_19	Group_control_20	Group_control_26	IDH2_30	IDH2_32	Group_control_34	IDH2_35	IDH2_39	Group_control_41	IDH2_44	IDH2_52	IDH2_54	IDH2_59	Group_control_60	Group_control_63	Group_control_65	IDH2_66	Group_control_69	Group_control_75	Group_control_77	IDH2_84	Group_control_91	IDH2_95	Group_control_106	Group_control_107	IDH2_113	IDH2_117	Group_control_119	Group_control_121	Group_control_123	IDH2_129	IDH2_142	IDH2_143	IDH2_149	IDH2_156	Group_control_161	Group_control_162	IDH2_163	Group_control_165	Group_control_170	IDH2_175
NOC2L	22.3959875319466	22.1399909720019	20.4209023376128	21.798341658033	22.5477206382941	22.5400299938111	21.2160486136475	23.9412627490864	22.5648437865518	22.259493155522	21.8175579388169	21.518899763728	22.641721226659	23.0575643244238	22.7556656881159	21.6249762974036	21.2742603089913	21.4892868589313	23.3586022291873	21.8884422178905	21.7356469703212	21.9337123802806	22.7370133959022	21.7826754601815	23.6679021200503	22.256305960255	22.7609928394914	21.8393543837194	22.9756514407489	22.4816763866716	19.8557321387996	20.5899344474006	23.2695226602246	23.5280274743137	24.539596690774	23.047086006901	23.8953499741332	23.5128832629013	22.6505563789015	22.4911755557943	23.1696268866991	24.0929861592249	22.9990538651021	23.7467048186289	21.3708647846438	22.489036564213	21.7971338017149	23.3810756672738
NOC3L	20.2847908899611	22.6401589157277	18.7112221524579	21.9926293991895	22.3852298958388	22.6012868252472	21.0748520499957	23.1296746538344	21.5592420622009	21.7590510997384	21.4607650282546	21.0775937776705	26.0655395246471	23.4440623258779	22.3810410668483	21.4310925108586	22.6547030588659	19.5772831212412	22.7331506481107	21.1611363669272	20.73779251834	19.714804126543	21.877224859334	21.4056703920964	22.4956114106751	22.1170570349084	22.6532668007883	20.8530703459663	21.6479247676684	22.1445762634174	20.426462296975	22.4068645818957	23.2858539680874	22.9971734070682	23.7379487643536	22.4805108104431	22.8152907587221	21.4943509233919	22.6172156965066	22.4934117331076	22.9767241327818	23.2907611547882	22.7607783521489	21.4407154922225	21.5676051073698	20.6347262012084	20.9740041461358	21.2994254197256
NOC4L	22.8952032969454	23.3981653171612	20.2563196873483	22.7135441111217	23.2460860267373	22.6163052806229	21.3853488766958	24.2519038452906	23.806787812501	23.1654046525474	23.2403149342408	22.4528716792987	23.6339347410304	23.9609366781772	23.9595946997378	23.8521367667758	22.7467902833258	21.7335207024034	23.4547001458609	23.8749178735914	23.6120882752535	24.5327563503427	25.2269174861212	24.3709857791396	23.8151724298242	22.8514032376713	23.7996611341794	21.928325386891	23.7578229841172	23.036132944786	21.3633628834785	19.9867869316565	23.5280391846014	23.0632199860401	23.7915737390234	23.0971042439686	25.4525517204175	25.1024013781015	23.0495769733106	23.2781368466984	23.6598546615932	24.9132159977719	23.2332032702384	18.6900810890671	21.8427126247169	24.0372936012438	22.9500058358397	23.4314978589529
NOL11	21.7186854911005	22.6540664959219	21.5305223744116	22.1149410847561	22.8508164394345	23.1598550642282	21.3071980863308	23.9038536666761	22.6288994463672	22.6467702122982	22.8070303326106	22.1403117986901	23.219203197626	23.2238205009358	23.1062694369528	23.5561967330383	22.0938697886707	21.8130564800076	23.2586811706553	21.5458454265306	21.9217113497447	22.4746076050107	22.882480336875	22.3943781575185	23.6188216347592	22.7040319392445	22.090384903635	17.5314669916303	23.8364210099449	23.0165267191803	20.8656763752232	21.4945475188889	22.9582179243015	23.0036799617026	23.1387542330212	24.7797050432069	24.5460631453757	24.6613695041017	22.6306327603868	21.7162319145808	23.3121363028381	22.7673513939536	23.6482233526509	24.9149848357903	23.8001756831454	24.450856561665	22.4451347062806	23.1278971145482
NOL6	22.3065548663619	23.8207739754888	20.9684339595309	23.6752446253783	23.7729149748187	23.8907965066945	23.737547725262	25.1929449665616	24.348490946454	23.3379365524873	23.6378206988569	22.816546245206	23.726469200953	24.3579663534299	23.4464280736936	23.2899473632422	24.0218153065627	22.4926668329192	24.7506009663394	22.6293815369903	22.6435782404039	22.5993430182459	23.9902970048728	23.5474377419986	23.7237488450831	22.9235379897157	23.4558524789852	22.8404548995426	24.2715234073266	23.547597190682	22.0419056420597	23.4606956014634	26.2152173947116	26.2493542760417	26.546933716766	23.9577006897596	25.2103953578043	25.3753592798377	23.03755932362	24.0245872608543	23.9324951704204	23.4882516789354	23.3164756279985	29.6615092281167	23.1355116508575	25.3802118531048	22.9813267451774	24.3246559318168
NOL9	22.0051181645186	23.6108907009403	22.6845341376186	23.5198375155738	24.0301907814604	24.5543929446522	23.0379993268853	26.2536287875736	24.0198450161395	23.5715377335081	24.0116806917529	23.3432597776842	22.9505156732109	24.8010180004869	24.6754166981756	23.4057669211248	22.8595801816225	23.0318308236002	24.3663391421986	23.4829809118331	23.5633973176235	23.9668592205541	23.3002848207165	23.7016474149192	24.8602462904938	23.063551543434	23.8133811640183	23.8890489361118	24.43288884765	24.2469147578521	22.3571056545931	22.0383425606511	24.3229641521313	24.6637458644023	24.7416028503992	24.8456939143772	25.5888719748311	25.5772355969093	23.8748129636494	24.3566379514653	24.9157495485878	25.381817774003	24.2564491549393	18.9132683785897	22.3946444665098	26.3950323987669	23.9836824056862	24.0260036314024
NOLC1	25.983248751117	26.7641603979105	23.7998816737298	25.3921671396395	26.8463315012757	27.2693574612499	25.4156328890224	27.7336174952695	26.1674985618084	25.4593619023129	25.1315150094413	25.0440529613882	25.858988875643	25.7697155856918	25.165514630516	25.5512419972819	26.0615696901235	24.8685547340568	26.5544025759629	24.9053483795959	25.1307844908965	25.7958647125418	26.3821699670635	24.9415139600096	26.8767732838963	26.4809787023909	26.3369866103924	25.3623291118676	27.6327143135897	26.5800411779777	25.5331699332093	24.8320060917291	26.9026471547448	26.7094441515316	27.6409726471234	24.7538519480742	26.6835456910064	28.2428599431086	25.4339046404373	26.1756455668198	26.450964622449	26.3206227179607	25.6179637458774	27.6511136886379	24.308451573001	26.1353040105557	24.5981262236008	26.2816573278323
NOMO1	23.6256686500483	22.2358292035682	22.5862577514332	20.9158883823724	23.6126027018751	22.9825189898021	22.912484858328	23.437791033717	22.2776897656132	22.4904974854691	20.6948238040963	21.5856965441212	23.3025188362374	22.3888318921205	22.9140591766551	22.8704116453517	23.6497586824678	22.8486806881594	23.1933126583527	21.8948333569217	21.2406438748418	20.0973058627337	22.3952677946164	21.5870027317858	23.5380018585686	22.7135681534647	24.0466505251796	22.608729222075	23.7672437827342	21.3850117513398	22.8266740365016	21.5538999928711	23.4424585147759	23.5982001611025	21.9392542951749	21.7106454557737	24.0410188924117	23.6893825742036	22.5158952237849	24.3328190563402	22.6347044194383	21.4582931947022	23.6864403442841	25.2730473179886	22.5872731083693	25.0055295240355	22.0147499216826	24.166839521294
NOMO3	25.6606621399742	25.1765899210154	24.9384277460985	24.4560600354083	25.1136980380193	25.6375828083021	25.2584801182183	26.1946081334508	25.338150890603	24.8923683242931	23.9975999881538	24.6092679569155	26.2675168303715	24.696725575981	23.9394402500165	25.1172360481313	24.7278125517721	24.6813073446998	24.3216733037327	25.0509018822712	24.6191759754964	24.8735930537527	25.2812061005099	25.2063927695168	25.8602792119868	24.8614958111914	25.0450820551772	24.2481934395907	24.9453485531242	24.6723943793111	24.947810847319	25.2940147516234	24.7252452373327	24.6615818218409	24.3947356817183	26.736374619363	25.8914628327071	26.5927053553398	24.831218787106	24.3513865415165	25.2396057313666	24.6678279982671	26.0614049205955	25.993298390202	25.8530008837767	27.7370706066531	25.5804428499917	25.2780465226379
NONO	29.416805240631	29.6974046741947	29.4004093955103	29.4259136200642	29.8684746459795	31.2210867286001	30.1075945549023	32.2129259121223	29.8638852338717	30.5822854308072	30.3936874632822	29.4217956473625	31.7452423502716	29.2750894343413	29.9801630826731	30.6362515001016	30.6527879612982	29.9006750366775	30.1880031598466	29.7076617891534	30.4316067448827	30.8266721626753	30.3419350457914	29.8535876082779	30.3776314970679	30.8397499485775	29.9589302183458	29.5776964709898	30.2210967672998	30.3367902105518	29.8091304840488	29.945883922317	31.3145672862378	31.0373417238432	30.1524594551541	30.5252957513488	30.1365208557709	30.825889998217	29.9030853381031	30.073922982905	31.1940265466772	29.875841680273	30.5221025714209	30.8781628099991	31.1271188525561	31.1412249712338	30.7462288481508	31.3757990902608
NOP14	20.6966081893828	22.7063209103029	20.3842723105247	22.5505051445509	22.6037981945335	22.5030970007643	21.0834072315881	23.7975558960635	22.5849549554217	22.2869620691005	22.3146529421056	21.9260715851181	20.9483434954654	22.4926770811637	23.1428994640409	23.0848105553782	21.5307714872614	21.6113388593905	24.0083920756037	22.4966680201789	22.4095586778213	22.3359646115812	23.7922149757588	22.879859465728	22.9112374250048	22.9045954038288	23.7571160574236	21.4172506686562	24.2214907433085	23.5939077014945	20.6581735474922	21.8599965996964	22.4739340529759	22.5295093826136	22.2608454467394	21.3835864900042	22.2404633466303	23.3310171260468	21.757095340079	22.5715913773734	22.4786625238157	22.614339157917	22.0196370557435	18.985032128374	22.9520729764084	22.6068758951528	22.308497058958	22.9838584416659
NOP2	23.2028291605141	25.1216665208088	23.1654998103501	24.2324423040705	25.0493826930964	25.7656797009826	24.244005819366	26.8261623145503	25.2257360930169	24.7210194342867	24.1067975757987	23.7723749906462	23.9627105138986	24.9512169811938	25.5110978006106	24.6560785783112	24.9312325525374	24.2431175799306	25.8854825933043	24.8437741552508	24.7706589547898	25.0456488643292	26.0030585642187	24.8899664661986	25.8171570572146	24.8259622323344	25.9424095167093	24.0455813480483	26.4410482098154	25.4802603213576	23.5644538534618	24.4971421457884	25.815013790369	25.982729805535	26.24822370855	24.3682195636446	25.309003563849	26.4822237691085	24.7245459157826	24.2659789950959	24.9248096734446	25.2870038559158	24.2736749337275	27.0447201090514	24.6019245982186	24.6249754261499	24.3497951262126	24.9125541609791
NOP56	24.9115860208438	26.8559446564118	25.0638123721022	26.3080620863478	27.4311279361	28.4692757806581	25.7367623781738	29.1910280255755	27.0244594160965	26.3822972008208	26.8579593109723	26.9083900549273	26.8551553744264	28.360290935864	27.7810341779453	26.2205370806511	26.9774502098815	25.7393366068365	26.7121324247833	26.5840250483231	27.0907001308945	26.9823948219705	26.9320387549479	26.3523398674453	27.1172705472125	26.1660095210641	26.8162787568766	26.6907482785677	28.3503973886303	27.6280148556795	26.3989312272467	26.3554199201558	27.4319575382966	28.5276871385143	28.760460718002	26.8903823149778	28.8359889842111	28.9951676991305	27.5363296965744	28.2246187716919	27.5160198094349	28.8104835273285	27.4191540774769	27.3199718959026	25.5283944995767	27.6013418572062	26.5385654805469	26.3160367506567
NOP58	24.7654698671026	25.1754069110819	23.8885785648436	24.8490790184472	25.9718996100425	26.5319815989012	24.6955982210651	27.1090748120686	25.0274953674484	25.2383554489991	25.5447317230527	24.69128516999	27.9125498507451	25.8126790440094	25.3278466765169	24.8633072939844	25.5066803234968	24.3901282045972	25.1504727508226	24.9643257528674	25.0064963131239	25.5257489200362	25.0725058358949	25.3905672184367	25.4882802956936	25.866029941212	24.5401820717173	25.4738061576771	25.8990276829534	26.1288094500389	23.8860017241751	23.9903089509737	27.0143694587113	26.7383701871014	26.2877679796208	28.0507419363648	26.6811075363873	26.1666053750132	24.2472014076037	24.4587519064594	26.0171606506041	25.7914421769626	25.5585102832424	26.4070777548793	25.1176015136339	25.8299720321019	23.3957408956728	28.3530067327886
NOP9	20.3612248732274	21.9248130066533	21.610418825776	21.8724384753331	21.8048048269883	22.2161882379828	20.8749089442789	23.1993279704085	21.9551320083713	21.8604148533113	21.6599435055998	22.1903877435594	22.8917258502947	21.4514840701541	20.935301939423	21.4266922909839	21.088657591981	22.822135099407	21.9928605417794	20.7192388759029	21.7474049349045	22.8964083541153	22.6422427586662	21.8396186334454	22.7777881337226	20.560663197847	22.0044002791981	19.6138385866945	22.0565248571489	22.9543032820668	21.1408416003718	22.0089404357178	21.6365505703928	22.0778881270137	22.2105819515148	19.5133343467984	22.906425804455	22.3946936175595	21.1564869676066	21.5401798387411	23.208045855638	22.3025150517792	22.5262827002028	17.448490406932	16.339999626721	21.8569197320476	23.2721307845694	21.8882036928628
NOSIP	20.7264431228284	22.43489226531	22.317743350423	22.7970473000884	20.8870632306276	22.1774518761349	21.6272455542016	21.6880904881272	21.5019526421272	21.4100198884962	22.5131966336327	21.4190508399481	19.468109529613	22.4549938866957	21.8477921258349	22.7342500873926	22.9700473409034	21.8933136051323	20.7498777754008	22.2880110364151	20.8662212308799	20.690931591208	21.6042092497962	21.8720215640638	21.8317264337093	21.1025394552049	21.8859405893907	20.3043412871644	23.4954256100804	23.4031112823369	22.292040108249	21.3385777580185	20.0805462609925	20.7095207346314	22.6545857772988	19.8980434064015	21.7790029108515	21.1210824354627	21.8012129544294	21.9431245636614	21.4719210703826	20.7862425638049	20.9841715440463	18.9447518698702	21.0400115309168	18.885819137892	21.551139870293	20.536369585649
NPC1	20.6197846784555	21.0247155706427	19.2636156566634	21.6818296065308	22.7875686888419	19.9386055769317	20.9447930920595	20.7925808223471	21.8856229613012	20.5444749987148	20.5825099951631	19.6863163880388	21.8110174221152	22.2353868475716	21.2629956910105	21.6279049683366	19.3369084194331	19.7995302922901	21.0322709027044	21.920672025104	22.5683849748727	21.7628972874394	19.4163333663876	21.5209128719626	21.7400720177616	21.3765649512713	21.6210040720819	20.3633763682376	21.0251421724175	20.3344412225644	21.1441742259163	21.6325701534507	20.0833595163222	20.7210767219089	21.8798585403415	22.8850713538092	23.3406048770105	21.339953700116	21.1824843322434	21.3112529896528	21.3011492583926	20.1444308209647	20.1143995577954	17.8827920298299	21.4450770175471	22.1798958708514	21.7022044680244	20.6439657817985
NPC2	27.5920412720635	24.6884829078315	26.0334332821332	26.0812559989697	28.0238303397484	27.1219140280711	27.5178559678537	27.6219384721543	27.4136841111779	26.6550531252513	25.635102140414	25.220393576236	29.1908353647744	26.4312056888898	23.7753769699667	25.9715567704945	26.4583541072192	26.4435160562944	26.1473605971265	26.813399132874	25.9828546089959	27.2388771463398	25.3998966215238	27.7873597707167	26.7521965671156	26.9823873638519	24.5583456022821	25.5815177694299	25.588098047741	25.998231121888	25.9351047716009	26.0152324295142	26.6349839438087	25.2395831630227	23.3499936409081	29.3704616519684	26.6488777291738	25.9607760735296	22.7373921934126	24.6381798886948	25.7155363984054	25.8730121545745	24.6450967720044	18.213890419396	28.4162515898745	29.3065929685866	25.7692483499928	27.083492804608
NPEPL1	21.7890168743438	23.7829465115167	24.3942143227744	23.4356274060371	23.8150705239135	23.3892435757295	24.2107949795248	20.4817666027382	23.0136373598715	22.9268838814372	22.1504021117004	24.1567378034398	21.2761959435073	23.1651460936229	22.9883146904097	22.7815127769321	21.5178882205462	24.3019218297972	21.9598661061943	21.5349097981207	23.2056378013838	23.1974266743968	23.1138597675328	23.2399417209835	23.1056838626159	22.7491882940243	23.1529586551505	21.6500006596028	22.768047624365	22.707256183265	24.0765817390766	21.9036236977329	22.1616050035739	21.8834705433035	21.6725576899161	22.0224839888618	20.9016712025862	20.8573433550378	22.2234176581455	22.9169581432118	21.6395478071835	22.6670840886119	21.929223357531	20.6405988954813	24.4991758574065	19.0853871428979	21.4662661210375	22.6174860360321
NPEPPS	25.8234269944873	25.8637311420404	25.7813656045891	26.4258004286348	25.607229584557	25.3467499150093	25.4855891715551	24.584358490513	25.6457190463701	25.6160818646047	25.9558853827557	25.825676280641	24.6354247845147	25.4455564369544	25.7175330340114	26.2368972424148	25.9326648882201	25.5603558600639	25.0035054070072	25.3081488350121	25.0831467006463	25.4876906248575	25.0505768712734	26.1897192824363	24.3854697794876	25.7287286541706	26.3190250571334	26.6219028712165	25.6613292480165	25.7125919307424	24.6186022659385	25.7339501773921	25.8918084473956	24.5751211080405	24.5117382495344	25.1725364758906	23.8540456151125	23.36535326802	24.6109769621639	24.2077373962952	25.6666290365193	24.9399924177308	26.0805639107385	25.6327688994838	24.7639969591121	23.3238809035242	24.4659753578554	24.4754896983418
NPLOC4	24.5033610320739	24.3738311194136	24.3106967068573	24.3188885909206	24.5398949394065	24.5273135587348	24.6217033810708	23.6110154272765	24.1369629995589	24.0451312345807	24.4839757672887	24.1747282105997	23.2543472488221	24.6172186522776	24.4762526477809	24.7855893121318	24.8372698245243	24.4614117665675	24.4679625808789	24.9797048820033	23.9797013986224	24.6513458827038	24.3960549851229	24.2519922921671	23.5478554656979	25.0111898486341	24.2683206182122	24.4285303197018	24.6101960681753	24.9472710654516	25.4379087796594	25.3966336498818	23.8092637289219	24.74375773137	25.0281365124702	23.9870162529905	24.637457876216	23.6466210931917	24.9550741563663	25.1355057231901	24.2547932425549	24.7382892240641	23.6348639965723	24.706731806638	24.9078480816391	22.4749125797627	23.7335046586457	24.384643191617
