""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"ID"
"TST"	0.907413835135134	6.59533488038277	4.19805976930319	3.29552031861342e-05	0.0187405255451816	2.09708631716102	"TST"
"CD34"	-1.88157719771261	7.80714738241627	-4.19047018353999	3.40306300138045e-05	0.0188682828111539	2.06888857669053	"CD34"
"LOC100505650; C1orf186; LOC101929219"	-1.32253720900901	6.52522866746411	-4.17273705681889	3.66752758189427e-05	0.0198386406612808	2.00318586422836	"LOC100505650; C1orf186; LOC101929219"
"PCDHGB6; PCDHGA11; PCDHGA3; PCDHGA12; PCDHGA10; PCDHGA9; PCDHGA7; PCDHGA4; PCDHGC5; PCDHGB3; PCDHGA2; PCDHGA8; PCDHGC4; PCDHGB2; PCDHGA5; PCDHGC3; PCDHGB4; PCDHGB5; PCDHGB1; PCDHGA6; PCDHGA1; PCDHGB7"	-1.00505820540541	6.50575202631579	-4.15629841047447	3.93008604990971e-05	0.0206598735776035	1.94250659767669	"PCDHGB6; PCDHGA11; PCDHGA3; PCDHGA12; PCDHGA10; PCDHGA9; PCDHGA7; PCDHGA4; PCDHGC5; PCDHGB3; PCDHGA2; PCDHGA8; PCDHGC4; PCDHGB2; PCDHGA5; PCDHGC3; PCDHGB4; PCDHGB5; PCDHGB1; PCDHGA6; PCDHGA1; PCDHGB7"
"ARMCX1"	-0.892814502290092	6.8081590848756	-4.1027070234505	4.91604022702539e-05	0.0232544906601889	1.74620841338873	"ARMCX1"
"SHD"	-0.919096241441442	5.5398348708134	-4.10211566068924	4.92813175682604e-05	0.0232544906601889	1.74405533820697	"SHD"
"ADGRL1"	-0.820743806205406	5.99173161561962	-4.08743692313033	5.23749344266373e-05	0.0241994019940409	1.6907030913704	"ADGRL1"
"ADGRE5"	0.877729699296395	9.59613920147847	4.06773715186892	5.68179683420851e-05	0.0257165082018523	1.61937664829736	"ADGRE5"
"ZNF667"	-0.838183057657658	6.08870981339713	-4.02281758163795	6.83264787144561e-05	0.0280619378690594	1.45792057237389	"ZNF667"
"SHANK3"	-1.55175215135135	6.70311521052632	-4.01004270415834	7.19838897651109e-05	0.0285081912001898	1.41230423516176	"SHANK3"
"CD9"	1.40989493613604	7.63526387321531	3.99202172788847	7.74604354018347e-05	0.0286319589390315	1.34818211885556	"CD9"
"CRIM1"	-0.959748523423426	6.85568824641148	-3.97737994969001	8.21988413484943e-05	0.0294033210230146	1.29627956366443	"CRIM1"
"FEZ1"	0.893188481981982	5.69156916985646	3.97139868530575	8.42125397960623e-05	0.0294978826092021	1.27512754479828	"FEZ1"
"NPR3"	-1.69919325045045	7.87984231100478	-3.96873790015193	8.51232972760813e-05	0.0294978826092021	1.2657274221846	"NPR3"
"LRG1"	0.833945013513513	6.56332353588517	3.91949374800832	0.000103762475173048	0.031531005015098	1.09280444683625	"LRG1"
"C3AR1"	1.27903566216126	8.1476161718445	3.91741943133878	0.000104626824150803	0.031531005015098	1.08556411450305	"C3AR1"
"SGMS2"	1.31638032702703	6.96738389952153	3.8775106680313	0.000122644990413761	0.0357897447025842	0.946953340704624	"SGMS2"
"SNORD107; SNORD116-4; SNORD115-7; SNORD115-26; SNORD116-28; PWARSN; SNORD116-22; SNORD115-13; IPW"	-0.913211502702705	6.05458096411483	-3.87012223281166	0.000126287697879855	0.0359078020971722	0.921435823678791	"SNORD107; SNORD116-4; SNORD115-7; SNORD115-26; SNORD116-28; PWARSN; SNORD116-22; SNORD115-13; IPW"
"SPARC"	-1.6600268972973	7.53328013397129	-3.85640491039788	0.000133323715201746	0.0372824866195187	0.87417955328826	"SPARC"
"MTURN"	-0.966722639639642	7.46552670095694	-3.85420775912782	0.000134484576136779	0.0372824866195187	0.86662477837096	"MTURN"
"F2RL1"	-1.03618235405405	5.99673146411483	-3.82280419868494	0.000152156989203813	0.0383691163093338	0.759081243770032	"F2RL1"
"B4GALT6"	-1.17269821524955	7.69417974969617	-3.82265717207763	0.000152244667473233	0.0383691163093338	0.758579658531279	"B4GALT6"
"HIP1"	0.978705305405405	7.5202383062201	3.81464340837624	0.000157096478119037	0.0388011453326879	0.731267534026767	"HIP1"
"SPINT2"	-1.07611447837838	7.65612240669856	-3.80933766356149	0.00016038872413417	0.0388011453326879	0.713213983828756	"SPINT2"
"PCDHGB5; PCDHGA11; PCDHGB2; PCDHGB1; PCDHGB3; PCDHGA8; PCDHGA12; PCDHGC3; PCDHGC5; PCDHGC4; PCDHGA7; PCDHGA5; PCDHGA3; PCDHGB4; PCDHGB7; PCDHGB6; PCDHGA6; PCDHGA4; PCDHGA10; PCDHGA9; PCDHGA2; PCDHGA1"	-0.89442665045045	7.06533967942584	-3.8084321869562	0.000160957046199264	0.0388011453326879	0.710135298304646	"PCDHGB5; PCDHGA11; PCDHGB2; PCDHGB1; PCDHGB3; PCDHGA8; PCDHGA12; PCDHGC3; PCDHGC5; PCDHGC4; PCDHGA7; PCDHGA5; PCDHGA3; PCDHGB4; PCDHGB7; PCDHGB6; PCDHGA6; PCDHGA4; PCDHGA10; PCDHGA9; PCDHGA2; PCDHGA1"
"FUT4"	0.940871201801798	9.10504211722488	3.80023207088951	0.000166191156597917	0.0390003122641087	0.682285219733965	"FUT4"
"SUCLG2"	1.12987363333333	7.31849674401914	3.79044297447424	0.000172649944582403	0.0390003122641087	0.649111398138189	"SUCLG2"
"MPL"	-1.21329381711712	6.25647551435407	-3.78480937009564	0.000176473632668167	0.0390003122641087	0.630055926317394	"MPL"
"WASF1"	-1.28908353513514	7.3970490430622	-3.77886136174432	0.00018059737510662	0.0390003122641087	0.609965542854371	"WASF1"
"ZNF286A; ZNF286B"	-0.819772643243245	6.37552726315789	-3.77872547463561	0.000180692639335135	0.0390003122641087	0.609506904331236	"ZNF286A; ZNF286B"
"BCL2"	-0.777507322754055	7.79484405991148	-3.77464853700399	0.000183572944654543	0.0391469304475813	0.595753774859742	"BCL2"
"LMNA"	1.07198827387387	8.35235692344498	3.77000067228704	0.000186909432497672	0.0394788323231749	0.580091497478904	"LMNA"
"KCNQ1"	0.864129463063062	5.85468787320574	3.74950092297755	0.000202319618338092	0.0414271323038796	0.511225766495092	"KCNQ1"
"HOXB4"	1.04587074054054	6.51255125119617	3.72742301409023	0.000220252072511765	0.0430035948719283	0.437448839360586	"HOXB4"
"ADAM8"	0.883493448401801	7.82184007967943	3.72648246169895	0.000221048327865445	0.0430035948719283	0.434314829111011	"ADAM8"
"TMIGD2"	-0.937716967567571	6.49325866267943	-3.72267190366229	0.000224302117009044	0.043257150878492	0.421625215250115	"TMIGD2"
"TMEM263"	-0.992746521621624	7.38897235406699	-3.70649050951669	0.000238628455530087	0.0445801020120804	0.367873821356569	"TMEM263"
"ARHGAP5"	-1.08529793832433	6.39884806355024	-3.69456852456824	0.000249730291986283	0.0453834226530612	0.328410817088248	"ARHGAP5"
"TCTEX1D1"	-0.865101975675677	5.57125606220096	-3.69038034152896	0.000253744449859301	0.0453834226530612	0.314575602465781	"TCTEX1D1"
"FAM69B"	-1.00163532252252	6.5544576507177	-3.68177985791659	0.000262178724613314	0.0457842500352289	0.28621066098733	"FAM69B"
"ZNF667-AS1"	-0.78688825945946	6.07405837559809	-3.67612756399426	0.000267864685891936	0.0460519612690802	0.267602620726057	"ZNF667-AS1"
"PBX3"	1.45738895315315	8.32942057416268	3.66953816528769	0.000274639754000086	0.0466077972570504	0.245943158509876	"PBX3"
"GUCY1A3"	-1.30303966846847	8.31635542105263	-3.6643476260285	0.000280089688898104	0.0467048602806361	0.228907278755401	"GUCY1A3"
"NKX2-3"	1.36682603513514	6.36535293301435	3.66237085121589	0.000282191869312167	0.0467048602806361	0.222425214282485	"NKX2-3"
"PCDHGA12; PCDHGB7; PCDHGA11; PCDHGA10; PCDHGB4; PCDHGA7; PCDHGA9; PCDHGC4; PCDHGB5; PCDHGB3; PCDHGA6; PCDHGA4; PCDHGA2; PCDHGA1; PCDHGA8; PCDHGB1; PCDHGA5; PCDHGA3; PCDHGC5; PCDHGB2; PCDHGC3; PCDHGB6"	-0.8843202009009	6.3189104138756	-3.65718684881108	0.00028777543445474	0.0468377764833729	0.205441787966644	"PCDHGA12; PCDHGB7; PCDHGA11; PCDHGA10; PCDHGB4; PCDHGA7; PCDHGA9; PCDHGC4; PCDHGB5; PCDHGB3; PCDHGA6; PCDHGA4; PCDHGA2; PCDHGA1; PCDHGA8; PCDHGB1; PCDHGA5; PCDHGA3; PCDHGC5; PCDHGB2; PCDHGC3; PCDHGB6"
"THSD7A"	-1.13609400900901	5.61374685645933	-3.64406606401114	0.000302375226307641	0.0482451638061214	0.162556775581239	"THSD7A"
"RHOBTB3"	-1.04284686036036	7.24354713157895	-3.63246818116818	0.000315857361303056	0.0487159719191083	0.124769109201736	"RHOBTB3"
"COL24A1"	-1.00449053783784	6.43719471291866	-3.6284138659217	0.000320702132752719	0.0487159719191083	0.111586060060802	"COL24A1"
"KLF12"	-0.837460073873878	6.53902723205742	-3.6233944065778	0.000326796944797395	0.0490740120454333	0.0952837853365782	"KLF12"
"MAST4"	-0.788464764864865	7.17251124880383	-3.60325454472409	0.000352362469418252	0.051076436906915	0.0300852494591135	"MAST4"
"TP53INP2"	1.16333678738739	7.43231097129187	3.55865534927594	0.000415808293925224	0.0569393310551865	-0.113085566795786	"TP53INP2"
"MYO5C"	-0.806382777477479	7.33067472248804	-3.5414118464789	0.000443093537266995	0.0587453755976825	-0.167992634095383	"MYO5C"
"SLAIN1"	-0.825123295495496	5.55991212200957	-3.53770994860807	0.000449165889422145	0.0589443851810907	-0.179747710123028	"SLAIN1"
"SV2A"	-0.947324481981983	6.53138960287081	-3.5209342518942	0.000477673443441283	0.0605362378779472	-0.232873161238763	"SV2A"
"HOXB3"	1.7111814027027	8.06225663157895	3.51522043812329	0.000487763769277761	0.0610163385899458	-0.250913681246433	"HOXB3"
"PRR34-AS1"	0.75675071171171	7.39819792105263	3.51259507692302	0.00049246661590767	0.0610163385899458	-0.259193657946678	"PRR34-AS1"
"C1orf21"	-0.86373339143784	6.45367134899761	-3.5035160256027	0.000509059197450317	0.0624820889944218	-0.287782831658416	"C1orf21"
"ITGA9"	-1.33709543873874	7.19784200956938	-3.48227436591108	0.000549945093124849	0.0655735606200156	-0.354399791085307	"ITGA9"
"RSAD2"	-0.815849010810812	7.05773411961722	-3.47377842023269	0.00056714173664897	0.0662003654494782	-0.380937842920578	"RSAD2"
"CRYBG3"	0.917040934234233	6.71547625119617	3.46103663963145	0.000593876711604638	0.0673045333881078	-0.420624107734636	"CRYBG3"
"F3"	0.806174596396395	5.40188735406699	3.46016697464854	0.000595743718384413	0.0673045333881078	-0.423327820395401	"F3"
"H1F0"	-1.44723961081081	8.1230149784689	-3.45919150156536	0.000597844398839266	0.0673045333881078	-0.426359721577194	"H1F0"
"EVI2A"	0.915304436936937	8.82343395933014	3.45383166515958	0.000609510795318682	0.0682713657503926	-0.44300447889899	"EVI2A"
"BZRAP1"	-0.882349548651352	6.82570602004785	-3.44838357070925	0.000621586942571778	0.0686669760991897	-0.459898458080738	"BZRAP1"
"MN1"	-1.40717269369369	6.35573690430622	-3.44377316504191	0.000631980436407936	0.0693864461319565	-0.474175266546245	"MN1"
"SMIM24"	-1.29538298288289	8.16947127272727	-3.43430269317028	0.000653841204264486	0.0702799309336795	-0.50344565866417	"SMIM24"
"TSPAN13"	-1.22929792252252	7.49913976794258	-3.42179553285956	0.000683793971708853	0.0709362598335583	-0.541985366003074	"TSPAN13"
"AZU1"	1.96361717245676	9.94417498322967	3.41774038192291	0.000693777038728011	0.0709362598335583	-0.554452554711416	"AZU1"
"GYPC"	-1.14591390900901	8.68625324401914	-3.41762067801125	0.000694073784105066	0.0709362598335583	-0.554820362000146	"GYPC"
"SORL1"	-0.834595585585587	10.3428686148325	-3.4081114045995	0.000718029116378031	0.0723561595123247	-0.584000217497122	"SORL1"
"ITGA6"	-0.923018725225225	7.71887272009569	-3.40630963394505	0.000722654049193214	0.0723561595123247	-0.589520449845868	"ITGA6"
"ZBTB8A"	-1.14130544594595	7.66291238755981	-3.40594925284826	0.000723582431941873	0.0723561595123247	-0.590624249135583	"ZBTB8A"
"JAG1"	1.16928876666666	7.44266370574163	3.40008670707382	0.000738842060987289	0.0731414755966908	-0.608565002482798	"JAG1"
"CXCL12"	-0.853528467567569	6.68329102631579	-3.35912018553081	0.000854139468887685	0.0792598541464062	-0.733119320093015	"CXCL12"
"MEST"	-1.43256856936937	8.82306927272727	-3.35589894614276	0.00086388154309156	0.0798298535945192	-0.742852796536196	"MEST"
"PWAR6"	-1.06209421621622	6.44873222966507	-3.33447906289258	0.000931338470827034	0.0820223372460405	-0.807352245034864	"PWAR6"
"LTBP3"	-0.788688512612613	7.05969056937799	-3.32411132728332	0.000965719529691695	0.0831857107691216	-0.838431529246279	"LTBP3"
"ZNF827"	-0.952838332432433	7.09360318181818	-3.3235211077111	0.000967711848608232	0.0831857107691216	-0.840198077282035	"ZNF827"
"F2R"	-0.804410163063062	6.96384109808612	-3.31393912885613	0.00100059549150485	0.0834770739508714	-0.868835838206623	"F2R"
"TRBV27"	-1.47387974144144	8.16572595454545	-3.29778108408941	0.00105840816116943	0.0863540507966622	-0.91695064847615	"TRBV27"
"OSCAR"	0.873797643243244	6.99394414593301	3.27306888053739	0.00115285249454849	0.0903712733740331	-0.99010773269967	"OSCAR"
"NOG"	-0.996249810810813	6.42523575358852	-3.24491521694134	0.00126994679803258	0.0932611923402869	-1.07281841658707	"NOG"
"NAMPT"	1.04189133243243	10.139080208134	3.22619786517822	0.00135379238200053	0.0965415030482563	-1.12743244476176	"NAMPT"
"JUP"	-1.12783510990991	8.26457456937799	-3.21685031108964	0.00139755772148672	0.097576461742165	-1.15459495345836	"JUP"
"GAS6-AS1"	-0.762529510810812	6.23874943301435	-3.19534425685414	0.00150326701934884	0.10102865440945	-1.21680447888831	"GAS6-AS1"
"HOXA4"	0.75204415135135	5.8810554569378	3.18500180734154	0.00155669347896938	0.102675879052929	-1.24658067647154	"HOXA4"
"DNTT"	-1.69714724054054	6.85025836124402	-3.18035117621449	0.00158128481379303	0.102675879052929	-1.25994012591554	"DNTT"
"CFD"	1.4300068	9.6738618492823	3.17855855840624	0.00159085918613741	0.102675879052929	-1.26508467241773	"CFD"
"GUCY1B3"	-0.936285581081082	7.07952050239234	-3.16441234359444	0.00166831422467068	0.10428391936871	-1.30558563421258	"GUCY1B3"
"IRX3"	1.37197338198198	6.3526213708134	3.15589893422812	0.00171659115129758	0.106217698221351	-1.32987707817873	"IRX3"
"TMCC2"	-0.941405141441441	7.35244399282297	-3.1458718980337	0.00177510376412221	0.107797591893227	-1.35840767912642	"TMCC2"
"CRIP1"	1.30729102162162	8.36408892822966	3.1434070041135	0.00178976667318022	0.108114250022738	-1.36540800290065	"CRIP1"
"PROM1"	-1.61856825855856	7.8417658062201	-3.14270853504337	0.00179394192480691	0.108114250022738	-1.36739071440664	"PROM1"
"H2AFY2"	0.768013667567567	6.40475292583732	3.14158615353349	0.00180067002912642	0.108225636601533	-1.37057588966137	"H2AFY2"
"FAM26F"	-1.04343248378378	7.66674881818182	-3.12295473152239	0.00191581059191677	0.111730780692872	-1.4232915524441	"FAM26F"
"HNRNPLL"	1.08439393063063	6.8800066076555	3.10952432702763	0.00200297690572094	0.114312440663688	-1.46110660271877	"HNRNPLL"
"SLC16A3; MIR6787"	0.785702018018018	8.10344897368421	3.07631987488304	0.00223439261697882	0.117986570141324	-1.55393252519468	"SLC16A3; MIR6787"
"TREM1"	1.13408162162162	7.11083823205742	3.07188563906137	0.00226709284795346	0.119145936450028	-1.56625702472935	"TREM1"
"BCAT1"	-1.17624134601622	8.01320321522488	-3.05373663742003	0.00240557034305809	0.121093848970868	-1.61652383884496	"BCAT1"
"KCNJ2"	0.806051611711711	5.72422065789474	3.05190000724187	0.00242000843908238	0.121093848970868	-1.62159489614105	"KCNJ2"
"TSPAN5"	-0.831553275675676	6.43381226794258	-3.04838227540595	0.00244788445444235	0.121998160518253	-1.63129947097449	"TSPAN5"
"CLIC2"	-0.903966446846849	5.8181713492823	-3.04504090666538	0.00247463569537701	0.12262884374134	-1.64050762649139	"CLIC2"
"EGFL7"	-1.04802953063063	7.03608392822967	-3.02001824415343	0.00268366114430205	0.126644799986628	-1.70915917469753	"EGFL7"
"FCGR1C; FCGR1B; FCGR1A"	0.991513547747747	7.6600541291866	3.01736835181059	0.00270671995642807	0.126644799986628	-1.71639772293508	"FCGR1C; FCGR1B; FCGR1A"
"PRKCD"	0.874078923423422	8.1559913492823	3.01580890620632	0.00272037470961134	0.127015726967917	-1.72065473205094	"PRKCD"
"LINC01181"	-0.953669882882886	6.13566965311005	-3.0132642203938	0.00274279207528015	0.127595536107474	-1.72759676436166	"LINC01181"
"PALM2-AKAP2; AKAP2"	-1.16584301531532	8.14604770334928	-2.99180297293661	0.00293870104235603	0.132850658208713	-1.78592170041223	"PALM2-AKAP2; AKAP2"
"SERPING1"	-0.884162927027028	7.16305153110048	-2.9912164602101	0.00294423060704816	0.132850658208713	-1.78751007268625	"SERPING1"
"TOX"	-0.991383272972973	7.27868803349282	-2.97379979841095	0.00311283907262736	0.137193311142196	-1.83454172482102	"TOX"
"PRKAR2B"	1.12105559549549	8.15143511004785	2.97117127428821	0.00313903932463379	0.137658431438847	-1.84161696724502	"PRKAR2B"
"SNX10"	0.765879432432432	8.1135990645933	2.97090067525519	0.00314174798834525	0.137658431438847	-1.84234500393501	"SNX10"
"PRDM16"	0.771168338738738	5.83397558373206	2.96817326195762	0.00316916870661706	0.137824039631749	-1.84967947212061	"PRDM16"
"VNN1"	1.18177233963964	7.06645545933014	2.96795701597785	0.00317135212829621	0.137824039631749	-1.8502607182236	"VNN1"
"TMTC2"	0.943270822522521	6.80921324401914	2.96527665306801	0.00319853004890396	0.138142769713676	-1.85746188920402	"TMTC2"
"ALDH5A1"	-0.848968561225226	7.677703393689	-2.94809130342078	0.00337790499478245	0.141616591633809	-1.90348502373665	"ALDH5A1"
"SNRPN; SNURF"	-1.01212099279279	7.61248340909091	-2.93369930805553	0.00353514562626697	0.145916757685693	-1.94183068941675	"SNRPN; SNURF"
"MIRLET7BHG"	0.923677691891891	6.76476468660287	2.93067863421014	0.00356898519315641	0.146851490934736	-1.94985611357504	"MIRLET7BHG"
"BCL11A"	-0.759162001517119	8.840471349689	-2.92964701934115	0.00358060959328867	0.147056962148067	-1.9525951301859	"BCL11A"
"ARL4A"	0.790124116443243	8.28179408702871	2.91651314074582	0.0037316559279729	0.150473936673787	-1.98738595715914	"ARL4A"
"TNFAIP2"	0.932824075675676	8.52854700717703	2.90127420411104	0.00391418285608973	0.15293342692705	-2.02756549037841	"TNFAIP2"
"ERG"	-0.836090924324325	7.55560683014354	-2.89345779083391	0.00401092969445987	0.154434720075922	-2.04809635370182	"ERG"
"PLAUR"	0.955812090090088	8.89424799043062	2.88862678367937	0.00407180934379788	0.155147132929737	-2.06075912904507	"PLAUR"
"HOXB2"	1.29683904504504	7.40875565550239	2.88490822680373	0.004119242054383	0.156165043217275	-2.07049220913281	"HOXB2"
"GNAI1"	-0.97716709099099	6.53410198564593	-2.87818071487119	0.00420633664962369	0.157317610932471	-2.08807051976443	"GNAI1"
"SNCA"	-1.05251077027027	8.38280598564593	-2.87013509425652	0.00431269509533523	0.157317610932471	-2.10904129407603	"SNCA"
"LPAR6"	-0.995057272072073	7.4613108923445	-2.86687614708702	0.00435646853772132	0.157544902214995	-2.11751968022041	"LPAR6"
"PRDX2"	-0.855404892792794	8.60398308133971	-2.86632019805903	0.00436397615276776	0.157544902214995	-2.11896510019146	"PRDX2"
"S100A6"	0.992793277477478	9.52628984688995	2.86033197546436	0.00444559141791239	0.159023107203969	-2.13451693759856	"S100A6"
"SCRN1"	-1.14050227117117	6.57519343062201	-2.85909096344136	0.00446267822416459	0.159280124703507	-2.13773603438079	"SCRN1"
"ZNF521"	-1.19316229189189	6.40171310047847	-2.85587759660351	0.0045071991802528	0.159716742764021	-2.14606505721025	"ZNF521"
"ANKH"	-0.832075349554955	6.06891687404306	-2.84315641047696	0.00468744187035925	0.161425599069608	-2.17895014147925	"ANKH"
"AKAP2; PALM2-AKAP2"	-0.837271790118921	8.25348711124641	-2.84092284736585	0.00471975619348796	0.161812801115737	-2.18470951879626	"AKAP2; PALM2-AKAP2"
"MAN1A1"	-0.978941180180183	9.46125194497608	-2.8406374731777	0.00472389942441366	0.161812801115737	-2.18544506066826	"MAN1A1"
"HOXA3"	1.16290270900901	6.98239988038277	2.83887370353568	0.00474958027552193	0.162055679000808	-2.18998954220512	"HOXA3"
"CD69"	-1.02579397401622	9.70333715888277	-2.82801388223329	0.0049105153044604	0.165008194579277	-2.21791101641931	"CD69"
"CTSG"	1.49967403873874	8.410496215311	2.82750487496498	0.00491817849336946	0.16501567719508	-2.21921719663547	"CTSG"
"PTX3"	1.11344919189189	7.08163807655502	2.82486629405334	0.00495807703988731	0.165612106412478	-2.22598453035576	"PTX3"
"TRH"	-1.38219946486487	6.29868518660287	-2.8187843295344	0.00505116504702592	0.166951920138511	-2.24156023570238	"TRH"
"UPP1"	0.834195852252252	6.43934972727273	2.81405483367386	0.00512464563854162	0.167879454906316	-2.25365004969731	"UPP1"
"CLU"	1.13685204774774	7.49240158133971	2.81001206342183	0.00518822398065319	0.168500394485915	-2.26396896987572	"CLU"
"PHLDA1"	0.850510272972972	6.71037389712919	2.79797036398365	0.00538185787357495	0.170217833497978	-2.29462028010235	"PHLDA1"
"SNURF; SNRPN"	-0.83512348918919	8.52822012440191	-2.76338047654508	0.00597503920984543	0.176778459316443	-2.38196321321788	"SNURF; SNRPN"
"TLR4"	0.989795381981978	7.48685414114833	2.76329145835401	0.00597663920994921	0.176778459316443	-2.38218664627981	"TLR4"
"ZHX2"	-0.772520151351351	6.73829495933014	-2.75873959906223	0.00605897192571993	0.177276885710576	-2.39360245901554	"ZHX2"
"FLNB"	-0.820843116216218	7.08829027511962	-2.7542339291799	0.00614147764567833	0.177796424114202	-2.40488461456587	"FLNB"
"PELI1"	0.888129566666667	8.32936895933014	2.75335205181875	0.0061577445004914	0.177796424114202	-2.40709075276488	"PELI1"
"LOC100505501"	-0.89787208918919	7.34017708133971	-2.73945295489622	0.00641931813119195	0.178677291447403	-2.44177153816402	"LOC100505501"
"SMPDL3A"	0.753512612612613	5.56383250239234	2.73835847398676	0.00644033583562648	0.178677291447403	-2.44449529907389	"SMPDL3A"
"HPGDS"	-1.06078745585586	6.40231434210526	-2.72177177608394	0.00676655246874361	0.180241469587689	-2.485645322185	"HPGDS"
"SLC38A1"	-0.814720833333336	9.0395518277512	-2.71714454161668	0.00686017918623159	0.180694838470599	-2.49708213657286	"SLC38A1"
"HOPX"	-1.00105813333333	6.90835738277512	-2.71202830140552	0.00696505890718446	0.182159288258888	-2.50970579067737	"HOPX"
"FCGR1B"	1.0393949990991	7.68842835406699	2.70885301810572	0.00703087492845236	0.183013271790192	-2.51752887065903	"FCGR1B"
"HEMGN"	-1.12376617567568	6.85489569138756	-2.70861253388168	0.00703588235079349	0.183013271790192	-2.51812100246579	"HEMGN"
"TRAT1"	-0.819299485585586	5.86191648086124	-2.70847813078142	0.00703868232548393	0.183013271790192	-2.51845191419051	"TRAT1"
"LDLRAD3"	0.873159372972972	6.30385183971292	2.70780776052649	0.00705266292523639	0.183013271790192	-2.52010218604477	"LDLRAD3"
"TYMP"	0.902168856756754	7.11872253588517	2.70106717795941	0.00719463517746599	0.183663441301411	-2.53667383559229	"TYMP"
"SLC2A3; SLC2A14"	0.763265714414411	8.52879866746411	2.70098038686432	0.00719647986702707	0.183663441301411	-2.53688695126047	"SLC2A3; SLC2A14"
"ABLIM1"	-0.821288597041444	7.50149140067703	-2.69516652772106	0.00732102416634603	0.184947219005643	-2.55114787656831	"ABLIM1"
"BCL2A1"	1.08595936114865	7.44751819980383	2.69202691239949	0.00738908490988722	0.185486764686477	-2.55883679360315	"BCL2A1"
