	tf	target	confidence	mor
198	CSRNP3	ANKRD29	E	1
199	CSRNP3	ANKRD50	E	1
200	CSRNP3	ANKS1B	E	1
201	CSRNP3	ANO1	E	1
202	CSRNP3	ANO4	E	1
203	CSRNP3	APLP1	E	1
204	CSRNP3	APOBEC3C	E	1
205	CSRNP3	ARHGAP28	E	1
206	CSRNP3	ARHGEF9	E	1
207	CSRNP3	ARL15	E	1
208	CSRNP3	ARL6	E	1
209	CSRNP3	ARMH4	E	1
210	CSRNP3	ARPIN	E	1
211	CSRNP3	ASIC1	E	1
212	CSRNP3	ASPA	E	1
213	CSRNP3	ASTN2	E	1
214	CSRNP3	ASXL3	E	1
215	CSRNP3	ATF7IP	E	1
216	CSRNP3	ATP1B2	E	1
217	CSRNP3	ATP6V1B1	E	1
218	CSRNP3	ATP8A1	E	1
219	CSRNP3	ATRNL1	E	1
220	CSRNP3	ATXN7L1	E	1
221	CSRNP3	B3GALNT1	E	1
222	CSRNP3	B4GALT6	E	1
223	CSRNP3	B4GAT1	E	1
224	CSRNP3	BBS10	E	1
225	CSRNP3	BBS9	E	1
226	CSRNP3	BEND6	E	1
227	CSRNP3	BEX3	E	1
228	CSRNP3	BHLHB9	E	1
229	CSRNP3	BICRAL	E	1
230	CSRNP3	BPTF	E	1
231	CSRNP3	BTBD8	E	1
232	CSRNP3	BTN3A1	E	1
233	CSRNP3	BTN3A3	E	1
234	CSRNP3	C2CD5	E	1
235	CSRNP3	C2orf81	E	1
236	CSRNP3	C3orf80	E	1
237	CSRNP3	C4orf33	E	1
238	CSRNP3	C8orf37	E	1
239	CSRNP3	CACNB4	E	1
240	CSRNP3	CADM1	E	1
241	CSRNP3	CADM2	E	1
242	CSRNP3	CAMK1G	E	1
243	CSRNP3	CAPS2	E	1
244	CSRNP3	CARF	E	1
245	CSRNP3	CASP8AP2	E	1
246	CSRNP3	CBR4	E	1
247	CSRNP3	CC2D2A	E	1
248	CSRNP3	CCDC102B	E	1
249	CSRNP3	CCDC112	E	1
250	CSRNP3	CCDC152	E	1
251	CSRNP3	CCDC170	E	1
252	CSRNP3	CCDC171	E	1
253	CSRNP3	CCDC191	E	1
254	CSRNP3	CD200R1	E	1
255	CSRNP3	CDC42BPA	E	1
256	CSRNP3	CDH24	E	1
257	CSRNP3	CDK14	E	1
258	CSRNP3	CDKL5	E	1
259	CSRNP3	CEP128	E	1
260	CSRNP3	CEP41	E	1
261	CSRNP3	CEP57L1	E	1
262	CSRNP3	CERCAM	E	1
263	CSRNP3	CETN3	E	1
264	CSRNP3	CFAP94	E	1
265	CSRNP3	CFI	E	1
266	CSRNP3	CILK1	E	1
267	CSRNP3	CLASP2	E	1
268	CSRNP3	CLEC11A	E	1
269	CSRNP3	CMBL	E	1
270	CSRNP3	CNPY4	E	1
271	CSRNP3	CNTN1	E	1
272	CSRNP3	CNTN3	E	1
273	CSRNP3	CNTNAP2	E	1
274	CSRNP3	COG6	E	1
275	CSRNP3	COL1A2	E	1
276	CSRNP3	COL21A1	E	1
277	CSRNP3	COL3A1	E	1
278	CSRNP3	COL5A1	E	1
279	CSRNP3	CPEB3	E	1
280	CSRNP3	CRACD	E	1
281	CSRNP3	CRISPLD1	E	1
282	CSRNP3	CRMP1	E	1
283	CSRNP3	CRPPA	E	1
284	CSRNP3	CTPS2	E	1
285	CSRNP3	CTTNBP2	E	1
286	CSRNP3	CXCL12	E	1
287	CSRNP3	CXXC4	E	1
288	CSRNP3	CYB5RL	E	1
289	CSRNP3	CYP39A1	E	1
290	CSRNP3	CYP4X1	E	1
291	CSRNP3	DBT	E	1
292	CSRNP3	DCLK1	E	1
293	CSRNP3	DCX	E	1
294	CSRNP3	DDX60	E	1
295	CSRNP3	DENND1B	E	1
296	CSRNP3	DGKB	E	1
297	CSRNP3	DGLUCY	E	1
298	CSRNP3	DHFR2	E	1
299	CSRNP3	DIS3L	E	1
300	CSRNP3	DLG3	E	1
301	CSRNP3	DMGDH	E	1
302	CSRNP3	DMXL2	E	1
303	CSRNP3	DNAH6	E	1
304	CSRNP3	DNAI4	E	1
305	CSRNP3	DOCK10	E	1
306	CSRNP3	DOK6	E	1
307	CSRNP3	DUSP19	E	1
308	CSRNP3	DYNC2LI1	E	1
309	CSRNP3	DZIP1	E	1
310	CSRNP3	DZIP3	E	1
311	CSRNP3	ECM2	E	1
312	CSRNP3	EFCAB11	E	1
313	CSRNP3	EFCAB7	E	1
314	CSRNP3	EFNB3	E	1
315	CSRNP3	ELAVL2	E	1
316	CSRNP3	ELOVL2	E	1
317	CSRNP3	ENTPD3	E	1
318	CSRNP3	EPB41L2	E	1
319	CSRNP3	EPHA3	E	1
320	CSRNP3	EPOP	E	1
321	CSRNP3	ERICH3	E	1
322	CSRNP3	ETFBKMT	E	1
323	CSRNP3	ETV1	E	1
324	CSRNP3	EXD2	E	1
325	CSRNP3	EXTL2	E	1
326	CSRNP3	FAM102B	E	1
327	CSRNP3	FAM133A	E	1
328	CSRNP3	FAM135B	E	1
329	CSRNP3	FAM13C	E	1
330	CSRNP3	FAM168A	E	1
331	CSRNP3	FAM171B	E	1
332	CSRNP3	FAM172A	E	1
333	CSRNP3	FAM217B	E	1
334	CSRNP3	FAM227B	E	1
335	CSRNP3	FAM78B	E	1
336	CSRNP3	FAT4	E	1
337	CSRNP3	FAXDC2	E	1
338	CSRNP3	FGF12	E	1
339	CSRNP3	FGF14	E	1
340	CSRNP3	FIGN	E	1
341	CSRNP3	FKBP7	E	1
342	CSRNP3	FKBP9	E	1
343	CSRNP3	FLRT2	E	1
344	CSRNP3	FREM1	E	1
345	CSRNP3	FREM2	E	1
346	CSRNP3	FRK	E	1
347	CSRNP3	FRMPD4	E	1
348	CSRNP3	FRRS1L	E	1
349	CSRNP3	FRY	E	1
350	CSRNP3	FUT10	E	1
351	CSRNP3	GABRG2	E	1
352	CSRNP3	GAL3ST4	E	1
353	CSRNP3	GALNT11	E	1
354	CSRNP3	GCK	E	1
355	CSRNP3	GLT8D2	E	1
356	CSRNP3	GNG2	E	1
357	CSRNP3	GNPTAB	E	1
358	CSRNP3	GRIA3	E	1
359	CSRNP3	GRIP1	E	1
360	CSRNP3	GRIP2	E	1
361	CSRNP3	GRPEL1	E	1
362	CSRNP3	GSTA4	E	1
363	CSRNP3	GUCY1A1	E	1
364	CSRNP3	GUCY1A2	E	1
365	CSRNP3	HDAC9	E	1
366	CSRNP3	HFE	E	1
367	CSRNP3	HLTF	E	1
368	CSRNP3	HMCN1	E	1
369	CSRNP3	HMGCLL1	E	1
370	CSRNP3	IFIT1	E	1
371	CSRNP3	IFT80	E	1
372	CSRNP3	IGDCC4	E	1
373	CSRNP3	IGIP	E	1
374	CSRNP3	IL17RD	E	1
375	CSRNP3	INPP4B	E	1
376	CSRNP3	IRAK1BP1	E	1
377	CSRNP3	ISLR	E	1
378	CSRNP3	JAM2	E	1
379	CSRNP3	KANK4	E	1
380	CSRNP3	KBTBD7	E	1
381	CSRNP3	KCNIP4	E	1
382	CSRNP3	KCNJ3	E	1
383	CSRNP3	KCNN3	E	1
384	CSRNP3	KIAA0586	E	1
385	CSRNP3	KIAA0825	E	1
386	CSRNP3	KIAA1841	E	1
387	CSRNP3	KIF3A	E	1
388	CSRNP3	KIF3C	E	1
389	CSRNP3	KITLG	E	1
390	CSRNP3	KLF12	E	1
391	CSRNP3	KLHL3	E	1
392	CSRNP3	KLLN	E	1
393	CSRNP3	KPNA5	E	1
394	CSRNP3	KRT222	E	1
395	CSRNP3	LCA5	E	1
396	CSRNP3	LCLAT1	E	1
397	CSRNP3	LRRC17	E	1
398	CSRNP3	LRRCC1	E	1
399	CSRNP3	LRRN3	E	1
400	CSRNP3	LRRTM1	E	1
401	CSRNP3	LRRTM3	E	1
402	CSRNP3	LUM	E	1
403	CSRNP3	LYRM7	E	1
404	CSRNP3	MACROD2	E	1
405	CSRNP3	MAP6	E	1
406	CSRNP3	MAP9	E	1
407	CSRNP3	MAPK10	E	1
408	CSRNP3	MBLAC2	E	1
409	CSRNP3	MBNL3	E	1
410	CSRNP3	MCC	E	1
411	CSRNP3	METTL15	E	1
412	CSRNP3	MIR1915HG	E	1
413	CSRNP3	MLLT3	E	1
414	CSRNP3	MMP16	E	1
415	CSRNP3	MNS1	E	1
416	CSRNP3	MORN4	E	1
417	CSRNP3	MRAP2	E	1
418	CSRNP3	MSH2	E	1
419	CSRNP3	MTBP	E	1
420	CSRNP3	NAALAD2	E	1
421	CSRNP3	NAALADL2	E	1
422	CSRNP3	NAP1L3	E	1
423	CSRNP3	NAPEPLD	E	1
424	CSRNP3	NAV3	E	1
425	CSRNP3	NBEA	E	1
426	CSRNP3	NBPF1	E	1
427	CSRNP3	NCALD	E	1
428	CSRNP3	NCKAP5	E	1
429	CSRNP3	NEK1	E	1
430	CSRNP3	NEK11	E	1
431	CSRNP3	NFIA	E	1
432	CSRNP3	NFIB	E	1
433	CSRNP3	NFKBIB	E	1
434	CSRNP3	NID2	E	1
435	CSRNP3	NME5	E	1
436	CSRNP3	NOL4	E	1
437	CSRNP3	NR3C2	E	1
438	CSRNP3	NREP	E	1
439	CSRNP3	NRXN1	E	1
440	CSRNP3	NSUN3	E	1
441	CSRNP3	NTHL1	E	1
442	CSRNP3	NUBPL	E	1
443	CSRNP3	NUDT6	E	1
444	CSRNP3	NYNRIN	E	1
445	CSRNP3	OLFML1	E	1
446	CSRNP3	ONECUT2	E	1
447	CSRNP3	OPHN1	E	1
448	CSRNP3	OSGEPL1	E	1
449	CSRNP3	P2RX7	E	1
450	CSRNP3	PABPC4L	E	1
451	CSRNP3	PACRG	E	1
452	CSRNP3	PBX1	E	1
453	CSRNP3	PBX3	E	1
454	CSRNP3	PCDHA10	E	1
455	CSRNP3	PCDHB13	E	1
456	CSRNP3	PCLO	E	1
457	CSRNP3	PDE5A	E	1
458	CSRNP3	PEAK1	E	1
459	CSRNP3	PECR	E	1
460	CSRNP3	PEG10	E	1
461	CSRNP3	PFKM	E	1
462	CSRNP3	PGR	E	1
463	CSRNP3	PHYHIPL	E	1
464	CSRNP3	PKIA	E	1
465	CSRNP3	PLP1	E	1
466	CSRNP3	PLPPR4	E	1
467	CSRNP3	PNMA8A	E	1
468	CSRNP3	PPIP5K2	E	1
469	CSRNP3	PPM1H	E	1
470	CSRNP3	PREPL	E	1
471	CSRNP3	PRKACB	E	1
472	CSRNP3	PSD3	E	1
473	CSRNP3	PTCH2	E	1
474	CSRNP3	PTN	E	1
475	CSRNP3	PTPRN2	E	1
476	CSRNP3	PUS7L	E	1
477	CSRNP3	PXMP4	E	1
478	CSRNP3	R3HDM1	E	1
479	CSRNP3	RAB9B	E	1
480	CSRNP3	RABGAP1L	E	1
481	CSRNP3	RALGPS1	E	1
482	CSRNP3	RARB	E	1
483	CSRNP3	RASA1	E	1
484	CSRNP3	RASAL2	E	1
485	CSRNP3	RASSF9	E	1
486	CSRNP3	RAVER2	E	1
487	CSRNP3	RBM43	E	1
488	CSRNP3	RCBTB2	E	1
489	CSRNP3	RHOG	E	1
490	CSRNP3	RIC8B	E	1
491	CSRNP3	RNF180	E	1
492	CSRNP3	RPGRIP1L	E	1
493	CSRNP3	RUNX1T1	E	1
494	CSRNP3	SARS1	E	1
495	CSRNP3	SCAI	E	1
496	CSRNP3	SCAMP1	E	1
497	CSRNP3	SCN2A	E	1
498	CSRNP3	SCN2B	E	1
499	CSRNP3	SCN3A	E	1
500	CSRNP3	SCN3B	E	1
501	CSRNP3	SCUBE2	E	1
502	CSRNP3	SEMA3C	E	1
503	CSRNP3	SEMA6D	E	1
504	CSRNP3	SERPINB1	E	1
505	CSRNP3	SESN3	E	1
506	CSRNP3	SGCE	E	1
507	CSRNP3	SHANK2	E	1
508	CSRNP3	SKP2	E	1
509	CSRNP3	SLC18B1	E	1
510	CSRNP3	SLC25A12	E	1
511	CSRNP3	SLC25A40	E	1
512	CSRNP3	SLC2A13	E	1
513	CSRNP3	SLC30A4	E	1
514	CSRNP3	SLC38A11	E	1
515	CSRNP3	SLC39A10	E	1
516	CSRNP3	SLC6A1	E	1
517	CSRNP3	SLC8A1	E	1
518	CSRNP3	SLF2	E	1
519	CSRNP3	SMARCA2	E	1
520	CSRNP3	SMYD2	E	1
521	CSRNP3	SNAP91	E	1
522	CSRNP3	SPEF2	E	1
523	CSRNP3	SPIN1	E	1
524	CSRNP3	SPIN4	E	1
525	CSRNP3	SRGAP3	E	1
526	CSRNP3	ST6GALNAC5	E	1
527	CSRNP3	STAMBPL1	E	1
528	CSRNP3	STMN2	E	1
529	CSRNP3	SYT1	E	1
530	CSRNP3	TAGLN3	E	1
531	CSRNP3	TBC1D19	E	1
532	CSRNP3	TBC1D4	E	1
533	CSRNP3	TBC1D5	E	1
534	CSRNP3	TBC1D8B	E	1
535	CSRNP3	TCF4	E	1
536	CSRNP3	TCTN1	E	1
537	CSRNP3	TENM4	E	1
538	CSRNP3	TET1	E	1
539	CSRNP3	THNSL1	E	1
540	CSRNP3	THY1	E	1
541	CSRNP3	TLR3	E	1
542	CSRNP3	TMEM130	E	1
543	CSRNP3	TMEM144	E	1
544	CSRNP3	TMEM14A	E	1
545	CSRNP3	TMEM169	E	1
546	CSRNP3	TMEM17	E	1
547	CSRNP3	TMEM178B	E	1
548	CSRNP3	TMEM179	E	1
549	CSRNP3	TMEM25	E	1
550	CSRNP3	TMEM65	E	1
551	CSRNP3	TMOD2	E	1
552	CSRNP3	TMX4	E	1
553	CSRNP3	TNFRSF19	E	1
554	CSRNP3	TNFSF13B	E	1
555	CSRNP3	TNRC6B	E	1
556	CSRNP3	TOGARAM1	E	1
557	CSRNP3	TRAM1L1	E	1
558	CSRNP3	TRERF1	E	1
559	CSRNP3	TRIL	E	1
560	CSRNP3	TRIM2	E	1
561	CSRNP3	TRIM6	E	1
562	CSRNP3	TRIQK	E	1
563	CSRNP3	TTC37	E	1
564	CSRNP3	TTC8	E	1
565	CSRNP3	TTLL1	E	1
566	CSRNP3	UBA7	E	1
567	CSRNP3	UNC5C	E	1
568	CSRNP3	UNC80	E	1
569	CSRNP3	VPS45	E	1
570	CSRNP3	VSNL1	E	1
571	CSRNP3	VWA8	E	1
572	CSRNP3	WASF1	E	1
573	CSRNP3	WDR7	E	1
574	CSRNP3	WNK3	E	1
575	CSRNP3	ZBED8	E	1
576	CSRNP3	ZBTB14	E	1
577	CSRNP3	ZBTB41	E	1
578	CSRNP3	ZC2HC1A	E	1
579	CSRNP3	ZC3H6	E	1
580	CSRNP3	ZC4H2	E	1
581	CSRNP3	ZDHHC15	E	1
582	CSRNP3	ZFHX4	E	1
583	CSRNP3	ZFP14	E	1
584	CSRNP3	ZMAT3	E	1
585	CSRNP3	ZMYM4	E	1
586	CSRNP3	ZNF236	E	1
587	CSRNP3	ZNF248	E	1
588	CSRNP3	ZNF30	E	1
589	CSRNP3	ZNF391	E	1
590	CSRNP3	ZNF445	E	1
591	CSRNP3	ZNF491	E	1
592	CSRNP3	ZNF519	E	1
593	CSRNP3	ZNF521	E	1
594	CSRNP3	ZNF618	E	1
595	CSRNP3	ZNF704	E	1
596	CSRNP3	ZNF713	E	1
597	CSRNP3	ZNF737	E	1
598	CSRNP3	ZNF843	E	1
599	CSRNP3	ZNF860	E	1
600	CSRNP3	ZRANB3	E	1
601	CSRNP3	ZSWIM5	E	1
602	CTCF	BCL2L14	A	-1
603	CTCF	CT45A5	A	1
604	CTCF	MEG3	A	1
605	CTCF	PTPRG	A	1
606	CTCF	SLC6A4	A	1
607	CUX1	CR2	C	1
608	CUX2	CAV2	E	1
609	CUX2	CR2	E	1
610	CUX2	FOXP2	E	1
611	CUX2	IL31RA	E	1
612	CUX2	KIF1A	E	1
613	CUX2	OSBPL10	E	1
614	CUX2	PGA4	E	1
615	CUX2	SEC16B	E	1
616	CXXC4	CHST15	D	1
617	CXXC4	HOXB8	D	1
618	CXXC4	PKIB	D	1
619	CXXC4	PTPRG	D	1
620	CXXC4	TRIM36	D	1
621	DBP	AGTR1	E	1
622	DBP	GRIK4	E	1
623	DBP	NAV2	E	1
624	DBP	NDST3	E	1
625	DBP	NINL	E	1
626	DBP	PTPRG	E	1
627	DBP	SEC16B	E	1
628	DLX1	CERS1	E	1
629	DLX1	KIF1A	E	1
630	DLX1	OLFM3	E	1
631	DLX1	PKIB	E	1
632	DLX1	RRH	E	1
633	DLX1	SHH	E	1
634	DLX1	SLC10A4	E	1
635	DLX1	SPINK2	E	1
636	DLX2	ADAMTS18	E	1
637	DLX2	CORO2B	E	1
638	DLX2	FOXP2	E	1
639	DLX2	LMO1	E	1
640	DLX2	NEBL	E	1
641	DLX2	SCN3A	E	1
642	DLX2	SEC16B	E	1
643	DLX3	CPM	E	1
644	DLX3	EGF	E	1
645	DLX3	FOXP2	E	1
646	DLX3	GPR1	E	1
647	DLX3	HOXB8	E	1
648	DLX3	NAV2	E	1
649	DLX3	PPBP	E	1
650	DLX3	RASAL1	E	1
651	DLX3	SEC16B	E	1
652	DLX3	ST18	E	1
653	DLX3	SYCP2L	E	1
654	DLX3	TRIM36	E	1
655	DLX3	VLDLR	E	1
656	DLX3	ZSCAN4	E	1
657	DLX4	CPM	E	-1
658	DLX4	EGF	E	-1
659	DLX4	FOXP2	E	-1
660	DLX4	GPR1	E	-1
661	DLX4	HOXB8	E	-1
662	DLX4	NAV2	E	-1
663	DLX4	PPBP	E	-1
664	DLX4	ST18	E	-1
665	DLX4	SYCP2L	E	-1
666	DLX5	TGM5	E	1
667	DLX6	CPM	E	1
668	DLX6	EGF	E	1
669	DLX6	FOXP2	E	1
670	DLX6	GPR1	E	1
671	DLX6	HOXB8	E	1
672	DLX6	NAV2	E	1
673	DLX6	PPBP	E	1
674	DLX6	ST18	E	1
675	DLX6	SYCP2L	E	1
676	DMBX1	CORO2B	E	-1
677	DMBX1	NAV2	E	-1
678	DMBX1	RGMA	E	-1
679	DMRT1	NUTM1	E	1
680	DMRT1	OLFM3	E	1
681	DMRT1	TCL1A	E	1
682	DMRT2	ACKR3	E	1
683	DMRT2	CEBPA	E	1
684	DMRT2	CSN3	E	1
685	DMRT2	DMRT3	E	1
686	DMRT2	ELOVL7	E	1
687	DMRT2	EYA1	E	1
688	DMRT2	FAM162B	E	1
689	DMRT2	GALNT8	E	1
690	DMRT2	IRX6	E	1
691	DMRT2	LRRN4CL	E	1
692	DMRT2	PLIN1	E	1
693	DMRT2	RIIAD1	E	1
694	DMRT3	AVPR1A	E	1
695	DMRT3	CPM	E	1
696	DMRT3	CYP2C19	E	1
697	DMRT3	DMRT2	E	1
698	DMRT3	FCRL1	E	1
699	DMRT3	NEBL	E	1
700	DMRT3	OLIG1	E	1
701	DMRT3	OSBPL10	E	1
702	DMRT3	ZP1	E	1
703	DMRTB1	ANKRD7	E	1
704	DMRTB1	NUTM1	E	1
705	DMRTB1	SPINK2	E	1
706	DMRTB1	TCL1A	E	1
707	DMRTC2	CYP24A1	E	1
708	DMRTC2	HOXA13	E	1
709	DMRTC2	NUTM1	E	1
710	DMRTC2	OLFM3	E	1
711	DMRTC2	SPINK2	E	1
712	DMRTC2	TCL1A	E	1
713	DNMT1	TIMP3	D	-1
714	DNMT1	EPCAM	D	1
715	DUXA	RFPL4A	E	1
716	E2F1	CLDN5	A	1
717	E2F1	CSRNP3	A	1
718	E2F1	EGF	A	1
719	E2F1	LMO1	A	1
720	E2F8	NAV2	E	1
721	EBF1	CORO2B	C	1
722	EBF1	NAV2	C	1
723	EBF2	AGTR1	E	1
724	EBF2	AVPR1A	E	1
725	EBF2	CAV2	E	1
726	EBF2	CLEC14A	E	1
727	EBF2	CORO2B	E	1
728	EBF2	GNG11	E	1
729	EBF2	GPC6	E	1
730	EBF2	GUCY1A2	E	1
731	EBF2	MEOX1	E	1
732	EBF2	NAV3	E	1
733	EBF2	RGMA	E	1
734	EBF2	SCN3A	E	1
735	EBF2	TIMP3	E	1
736	EBF3	AGTR1	E	1
737	EBF3	AVPR1A	E	1
738	EBF3	CLEC14A	E	1
739	EBF3	GNG11	E	1
740	EBF3	GUCY1A2	E	1
741	EBF3	MEOX1	E	1
742	EBF3	MMP28	E	1
743	EBF3	NAV3	E	1
744	EBF3	RGMA	E	1
745	EBF4	NINL	E	1
746	EBF4	RGMA	E	1
747	EGR1	COL2A1	A	-1
748	EGR1	TFPI2	A	1
749	EGR1	TIMP3	A	1
750	EGR2	LIF	D	1
751	EGR3	BMP8A	E	1
752	EGR3	LIF	E	1
753	EGR3	MMP28	E	1
754	EGR3	MNX1	E	1
755	EGR3	SHH	E	1
756	EGR4	IRX5	E	1
757	ELF2	THAP10	E	1
758	ELF3	CYP24A1	C	1
759	ELF4	CRABP1	E	1
760	ELK3	BGN	E	-1
761	ELK3	CAV2	E	-1
762	ELK3	CLEC14A	E	-1
763	ELK3	DOCK1	E	-1
764	ELK3	GJA1	E	-1
765	ELK3	GNG11	E	-1
766	ELK3	GPC6	E	-1
