	2410163_BL	2450523_BL	2463247_BL	2247707_BL	2620771_BL	2430935_BL	2264225_BL	2297941_BL	2263055_BL	2150901_BL	2370233_BL	2502699_BL	2512641_BL	4128869_BL	4235533_BL	4259035_BL
ATP4B	0	0.000192739301646359	5.96855170766461e-05	6.15732277708669e-05	0	0	0	0	2.02564018110388e-05	0.000161640996071422	0	0.000376740110140177	0.00195270154452632	0.00122038915280776	2.77776098741106e-05	3.67761146285837e-05
ATP6AP1L	0.000247880819471513	0.000818652428070086	0.00068585911173614	0.00496690704018327	0.00164841502003821	0.00145940396074198	0.10019492097638	0.0471888618911007	6.88146062090878e-05	0.000654888103661198	0.00217576180220061	0.000178792275511609	0.00117655392898962	0.0012820388865488	0.00213948586727192	0.0228773297850362
ATP6AP1	0.127429136264168	0.108532602615647	0.113919936559552	0.0754519648756205	0.164197776010496	0.493690197167442	10.6395039304298	18.7026799286938	0.126596770753293	0.0669285307336322	0.636354114602397	0.643843960666396	0.497723145804732	2.05792487473895	0.42638707786469	0.961803678200429
ATP6AP2	1.93976787681661	0.0386902627284756	1.4855209010997	0.514636849109354	1.68563820704668	0.709253462180087	10.294147685621	17.4944776903744	0.0607317744964952	0.137899049209737	13.0157802624697	0.0423521657434132	0.306554796185415	0.0236266597786778	0.297860889573441	0.0979551873451939
ATP6V0A1	0.0026564540147317	0.105461865341609	0.266646692946852	0.147694380406354	0.308652862952918	0.279452439039837	0.639391637917043	1.9128666260168	0.44116890914456	0.460225621322009	5.87517905747455	0.0937731647187773	0.152970831124964	0.238728481523399	0.0834545136279012	0.0246824242549049
ATP6V0A2	0.0254768242107125	0.21560117326796	0.240525624880857	0.184901098671876	1.93565098820623	0.145852469179226	14.9818505450416	6.36156295662536	0.76675774364752	0.17531074346551	1.3485675116443	0.180402054759051	0.0969706410660412	0.520169026969137	0.770307618003836	0.275601689551301
ATP6V0A4	5.92976981762292e-07	4.37831495216297e-05	0.000323321903706498	0.000149045924432623	0	0	0.000636334984256274	0	1.85852094202453e-05	0.000561647148980761	0	0	7.40924875370076e-06	0	0.0240772333207222	0.00050846838184648
ATP6V0B	0.332868637774519	0.0192581818500789	1.18477614219199	0.112180211798357	0.979278807462996	0.166878374884601	6.70014264852669	0.1573561328956	0.176297848106812	0.121268022618942	0.505330809257162	0.769065502908792	0.330035079359368	0.469489127078672	4.81884374631824	0.737686673247887
ATP6V0C	0.0358251774583415	0.00291433881932234	0.194547946927134	0.00151247130467771	0.116467625159434	0.0484678411622395	0.0395067865362076	0.00897030887901685	0.0596642457599319	0.00835684068064198	0.873867685469714	0.00111123365650885	0.0374381723380495	0.00858751302262924	0.0779449169664216	0.558036184136343
ATP6V0D1	0.0706361018201498	0.012860450510882	0.0967642765833296	0.0356371476687996	0.490299651039657	0.135047717325037	0.589676589890484	6.28666761337112	0.101917628045023	0.0638077916330151	4.9428510490709	0.0341723571300917	0.271730451438852	0.182866203359108	3.75274655349735	0.0897759786193187
ATP6V0D2	0.000850901054702976	0	5.97202111403123e-05	1.44617354538721e-05	0	0	4.30737599892351e-06	0.0129017037599142	0.00376962086551302	0	0.0190873176266189	3.71059825373679e-05	0.000165655629814378	4.23014763551798e-05	0	0
ATP6V0E1	0.036714153568852	0.00858705103702003	0.35717770656842	0.266894173200793	0.0359458779051863	0.116896389033023	0.652563323292853	1.04732002817022	0.203523354951464	0.332994599229057	3.18353165403177	0.0419494354585045	0.324574597349639	0.00591338687318175	3.40276303559408	0.182218068879789
ATP6V0E2	0.00330883641146011	0.000493900641538056	0.000794863841072496	0.000276869651413775	0.000184310652040798	0.00168516505773463	0.0031597195069923	0.0101892366361418	0.00233588121280602	0.0124963431567887	0.0880146985720373	0.00154622293030031	0.00966324507250537	0.000727700892530298	0.0147803413708237	0.00459226192608431
ATP6V1A	3.02483177872401	0.0378409656303183	0.635611488132207	0.701505628857732	0.0640740466573815	0.0971143299678042	0.176250920526974	0.0791929147183269	0.106192164086541	0.09665487097154	1.67939389625763	0.0340010790902739	0.736504930154726	0.375189611084509	6.36375809021576	9.11347048177947
ATP6V1B1	0.00209904074153031	0.000693028749100086	0.0167352233312815	0.0233162850387604	0.00109344786141255	0.000281073500761529	0.00661687063840044	0.000147694995844493	0.000450473841947734	0.000635858847719599	0.00292174122734741	0.00351437354880441	0.00110437086542919	0.00163268137684513	0.058300235407138	0.000422263627904394
ATP6V1B2	1.13851998427091	0.330350480873665	1.07681174795999	0.336322955318672	0.125760308466527	0.208389991195335	3.85609767458347	5.34282068352555	0.412089942864989	0.0994445834371821	0.676147164053446	0.276156245684797	0.516878216253936	0.131943976599074	11.8382323079536	0.977653130222376
ATP6V1C1	0.365509195221078	0.0147142812247536	0.0826452880075045	0.0996015907423825	0.679691413489633	0.34068751495031	0.595651100298327	1.35639140299092	0.975544790174733	0.0101753930431748	0.214823756922769	0.988798545393876	0.0199055030653617	0.0547998403269877	0.927142563448132	0.107436750788785
ATP6V1C2	0.00465306346607431	0.000193507853758788	0.00672548909231266	0.00117475243119557	0.000226442678489924	0.00232598751865228	0.00197605037105754	0.000595577068767201	0.00393397947509058	0.003552327071472	0.0569396938097288	0.0141350330668109	0.00014771901110462	0.0165450034011953	0.00051564046176289	0.000485258836491503
ATP6V1D	0.0381494413130871	0.00952394878441388	0.0225294827389544	0.0474574902515023	0.102300043832798	0.35955646025702	0.3239567051428	0.382403274241182	0.182070349882301	0.0633917098674582	2.95361386524169	0.108558172482712	0.0342474136127328	0.299066687984454	0.0171844228141884	0.066466802657853
ATP6V1E1	0.290670498500527	0.0194221265157928	0.211396799061507	0.0929066233967776	0.806827012370193	0.175700824337999	0.572849677605944	0.0364333749487367	0.0505873607625335	0.0168003317302123	0.297904151643913	1.01593675177429	0.0182262825799327	0.765130574313325	0.040019974769066	0.0666970516378656
ATP6V1E2	0.000275350324516169	0.000141573564149883	0.000480243841542449	0.00197008026541485	0.00175170712489396	0.000321217723510363	0.0014276715196374	0.000259052436767516	0.00119397265683478	0.00109340160297473	0.00311897429993256	0.00471407768775977	0.000445834481227081	0.00896239540342568	0.00637428137160491	0.000416613786726682
ATP6V1F	0.0736579156421824	0.003710908781862	0.0607392469221823	0.0545943672605204	0.200379161001352	0.12697551429188	0.0174223901376354	0.030398319414924	0.175654203521641	0.0818078705219714	0.174706138615473	0.130103242501546	0.0489570172949099	2.95522127404462	0.0119429062920725	0.0100503643986251
ATP6V1G1	0.106567433602571	0.011199253195363	0.0754081474441772	0.0400167909136452	0.433608627191542	0.00309010737404836	0.0130112724798247	0.477680737730508	0.133064333211799	0.00850086476305224	1.83201201539534	0.137829209019875	0.0618433511093488	0.0267800677019311	0.0237219311680194	0.0403190636393108
ATP6V1G2	0.00985463402968052	2.35792771570142e-05	5.78650283160582e-05	7.84553737805884e-05	0.00197358877221636	0.000361203352090067	1.78085140756317e-05	0.000270088755700329	0.000225307765046306	0.000331490858830507	0.0132176989324351	0.00464460109236494	0.0357888578160724	8.82961248422556e-05	0.00891989909281328	0.00052067538936022
ATP6V1G3	0	0	0	8.93284091765909e-07	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1H	1.02095459808477	0.0850207922434833	0.345433584808287	0.0820492386644611	0.166974312628557	0.0894052246153783	0.00782748481276218	0.0357222190672142	0.112621520771186	0.0523353934353851	0.243748238232701	0.117351365015832	0.0118709750236206	0.0386196593783209	0.158855540746806	0.0482646328980476
ATP7A	0.0542111977278478	0.0577422646487267	0.102709256532873	0.108529389799298	0.88518029178672	0.962118501638812	0.0412995412898741	0.0259069197581821	0.217241638746346	0.569724827683111	8.6112686372794	0.48601749464366	0.0711551247495655	1.36477040015341	2.27314229191367	0.241449684730289
ATP7B	0.0409697685611298	0.0133396132061196	0.223709559742195	0.0121004842205682	0.0687008004586642	0.100658512661422	0.0317625393959544	0.0024238632840043	0.370740370033575	0.09024070642302	0.38352795911799	0.0323375296035379	0.203215987865198	0.11820707984316	0.815175214141165	0.0103218582337592
ATP8A1	0.155025210243448	0.14524579181833	0.105858106607134	0.3942095553526	0.392295842022188	0.143145393060114	0.130966918845057	0.0701940402491782	2.2660342532924	5.3747291961005	7.40693964566294	15.6457356533288	0.328377779680001	0.167644769027091	10.9409879401349	1.64897023193169
ATP8A2	0	0	0	3.71230773254537e-05	0.000572961493281979	0.000138041766638352	6.52000799560677e-06	0.000536876674419348	0.00159743479477825	0.012833182579191	0.00461199682084623	5.5132862718436e-05	0.00247699471911635	0	0.00550397649373769	7.77251993838448e-05
ATP8B1	0.00875809538286681	0.0254758823804506	0.104587590187534	0.00608707852307548	0.0446909964759945	0.000800414803303633	0.016865799972015	0.00295773456320849	0.00284110405748938	0.0651430931049937	0.676989510104556	0.0234764372035078	0.0185984538371937	0.017900301924743	1.16685827371049	0.0205171247291358
ATP8B2	0.499622993384265	0.0267759373820985	0.800578434307985	0.28914546426555	0.595859206433929	0.384763361812487	0.0444964353706041	0.378902672554171	1.29086845289292	0.991043195786993	4.27675197739791	0.145526979502344	0.0700726370908706	4.59533290128028	9.1934754033732	0.438078103316603
ATP8B3	0.0914247088389329	0.0313336169256457	0.165849014926983	0.0217133236154239	0.0246634108267551	0.0302022373815117	0.00463087269223143	0.0105526817048659	0.208825584918291	0.00850741615907663	0.426711118695139	0.345184878156367	0.0185884381220443	0.0153415447243674	1.37118980496955	0.0096501274037116
ATP8B4	0.0677395964722617	0.209208277560805	6.66614308549706	0.748052316609731	0.337722191609472	0.252173918472099	1.32183746892531	0.267112198217765	16.8684687795606	0.178395038247378	21.545264394582	0.379038761694418	0.760566254902926	0.538086569415471	42.5397541330635	4.36575352985165
ATP8B5P	0.000329998247462713	0	0.00138008995734033	2.71036791311433e-05	2.46013755998201e-05	0	0.00134756207401056	7.94998876625042e-05	0	0	0	5.89935453304229e-05	0	2.32263355519727e-05	9.82375850045416e-05	0
ATP9A	0.891736688063527	0.0243815733479682	0.215720997077725	0.010315577459534	0.00121523011042043	0.0299505884135839	0.297713686367988	0.00268660612182477	0.007385675780771	0.0207607233972966	0.0858902230223728	0.0018416602954096	0.0376873256594112	0.00166102687425829	6.67385085815502	0.141270396060835
ATP9B	0.0582713205737229	0.0417219836481681	0.0461654356157544	0.0116368731504114	0.0332389288489915	0.0481245013662238	0.0963877789414934	0.143425946204799	0.135744799560587	0.508996796589963	1.31916547480732	0.57044797669931	0.0223056423515957	0.350083206582228	5.72272337472797	0.0202221842609211
ATPAF1	0.0246765123618057	0.0106021263096245	0.00383321923008616	0.232859586549746	0.0018953516358158	0.00166599831087449	0.0389448812947422	0.0116925476431892	0.0112815887951626	0.0557391261861577	0.0791665673621922	0.190675127332291	0.00621877820421506	0.0295727304291547	0.0586869712660319	0.00806478225029847
ATPAF2	0.0131984697615638	0.0125574414614392	0.0206228713570342	0.130946903068972	0.0948771419746694	0.142785675253819	0.102813777427888	0.0105451545492093	0.0179721329292293	0.178188963222564	2.31017255944451	0.438117446817781	0.0895434960194156	0.53664513360521	3.40315521712299	0.00220724920245598
ATRIP	0.00570524563867309	0.00404998412474761	0.00417448364747688	0.01010254655171	0.0539804339732949	0.000410541438623577	0.00684836685063649	0.000979605152994857	0.135269141814876	0.0225520954736141	0.399609091629019	0.0674134037679871	0.000890176985824033	0.0090070840398064	0.208345024054864	0.0149707975978418
ATRNL1	2.72662688668549e-07	0.000303422410258292	0.0106458807223594	0.000116715598427438	0	5.27419739799762e-06	0.000287018068477752	1.68813653986973e-05	0.000168211895430695	0.0069522219964473	0	0	2.3408566084867e-05	1.47815710110829e-05	0	0
ATRN	0.0808698562780327	0.016107921782189	0.32710101437123	0.0249130798118611	0.620898013658247	0.0934193617789545	1.99587121008011	1.30131379240484	0.450044185623419	0.52974248704809	6.06649802075728	0.907019495725585	0.790774277994717	0.191076436087507	5.55170043776043	0.322463641266905
ATRX	0.333971076512719	1.15784881575617	0.412847875278449	0.366933127420174	1.39503108055833	1.54980692703784	0.154212030041907	2.89212818112889	4.5500958777004	4.35204777848333	17.0957089497182	3.4990047976713	2.03983488029035	0.52213920131963	20.2165866653165	1.28267305926721
ATR	0.692066833154086	1.30836948370607	0.253239606279799	0.143352584511978	0.274659251928728	1.03028627896465	0.587380949164573	0.122830182967237	0.471367622570901	0.696419548496252	4.54582342342307	0.339805484265849	6.14078142859609	0.0581864970412942	8.17351346164958	0.576587264058255
ATXN10	0.195340012877952	1.35474782728763	0.562115052208655	0.318213431785728	0.440163695361802	0.587988323473124	0.930689947046283	1.01671112215933	0.373816701590408	0.517173452770557	7.35064723683	0.520849998634954	0.897999481400024	0.176325858007437	7.55372958563834	0.346931742608324
ATXN1L	0.125891784495932	0.192424545008055	0.141177187783119	0.164711780864213	0.947479830771231	0.103543970705454	2.02505125811258	0.205602394661963	0.777343045209512	0.118716431024629	3.43363163312002	0.246304536337384	0.0414433975789899	0.058366075698736	2.42733538537536	0.128900039480407
ATXN1	0.00589819829713863	0.0810641127581975	0.083725722762866	0.23182378850397	1.034369377776	0.126474029035744	0.271138842474162	0.211986226642453	0.248028460172267	0.0118879474938455	2.29709442291676	0.335190480379485	0.635505495234532	0.210294410634046	0.189715007372693	0.104508808339023
ATXN2L	0.449558312932493	0.524697347635992	0.846788432706571	1.53841616158788	1.79955824428655	0.572169925316299	0.278842408798524	4.82313938463452	0.0755848191462363	1.45939649147848	22.984453407633	7.45058796664882	10.3442706066295	0.733548340982619	1.63856987503215	0.688894516190958
ATXN2	3.78178297382152	0.585122086803056	0.0541928341821641	0.103620646544469	0.859523453395199	0.223298916206767	0.0697031267658748	0.0725498423273823	0.0368835383340931	0.0629042363765401	0.612654660715769	3.05893261469999	4.93370932859496	0.0450503461772977	10.8964791958839	0.0845725614457577
ATXN3L	0	0	4.89939582195808e-05	0.000191289684275147	0	0	1.0236296640103e-05	0	0	0.000848483464206443	0	0	0	0	0	0
ATXN3	0.338788027640521	0.199056892288586	0.0202090434860745	0.116599872192759	0.0159561335294007	0.0157918256713275	0.0370397548689517	0.961592264518632	0.0964813485355672	0.143015924443142	0.0186393825160233	0.00764363868361591	1.26744574224895	0.164077699975203	0.53647030757006	0.819045398659937
ATXN7L1	0.00645972090419843	0.115975144237967	0.414496278545476	0.0252340611155244	0.0275344086458708	0.0892252953354655	0.0371936535870144	0.139193135330824	0.0422119774392274	0.0470227111568534	0.151006399372439	0.0151555078984337	1.3862330012899	0.0200167152724043	0.227632836840577	0.0467025928789228
ATXN7L2	0.0383587701592622	0.21227899920452	0.0420841136789917	0.00398308651882398	0.00566118956162213	0.0144658691444931	0.00859708506739738	0.134751891775445	0.0342232201361685	0.00780824984665801	0.693240772133449	0.00749840832576287	0.0178203048116823	0.0022232010157166	0.106078725893235	0.00797174503917947
ATXN7L3B	0.021421793228141	0.0389587437556786	0.130019104850321	0.0145596635295963	0.437261234759089	0.171072149292837	0.251045912616956	0.0621733821346904	0.0641554188482879	0.0193212224466374	2.25099356598626	0.17680318996572	0.0662410396874511	0.123258628925853	2.14877040449749	0.01644107286417
ATXN7L3	0.0180296220593548	0.0459868318739972	0.160658314910678	0.00348816894084664	0.365953797097205	0.125410896354387	0.0801550599960274	0.0991145970532325	0.0271399219926836	0.00940372686308022	2.21837047082703	0.169154840810056	0.086495238667995	0.0498677782122623	2.85036828397009	0.0268778149614778
ATXN7	0.471297139128831	0.307121187049319	0.891719741950325	0.603867577703488	0.165604216422515	0.540561563982664	1.17644098298697	0.345788344668374	0.951604612847533	0.464179893191284	10.4636595946393	0.629733828549725	0.517940327343318	0.325523778518927	14.4200947649573	0.903686962086421
ATXN8OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUH	0.00660775290831895	0.00956957570862065	0.449961407361867	0.0796025118187415	0.110446547109672	0.40599980440176	0.153233516903152	0.0987295827657675	0.060645241231358	0.061243109745351	0.347341828686731	0.0638719753580255	0.0194674416833518	0.0241869242316397	2.24320869251291	0.0121267844271919
AUP1	0.0883389706621588	0.129461005039006	0.0302584415914019	2.2805353665322	5.82500579924757	1.43537225020784	2.2454372557023	0.0343927230804936	0.0851128518407964	0.192122292446053	7.55332167844684	0.169112508595616	0.25372207442567	0.0445717893396125	0.807275805270672	0.0513227065206183
AURKAIP1	0.0351826211019302	0.0219757597631592	0.0309132917439374	0.0114090108277356	0.0230707933568359	0.0535180468944585	0.0870934414548384	0.0327748560254565	0.00745759347639916	0.0127539533699093	0.823257134844859	0.00999181895635606	0.0582130480167291	0.0107912254434337	0.644135827551207	0.0025932850284079
AURKA	0.418993626336639	0.0348344901164287	0.0319393907388987	0.243937669666238	0.0120587148748107	0.00298711666276656	0.0817028804469226	0.00247869774856375	0.0122441837281665	0.0176543817620388	3.11010752160014	0.304128610898035	0.0658831134300358	0.190466859666937	0.923564526082382	0.00792893732003606
AURKB	0.0136711436122278	0.015304953120715	0.00573326880290228	0.0159364055317104	8.0840487169704e-05	0.000274686886245128	0.0105289567332759	0.000497192803862123	0.00627041229113996	0.00751905915524543	0.906866040112766	0.126503283615107	0.0112822076349058	0.294516538701213	0.213417029740529	0.00554822248604982
AURKC	0.00936805224803459	0.0289109605860018	0.00165993805516561	0.0111026785536895	0.00366988814957511	0.026406256885597	0.00517312615974834	0.00387104542751158	0.00234194104000323	0.0356273976173923	0.0482254450179791	0.00499289334452433	0.00894721445401811	0.00295993178595993	0.145853445864226	0.000743042733806361
AUTS2	0.22848902095347	0.290655351524668	0.110481045083919	0.030522748041164	0.356028002042573	0.434577443431238	0.785185283274926	0.0682256035486675	0.127553338143456	0.102985672640579	4.21490389457138	0.257149061566011	0.033809280536545	0.16759568240885	2.73302445355216	0.0328798905308993
AVEN	0.11869167510325	0.0152112436177465	0.00597665481846671	0.0021743735395128	0.0137218880260614	0.0229486771353585	0.0104971556761301	0.00860432198846247	0.0377021307982333	0.00654599561846508	0.345053318659319	0.0187601724540296	0.0626800790935928	0.0147776887635009	0.404269145461661	0.00871577937551143
AVIL	0.0476990912132699	0.0269408217720964	0.00972133864442684	0.026808124491441	0.00221204396984423	0.0630214049703305	0.0082016740775924	0.0124350493006033	0.011416823421136	0.0474151791932358	0.0461003377763256	0.0668870707955347	0.00388721603179639	0.0102346684270309	0.265434907741131	0.00690625429576795
AVL9	0.522101967612259	0.0593438623260171	0.146977111921722	0.00978965891320818	0.00419169529801178	0.104794996634389	0.0778043380750231	0.273343277249156	0.0232839928818078	0.157110078015106	0.249841473881645	0.0800321265366723	0.112374887384448	0.102021498275713	0.403011803354316	0.0789838205409829
AVPI1	0.00330856097348362	0.00422879418633686	0.000613420093912405	0.00327438748043053	0.000190723328902033	0.00827281333435028	0.0256460841796533	0.00658943566947801	0.00162636568868262	0.00193199825409368	0.0130254964793847	0.00298821902578138	0.000239560671519401	0.000817331768590952	0.00204861025454912	0.0019224649970731
AVPR1A	0	0.00290909274075602	0.000738579077242331	0.000231321678685954	0	0.0212825342579012	0.000442254777507083	0.00591296527050005	0.000224896497654252	0.00108791849339324	0	0.00464281470732941	0	0.0017177573674097	0.000509390637392856	0.0083163226537919
AVPR1B	0.00286570050498181	0.0025502525648334	0.0132487184705978	0.000115999746355178	0.000331049167670264	0.00770810274079307	0.000606580967892898	0.000675475474199223	0.000377300204129884	0.0413095547982228	0.00125218473178315	0.036122007788254	0.000587119302314478	0.00143397146127301	0.0252431843028353	0.00403215643820212
AVPR2	0.749109667332484	0.0331244537849918	0.132964978178213	0.00433623445225646	0.00643547640216528	0.223491519273591	0.00450066886182167	0.0178011327234984	0.0304579538933303	0.00891306308418061	0.429287172701885	0.212285372709226	0.00690692908723968	0.0143284998977224	0.434866663563767	0.134449151164793
AVP	0.00079210488740376	0	0	0	0	1.46316941938157e-05	0.000349363133148322	1.53783978661969e-05	0.000496832470692883	0	0	0	0.0146085259300496	0	0	3.36415069036393e-05
AWAT1	0.00314580485803899	0.00110770076975459	0.000268492153036386	0.000413643636297909	0.000179986321183391	0.000106003398850858	0.000161883238787276	0.000119596350324088	0.00371368455589573	0.00456431121611465	0.000237640114710984	0.00201166285508107	0.000124258484600713	0.000514190226548461	0.00938490165519601	3.07227381709414e-05
AWAT2	0	0	0	1.89495198236496e-05	0	0	0	9.23064853559558e-05	0	0	0	0.000167746662651421	0	0	0	0
AXIN1	0.463220668188926	0.327508367432345	0.165348769722267	0.067994774124267	0.0746907114542085	0.368422547626965	0.0665135734111703	0.331683459705649	0.466112962008385	0.104056092744416	0.435766206933567	0.017235865741279	0.149722619782511	0.443185238354316	0.411370410861021	0.137991686274857
AXIN2	0	0.0133736544043675	0.00173750689726795	0.00115450948098532	1.64350911486144e-05	0.00429322693797174	0.0159090467912494	0.0202078288179083	0	0.023995484591375	0.015309818212349	0.00796293926303457	0.00351454841982358	0.0123023026425927	0.00269835975795551	0.00186242043174813
AXL	0.0103758220157117	0.0124513727262815	0.0014296676767647	0.0083936757945094	4.35110032660045e-06	0.0212705541547403	0.00354499677424821	0.00153242689987861	0.00042859702094369	0.00112478903421962	0.783997666395696	0.0635332538897709	0.00202733559182933	0.0052991632363162	0.00262696032352133	0.00240441708462724
AZGP1	0	0	8.59236851007463e-06	0	0	0	0	0	0	0	0	0.000110318932564352	0	0	0	0
AZI2	0.171061210393794	0.336148983986035	0.00717715505641288	0.019725489336089	0.00281092193006308	0.513550226549968	0.0180343921279439	0.0396894882392493	1.56982726868582	0.0877656041035731	1.6819017948754	0.180392727920982	0.00248098446612886	0.0131768416237264	0.266751945209011	0.000839080112126858
AZIN1	0.122644451538845	0.599331747950603	0.0478019450534121	0.0691413276122127	0.115932003787485	1.05772926301002	0.734757407046641	0.314913906658544	3.7404262955417	0.224372729607181	0.885765179885851	0.194510241838887	0.0292558588514334	0.0377332233435883	2.10332305435854	0.121589195526338
AZU1	0.303199037309068	0.99642404866814	0.666827494050187	0.0993669245690488	0.0539670502842884	0.261950004426599	0.00374176913519539	0.698504871168937	3.0967134497058	0.0486178197753014	8.60948397647794	1.13874432201542	1.39110938265125	0.043470751411301	6.53866252997798	0.0876321246687134
B2M	73.8109704241323	1.48758259669131	1.8205170883606	7.55955598027617	2.19560373291925	7.68084889020339	72.3320324872753	18.7734338766344	167.179420947135	7.3784252557762	24.4731086171188	5.04013828602975	1.5802644738344	0.705057936691192	14.0823985440664	16.1132429550925
B3GALNT1	1.60506475856439	0.00958002176386347	0.0701920850774455	0.0520859141901269	0.00359100843520159	0.0175616435301005	0.542791630085324	0.00374483188425443	0.0456588560940866	0.0567829290780555	0.142010460928076	0.0114894550798627	0.0083393646228872	0.005482445558181	0.209798098317643	0.00680884544626507
B3GALNT2	0.836871144080585	0.134870969797165	0.0583670911297319	0.112086581593979	0.0135445043156185	0.00122734973090362	0.100365166424459	0.194774659405689	0.280447118596967	0.0272715818699105	0.262690461446695	0.00299945161138632	0.0754264159441994	0.0958295629182752	2.52161858328406	0.0408998901449259
B3GALT1	1.32549385420088e-05	2.5635178325469e-05	3.90733420441344e-05	0	0	3.56897555772044e-05	7.98017304866392e-06	0	0.000716080246518428	3.72836041221637e-05	0.00455517550477832	0.000300371211283381	0.000199386286375298	0	0.000410853558836045	2.07633901861705e-05
B3GALT2	0.000797142901170675	0.00102537831447168	0.00599746250134378	0.000293931922975007	0.00139294198225337	0.00108324250445269	6.05434255251861e-05	0.00699118578407035	0.0812641561643067	0.0122663057561918	0.0143245562688657	0.000239965132943022	0.0011323426150125	0.00396563176469948	0.0182298635616206	0.00166373318799443
B3GALT4	0.0214866229288672	0.131229195150913	0.00755734632655224	0.00252071463817253	0.000766886416895347	0.0434022019746729	0.0393021345049336	0.0281662217580013	0.0517535953891926	0.00938965378988091	0.0323039158436702	0.00255601113487812	0.00104654752564413	0.0320262050351176	0.276096264045794	0.0193877934770968
B3GALT5	0	0	0	0	0	0	0	0	0.016009689425543	0	0	0	0	0	0	0
B3GALT6	0.00207964436503942	0.00037103794558274	0.000658823421287771	0.000994877464374057	0.00240160954655796	0.00279327388527992	0.0295401718778348	0.000955381620817701	0.0007933078243492	0.00186231672998626	0.0555775117957732	0.00634196241041421	0.00303067861999881	0.0022130714390674	0.00429359569809322	0.00764268315699205
B3GAT1	0	0.000108578353956235	0.00207301112209735	0.000805098997079445	0.000395569335190983	0.0103784579643854	0.00225921613779669	0.082191892243718	0.0048346129651556	0.0670624347157345	0.0130594807937227	0.000227606979418741	0.00212871971192024	0.00230347319761229	0.0210008593878866	0.00344829480357457
B3GAT2	3.23623321944603e-06	0	0	0.000313570791550241	2.76887152828558e-05	0	0	0	0	0.000546045839286852	0	3.8377200770183e-05	0.000124182043616634	1.53672056742439e-05	0.00174347300464322	0
B3GAT3	0.0724650146220225	0.0170407614327809	0.0201884110630639	0.0197147889652176	0.00557878606253965	0.0257236359434561	0.506370233108534	0.169700410949	0.40666747090756	0.0869758589104414	0.102373182744637	0.0443143423982317	0.0878207290715588	0.20211220088748	1.79229024877323	0.143227387734186
B3GNT2	0.0996354621972745	0.0919229333111206	0.0472800085014815	0.436861511520595	0.0248705607952182	0.0109972056843266	0.163788990242979	0.0244550028762639	0.124260899478336	0.00861893915135179	0.0182873273678814	1.4317585007371	0.0550903083519583	0.335909991492334	2.59515956741143	0.22421396794101
B3GNT3	2.75336880742811e-05	0.000576854889122223	0	0.000409185280414526	6.97736494946706e-06	0	0.00014130526042806	0.000112913798666521	0.000845569013828629	0.000419085633436482	0	0.00301984278828965	0	2.31005814389582e-05	0	0.00105888170081905
B3GNT4	0.000923469933623535	0.000914833200108373	9.31457895467719e-05	0.00673880927081045	0.00147841010331326	0.0383354526754276	0.00220436206267774	0.000482937220599225	0.00953409699650251	0.00536429610798696	0.0525403532564298	0.000957311749703123	0.00111540187854409	0.00015861210775746	0.0732258661950151	0.0031489275751203
B3GNT5	0.250132019132815	0.0991591141706431	0.00926190701816262	0.018932687572608	0.0412827468617169	0.50045944973646	0.0360891492850823	0.146411294068252	0.00563940180265051	0.00359674684503413	0.170105087975009	0.144850247705305	0.00265405511313093	0.0131104094189379	0.412331365598121	0.0446480743218961
B3GNT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT7	0.000491276871671193	0.00548504104882071	0.0160414249945632	0.00353352245413037	0.00178678736416765	0.0321662000081257	0.00063988635947857	0.258468528870822	0.00960275747534547	0.006875330866482	0.0488959242467811	0.00152425567571507	0.0619249194049465	0.000530800175594736	0.00555544656049664	0.0154879928029863
B3GNT8	0.0706760998643327	0.511270277291927	0.0521195277442953	0.0154607872847807	0.346982346948402	0.212824958333486	0.485872139004596	0.0223917011434048	0.0563359231065619	0.0109647693665245	0.655481909840713	0.0383829546727766	0.179137757974479	0.0337463729555154	1.99903724363946	0.0427927569834326
B3GNT9	0.00305724076785927	0.0161954233975215	0.000654721050998295	0.00197402217707135	0.000342018140677637	0.000815021150630247	0.0017728920768214	0.00324288891880693	0	0.000130559916606019	0.00196012411824788	0.000266522084232458	0.00106338057807132	0.00023795483212966	0.0198044752877468	0.000885053122887408
B3GNTL1	0.204385142895059	3.88046573832659	0.0556271112170751	0.56563729905542	0.0186295260839993	0.0161896091884327	0.210900286638545	0.0305842078738985	0.0190263847353848	0.175298520253665	1.52165215501659	0.051226065251516	0.0919693804810823	0.0737947603182835	0.339738014156767	0.121977250308056
B4GALNT1	2.96554091371536e-05	0	8.7613182210306e-05	8.89239066561692e-05	0	0	1.41812555456105e-05	0.000507248766817198	2.76256140025359e-05	0	0	2.21563628604034e-05	0.000926424921188385	0.0111562325520535	0	0
B4GALNT2	0	0	0	1.55493090532407e-06	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT3	8.91693245715481e-05	0.0017791241281696	0.000197245785978072	8.90766470127818e-05	4.13930090005161e-05	0.00138485497131753	0.000644391555152164	0.0010259384801864	4.5101651772842e-05	0.00363677663047162	0.0776011455023284	0.00454258361144927	0.000227407748070814	0.00117324678715611	0.000247800768956073	0.0780211412202062
