"name"	"mIDH2_R140"	"mIDH2_R172"	"distance"
"29"	"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0112
"30"	"1,1-dichloroethylene"	0	0	0.0112
"31"	"1,2-Diacyl-Sn-Glycerol"	0.233119884927975	0.230624074631488	0.0054
"32"	"1,2-diacylglycerol-LD-PC"	0.284641354282838	0.284679854660561	0.0063
"33"	"1,2-diacylglycerol-LD-PE"	0	0	0.0112
"34"	"1,2-diacylglycerol-LD-PI"	0.107681842594482	0.106182722966119	0.0083
"35"	"1,2-diacylglycerol-LD-PS"	0	0	0.0112
"36"	"1,2-diacylglycerol-LD-SM"	0	0	0.0112
"37"	"1,2-diacylglycerol-LD-TAG"	0.266213899823182	0.265405430921243	0.006
"38"	"1,2-diacylglycerol-VLDL"	0.260983707270382	0.257449379968373	0.0042
"39"	"1,2-diacylglycerol-bile-PC"	0	0	0.0112
"40"	"1,2-diacylglycerol-chylomicron"	0.265966296660335	0.266388271032402	0.0069
"41"	"1-Acyl"	0.233119884927975	0.230624074631488	0.0054
"42"	"1-Acylglycerone"	0	0	0.0112
"43"	"1-Alkyl-2-Acetyl-Sn-Glycerol"	0.219392208234846	0.217686046570661	0.0062
"44"	"1-Alkyl-Sn-Glycerol"	0	0	0.0112
"45"	"1-Arachidonoyl"	0.233119884927975	0.230624074631488	0.0054
"46"	"1-Didecanoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"47"	"1-Dihomo-Linolenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"48"	"1-Dihomo-Linolenoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"49"	"1-Docosahexenoylglyceroethanolamine"	0.126987034394579	0.124283741248054	0.0071
"50"	"1-Docosahexenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"51"	"1-Docosapentenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"52"	"1-Docosatetraenoyglycerophosphoethanolamine"	0.151542793415966	0.149694983326989	0.0073
"53"	"1-Docosatetraenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"54"	"1-Eicosadienoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"55"	"1-Eicosapentenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"56"	"1-Eicosatetraenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"57"	"1-Eicosatrienoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"58"	"1-Eicosatrienoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"59"	"1-Eicosenoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"60"	"1-Gamma-Linolenoyl-Cholesterol,"	0.252520357213572	0.251291628325079	0.0059
"61"	"1-Heptadecanoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"62"	"1-Hexadecenoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"63"	"1-Lignocericylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"64"	"1-Linoleoyl-Cholesterol,"	0.252520357213572	0.251291628325079	0.0059
"65"	"1-Linoleoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"66"	"1-Linoleoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"67"	"1-Myristoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"68"	"1-Nonadecanoylglycerophosphocholine,"	0.126897170290721	0.124137005059139	0.0071
"69"	"1-Octadeca-Trienoylglycerophosphocholine,"	0.126897170290721	0.124137005059139	0.0071
"70"	"1-Oleoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"71"	"1-Oleoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"72"	"1-Palmitoleoylglycerophosphocholine"	0.126897170290721	0.124137005059139	0.0071
"73"	"1-Pentadecanoylglycerophosphocholine,"	0.126897170290721	0.124137005059139	0.0071
"74"	"1-Pentadecanoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"75"	"1-Timnodnoyl-Cholesterol,"	0.252520357213572	0.251291628325079	0.0059
"76"	"1-Tridecanoylglycerophosphoethanolamine"	0.126987034394579	0.124283741248054	0.0071
"77"	"1-Vaccenoyl-Cholesterol,"	0.252520357213572	0.251291628325079	0.0059
"78"	"1-acyl-PE"	0	0	0.0112
"79"	"1-acylglycerol-3P"	0.267477615533672	0.266870180561172	0.0061
"80"	"1-acylglycerol-3P-bile-PC"	0	0	0.0112
"81"	"1-acylglycerol-LD-PC"	0	0	0.0112
"82"	"1-acylglycerol-LD-PE"	0	0	0.0112
"83"	"1-acylglycerol-LD-PI"	0	0	0.0112
"84"	"1-acylglycerol-LD-PS"	0	0	0.0112
"85"	"1-acylglycerol-LD-SM"	0	0	0.0112
"86"	"1-acylglycerol-LD-TG1"	0	0	0.0112
"87"	"1-acylglycerol-VLDL"	0.260321228406215	0.260505378401562	0.0068
"88"	"1-acylglycerol-chylomicron"	0.262779034309504	0.263247305800677	0.0069
"89"	"1-alpha,25-dihydroxyvitamin"	0.411278038602839	0.408946376857635	0.0024
"90"	"1-hydroxy"	0.460745751934367	0.45679723137682	4e-04
"91"	"10,11-epoxy-(4Z,7Z)-hexadecadienoic"	0	0	0.0112
"92"	"10,13,16,19-docosatetraenoic"	0.261064788748628	0.2607241759278	0.0064
"93"	"10,13,16-docosatriynoic"	0.3251937887104	0.322494138385224	0.0036
"94"	"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic"	0.229696655014689	0.229829135370729	0.0073
"95"	"11-Eicosenoyl"	0	0	0.0112
"96"	"11-Octadecenoyl"	0.263530981533728	0.263444960858036	0.0065
"97"	"11-dehydro-thromboxane"	0.312579513671201	0.309047322378071	0.0033
"98"	"12,13-epoxy-(6Z,9Z)-octadecadienoic"	0	0	0.0112
"99"	"12,13-epoxylinoleic"	0.12536616422349	0.124099224886823	0.0081
"100"	"12,15,18,21-tetracosatetraenoic"	0.261371090855243	0.261169504337407	0.0065
"101"	"12-Dehydrocholic"	0.290133313806634	0.290915731192955	0.0067
"102"	"12-hydroxydodecanoic"	0.376272740430504	0.370950847780482	9e-04
"103"	"13,14-dihydro-15-oxo-lipoxin"	0	0	0.0112
"104"	"13,14-dihydro-lipoxin"	0.258873686338881	0.258471575900897	0.0064
"105"	"13,15-O-didesmethyl"	0.417340109322472	0.416016011548419	0.003
"106"	"13,16,19-docosatrienoic"	0.258416965570114	0.254927011125459	0.0043
"107"	"13-Docosenoyl"	0	0	0.0112
"108"	"13-O-desmethyl"	0.444302391123404	0.442684478631335	0.0023
"109"	"14-hydroxytetradecanoic"	0.376141745211258	0.371045619418994	0.0011
"110"	"15-Keto-Prostaglandin"	0.507083319232254	0.505002295198817	9e-04
"111"	"15-dehydro-prostaglandin"	0.0821420199913709	0.080845182352006	0.0089
"112"	"15-deoxy-prostaglandin"	0.312563825489971	0.308981601733388	0.0032
"113"	"15-epi-lipoxin"	0.300930204351775	0.299553581074448	0.005
"114"	"15-keto-prostaglandin"	0	0	0.0112
"115"	"15-oxo-lipoxin"	0.329669035031334	0.336496208876381	0.0102
"116"	"15-oxo-prostaglandin"	0	0	0.0112
"117"	"16-5-5"	0.250945612923814	0.255882071302974	0.0103
"118"	"16-hydroxyhexadecanoic"	0.438892727976032	0.43372839545948	-1e-04
"119"	"17alpha-hydroxypregnenolone"	0.3132759688514	0.311083318099666	0.0042
"120"	"2,3-Epoxy-Alpha-Tocopheryl"	0.110803098371323	0.109278376599987	0.0082
"121"	"2,3-dihydro-2-S-glutathionyl-3-hydroxy"	0	0	0.0112
"122"	"2,4,7,10,13,16,19-Docosaheptenoyl"	0	0	0.0112
"123"	"2,4,7,10,13,16-Docosahexenoyl"	0	0	0.0112
"124"	"2,4,7,10,13-Hexadecapentaenoyl"	0	0	0.0112
"125"	"2,4,7,10-Hexadecatetraenoyl"	0	0	0.0112
"126"	"2,4,7-Decatrienoyl"	0	0	0.0112
"127"	"2,5,8,11,14-Eicosapentaenoyl"	0	0	0.0112
"128"	"2,5-diaminopyrimidine"	0.266233494439545	0.280453834853486	0.0165
"129"	"2,6,10-Trimethyl"	0	0	0.0112
"130"	"2,6,9,12,15-Octadecapentenoyl"	0	0	0.0112
"131"	"2,6,9,12-Octadecatetraenoyl"	0	0	0.0112
"132"	"2,6,9-Dodecatrienoyl"	0	0	0.0112
"133"	"2,6-Dodecadienoyl"	0	0	0.0112
"134"	"2,7,10,13,16,19-Docosahexenoyl"	0	0	0.0112
"135"	"2,7,10,13,16-Docosapentenoyl"	0	0	0.0112
"136"	"2,7,10,13-Hexadecatetraenoyl"	0	0	0.0112
"137"	"2,7,10-Hexadecatrienoyl"	0	0	0.0112
"138"	"2,7-Decadienoyl"	0	0	0.0112
"139"	"2-(S-glutathionyl)acetyl"	0	0	0.0112
"140"	"2-Hydroxyadipic"	0.460346687729205	0.460796638209351	0.0035
"141"	"2-Methyl-3-Oxo-Valeryl"	0.271967919107851	0.289946919774653	0.019
"142"	"2-amino-3-carboxymuconate"	0	0	0.0112
"143"	"2-aminoadipate"	0.31666850207715	0.31707094055149	0.006
"144"	"2-aminomuconate"	0	0	0.0112
"145"	"2-hydroxy"	0.411278038602839	0.408946376857635	0.0024
"146"	"2-hydroxy-atorvastatin-acid"	0.378356135907013	0.380450413785814	0.0061
"147"	"2-hydroxy-atorvastatin-lactone"	0.368492132874169	0.37059362251661	0.0062
"148"	"2-lysolecithin"	0.266923330867646	0.266960272862392	0.0066
"149"	"2-methoxy-6-all"	0	0	0.0112
"150"	"2-methylglutaconic"	0	0	0.0112
"151"	"20-OH-hepoxilin"	0	0	0.0112
"152"	"20alpha,22beta"	0	0	0.0112
"153"	"23S,25,26-trihydroxyvitamin"	0	0	0.0112
"154"	"23s,25-dihydroxyvitamin"	0	0	0.0112
"155"	"24(R),25(R)-Varanoyl"	0.311444073842434	0.312575614714149	0.0066
"156"	"24,25,26,27-Tetranor-23-Oxo-Hydroxyvitamin"	0	0	0.0112
"157"	"24-Oxo-25(R)-Trihydroxycoprostanoyl"	0.296244510077724	0.298232197797664	0.0074
"158"	"24-oxo-1alpha,23,25-trihydroxyvitamin"	0	0	0.0112
"159"	"24-oxo-1alpha,25-dihydroxyvitamin"	0	0	0.0112
"160"	"24R,25-dihyoxyvitamin"	0.3132759688514	0.311722700039357	0.0047
"161"	"25-hydroxyvitamin"	0.430568365932849	0.428572137269028	0.0023
"162"	"3''-hydroxy-lovastatin"	0.3132759688514	0.311722700039357	0.0047
"163"	"3',5'-dihydrodiol-simvastatin-lactone"	0.3132759688514	0.311722700039357	0.0047
"164"	"3'-alpha,5'beta-dihydroxy-pravastatin"	0.411661236142799	0.413035008014513	0.005
"165"	"3'-hydroxy-iso-delta-4',5'-hydroxy"	0.3132759688514	0.311722700039357	0.0047
"166"	"3'-hydroxy-simvastatin-acid"	0.3132759688514	0.309250521916477	0.0029
"167"	"3'-hydroxy-simvastatin-lactone"	0.187838146419845	0.18480891931731	0.0058
"168"	"3(S)-2-Hydroxyphytanoyl"	0	0	0.0112
"169"	"3(S)-3-Hydroxydodecen-(5Z)-Oyl"	0.311444073842434	0.312575614714149	0.0066
"170"	"3(S)-Hydroxy-Cis-9-Octadecenoyl"	0.242147598040676	0.243428175565207	0.0079
"171"	"3(S)-Phytanoyl"	0.282170081726671	0.281656587223426	0.0059
"172"	"3,4-dihydro-3-hydroxy-4-S-glutathionyl"	0	0	0.0112
"173"	"3,6,9,12,15-Octadecapentenoyl"	0	0	0.0112
"174"	"3,6,9,12-Octadecatetraenoyl"	0	0	0.0112
"175"	"3,6,9-Dodecatrienoyl"	0	0	0.0112
"176"	"3,6-Dodecadienoyl"	0	0	0.0112
"177"	"3,7,10,13,16,19-Docosahexenoyl"	0	0	0.0112
"178"	"3,7,10,13,16-Docosapentenoyl"	0	0	0.0112
"179"	"3,7,10,13-Hexadecatetraenoyl"	0	0	0.0112
"180"	"3,7,10-Hexadecatrienoyl"	0	0	0.0112
"181"	"3,7-Decadienoyl"	0	0	0.0112
"182"	"3-(3-Hydroxy-Phenyl)Propionate"	0.381100685158718	0.379008701109231	0.0031
"183"	"3-(acyloxy)acyl"	0	0	0.0112
"184"	"3-Adenosine"	0	0	0.0112
"185"	"3-Dehydrochenodeoxychollyc"	0.291485408253766	0.292248966161966	0.0067
"186"	"3-Dehydrocholic"	0.291462340874221	0.292118945508274	0.0066
"187"	"3-Hexenoyl"	0	0	0.0112
"188"	"3-Hydoxy-Suberic"	0.3132759688514	0.310348737288891	0.0037
"189"	"3-Hydoxy-Suberyl"	0	0	0.0112
"190"	"3-Hydroxy"	0.36317434334255	0.361591588800436	0.0038
"191"	"3-Hydroxy-Adipoyl"	0	0	0.0112
"192"	"3-Hydroxy-Glutaryl"	0	0	0.0112
"193"	"3-Hydroxy-Isovaleryl"	0.363622980293747	0.362769014134856	0.0043
"194"	"3-Hydroxy-Octadecenoyl"	0.278283093038622	0.27615340874385	0.0049
"195"	"3-Hydroxy-Sebacic"	0.311219873680657	0.308760732663495	0.0041
"196"	"3-Hydroxy-Sebacoyl"	0	0	0.0112
"197"	"3-Hydroxy-Tetradecanoyl"	0.364052061036611	0.362642165494238	0.0039
"198"	"3-Hydroxycinnamic"	0.151542793415966	0.149694983326989	0.0073
"199"	"3-Hydroxyhexadecanoyl"	0.256482019639625	0.248965035999138	0.0015
"200"	"3-Hydroxyhexadecenoyl"	0.255743903751577	0.248196930760309	0.0015
"201"	"3-Hydroxyisovaleric"	0.285760403167845	0.287773168651798	0.0076
"202"	"3-Hydroxyisovaleryl"	0.318235052591926	0.312711363968265	0.0018
"203"	"3-Hydroxyoctadecadienoyl"	0.255868243889202	0.248451401110923	0.0016
"204"	"3-Hydroxyoctadecanoyl"	0.295869621072345	0.293970809750975	0.0047
"205"	"3-Hydroxyoctadecenoyl"	0.245368493455156	0.237037858412684	0.0011
"206"	"3-Hydroxyphenylpropionic"	0.151542793415966	0.149694983326989	0.0073
"207"	"3-Oxo-Cis-8-Tetradecenoyl"	0.300704157534847	0.302316387972934	0.0071
"208"	"3-Oxo-Cis-9-Octadecenoyl"	0	0	0.0112
"209"	"3-Oxolaur-Cis-5-Enoyl"	0.303758698665044	0.305746718685185	0.0073
"210"	"3-deoxy-D-glycero-D-galacto-2-nonulosonic"	0.365789283960034	0.363805914464387	0.0034
"211"	"3-hydroxy"	0.446815828451827	0.444430522662695	0.0017
"212"	"3-sulfinylpyruvic"	0	0	0.0112
"213"	"31-O-Desmethyl,19-Hydroxy,37,"	0.3132759688514	0.311722700039357	0.0047
"214"	"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl"	0	0	0.0112
"215"	"4,7,10,13-Hexadecatetraenoyl"	0	0	0.0112
"216"	"4,7,10-Hexadecatrienoyl"	0	0	0.0112
"217"	"4,7-Decadienoyl"	0	0	0.0112
"218"	"4,8-Dimethylnonanoyl"	0.318724070309692	0.322489738293205	0.0083
"219"	"4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic"	0	0	0.0112
"220"	"4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol"	0	0	0.0112
"221"	"4-hydroxy-2-quinolinecarboxylic"	0.355690225286614	0.362354780635494	0.0096
"222"	"4-hydroxy-atorvastatin-acid"	0.374559978389872	0.376628831869676	0.0061
"223"	"4-hydroxy-atorvastatin-lactone"	0.374559978389872	0.376627257368716	0.0061
"224"	"4-hydroxyretinoic"	0.381100685158718	0.377136377291524	0.0018
"225"	"4-hydroxyvitamin"	0	0	0.0112
"226"	"4-methylthio-2-oxobutanoic"	0	0	0.0112
"227"	"5,6-Epoxy-Alpha-Tocopheryl"	0.110803098371323	0.109278376599987	0.0082
"228"	"5,6-epoxy-(8Z)-tetradecenoic"	0	0	0.0112
"229"	"5,8,11,14,17-Eicosapentenoic"	0.285312322155085	0.28616409425729	0.0068
"230"	"5,8,11,14,17-Eicosapentenoyl"	0	0	0.0112
"231"	"5,8,11,14-Eicosatetraenoyl"	0	0	0.0112
"232"	"5,8,11-Tetradecatrienoyl"	0	0	0.0112
"233"	"5,8-Tetradecadienoyl"	0	0	0.0112
"234"	"5-Dodecenoyl"	0	0	0.0112
"235"	"5-Hydroxyhexanoic"	0.307165734116971	0.305865594482384	0.0049
"236"	"5-Octenoyl"	0	0	0.0112
"237"	"5-S-Cysteinylglycine"	0.402803634998171	0.399500967222316	0.0019
"238"	"5-amino-2-oxopentanoic"	0.411278038602839	0.408946376857635	0.0024
"239"	"6'-beta-carboxy-simvastatin-acid"	0.3132759688514	0.311722700039357	0.0047
"240"	"6'-beta-carboxy-simvastatin-lactone"	0.107681842594482	0.106182722966119	0.0083
"241"	"6'-beta-hydroxy"	0.3132759688514	0.311722700039357	0.0047
"242"	"6'-beta-hydroxy-lovastatin"	0.313055931660924	0.311857805391806	0.0049
"243"	"6'-beta-hydroxy-lovastatin-acid"	0.187838146419845	0.187281256458739	0.0075
"244"	"6'-beta-hydroxy-methyl-simvastatin-acid"	0.3132759688514	0.311722700039357	0.0047
"245"	"6'-beta-hydroxy-methyl-simvastatin-lactone"	0.107681842594482	0.106182722966119	0.0083
"246"	"6'-exomethylene-lovastatin"	0.313055931660924	0.311857805391806	0.0049
"247"	"6'-exomethylene-lovastatin-acid"	0.3132759688514	0.311722700039357	0.0047
"248"	"6'-exomethylene-simvastatin-lactone"	0	0	0.0112
"249"	"6-oxo-prostaglandin"	0.465374559275551	0.463080975354176	0.0015
"250"	"7,10,13-Hexadecatrienoyl"	0	0	0.0112
"251"	"7,10-Hexadecadienoyl"	0	0	0.0112
"252"	"7,8-epoxy-(4Z,10Z)-hexadecadienoic"	0	0	0.0112
"253"	"7-Dehydrochenodeoxycholic"	0.290133313806634	0.290915731192955	0.0067
"254"	"7-Dehydrocholic"	0.290133313806634	0.290915731192955	0.0067
"255"	"7-Tetradecenoyl"	0	0	0.0112
"256"	"7-palmitoleic"	0.324026485651313	0.322006164801679	0.0041
"257"	"7Z,10Z-Hexadecadienoic"	0.302291118809013	0.301011744056685	0.005
"258"	"7alpha-hydroxy-3-oxo-4-cholestenoic"	0.137160068061342	0.137035532863642	0.0087
"259"	"8,11-eicosadienoic"	0.330148918990038	0.32667149537034	0.003
"260"	"8,9-epoxy-(5Z)-tetradecenoic"	0	0	0.0112
"261"	"9,10-epoxy-(6Z,12Z)-octadecadienoic"	0	0	0.0112
"262"	"9-Octadecenoyl"	0	0	0.0112
"263"	"9-eicosenoic"	0.283930721964025	0.27972769903639	0.0033
"264"	"9-heptadecylenic"	0.324554318481561	0.321829670576911	0.0036
"265"	"A1BG"	0.415507683616777	0.389005961886755	-0.0146
"266"	"A1CF"	0.510995843140226	0.550810433435542	0.0301
"267"	"A2M"	0.523333081346658	0.581627286312389	0.0428
"268"	"A2ML1"	0.475409397095664	0.486055264887804	0.0103
"269"	"A2ML1-AS1"	0.261377562052266	0.260940407582176	0.0063
"270"	"A2ML1-AS2"	0.281544181988823	0.284062423689427	0.008
"271"	"A3GALT2"	0.240753764755348	0.246786193107428	0.0112
"272"	"A4GALT"	0.634834172281561	0.615836910833149	-0.0132
"273"	"A4GNT"	0.580410158904782	0.611804040766549	0.023
"274"	"AAA1"	0.448063658316548	0.467286258051786	0.0168
"275"	"AAAS"	0.64079581337411	0.644809126212871	0.0028
"276"	"AACS"	0.668207012120762	0.654900032776228	-0.0098
"277"	"AADAC"	0.602874192507461	0.626601190712743	0.0172
"278"	"AADACL2"	0.382516148322266	0.467146061192707	0.0636
"279"	"AADACL3"	0.463824288214904	0.50881506116137	0.0345
"280"	"AADACL4"	0.417924300740382	0.414275345874886	0.0014
"281"	"AADAT"	0.621855895554582	0.612952829491611	-0.0059
"282"	"AAG1"	0.550676621884319	0.550704632735659	0.0016
"283"	"AAGAB"	0.486421410225292	0.530926771698641	0.0338
"284"	"AAK1"	0.736473542752029	0.737539131940101	-9e-04
"285"	"AAMDC"	0.245107523335729	0.265960788620123	0.0215
"286"	"AAMP"	0.421687228701	0.424465455763238	0.0058
"287"	"AANAT"	0.61656461729622	0.652008744439021	0.0252
"288"	"AAR2"	0.310472963460161	0.310954563137489	0.0061
"289"	"AARS"	0.47715582344587	0.48411874895072	0.0077
"290"	"AARS1"	0.435835978630857	0.436032703832688	0.0037
"291"	"AARS2"	0.496933877071677	0.49587878989241	0.0018
"292"	"AARSD1"	0.593730723625382	0.606983420670679	0.0101
"293"	"AASDH"	0.64512248805627	0.638575197114603	-0.0046
"294"	"AASDHPPT"	0.583006349689649	0.586339835844937	0.0033
"295"	"AASS"	0.640757241246193	0.652017049534022	0.0079
"296"	"AATF"	0.594831999138498	0.593504789147991	-1e-04
"297"	"AATK"	0.548864883336884	0.547433504812956	6e-04
"298"	"AB019440.1"	0.267662601003335	0.266960662690646	0.006
"299"	"AB019440.50"	0.267662601003335	0.266960662690646	0.006
"300"	"ABAT"	0.518863167069229	0.571239585079423	0.0387
"301"	"ABCA1"	0.862540899025797	0.860865831028933	-0.005
"302"	"ABCA10"	0.476596451134522	0.512161540523036	0.0277
"303"	"ABCA11P"	0.487711168610068	0.505332359575642	0.015
"304"	"ABCA12"	0.420379833371324	0.475288666552228	0.0422
"305"	"ABCA13"	0.455527240238789	0.480483510704891	0.0207
"306"	"ABCA17P"	0.45479043350031	0.461922967461244	0.0082
"307"	"ABCA2"	0.667258208544647	0.699404637074439	0.022
"308"	"ABCA3"	0.59200058979358	0.653369742731315	0.0437
"309"	"ABCA4"	0.579056207869361	0.558831299288177	-0.013
"310"	"ABCA5"	0.514327932896077	0.476103175891038	-0.0245
"311"	"ABCA6"	0.386659760410236	0.481729252943963	0.0708
"312"	"ABCA7"	0.563223945367317	0.59531874442494	0.0238
"313"	"ABCA8"	0.606888016786278	0.614018872673745	0.0056
"314"	"ABCA9"	0.418455614192313	0.380441028343072	-0.0227
"315"	"ABCA9-AS1"	0.277202320616804	0.284986294276873	0.0118
"316"	"ABCB1"	0.820394066642033	0.822130830686624	-0.0019
"317"	"ABCB10"	0.449254532274321	0.482109780837819	0.0263
"318"	"ABCB11"	0.798303875365784	0.795016373812562	-0.005
"319"	"ABCB4"	0.734287976806125	0.736979281590371	2e-04
"320"	"ABCB5"	0.44028131658169	0.442323595043624	0.0049
"321"	"ABCB6"	0.597397990808405	0.58371963233131	-0.0088
"322"	"ABCB7"	0.48945172563409	0.456626107965389	-0.0203
"323"	"ABCB8"	0.428191174082212	0.443035446320982	0.0141
"324"	"ABCB9"	0.441276299019676	0.430395667414013	-0.0041
"325"	"ABCC1"	0.789837140388814	0.785817342531985	-0.0054
"326"	"ABCC10"	0.468142711109926	0.45185702620161	-0.0083
"327"	"ABCC11"	0.691175735968634	0.694449175493662	0.0014
"328"	"ABCC12"	0.368667512296346	0.458068273169141	0.0672
"329"	"ABCC13"	0.400056227132125	0.436483674112835	0.0297
"330"	"ABCC2"	0.802270656945297	0.803450435792415	-0.002
"331"	"ABCC3"	0.822882821894038	0.817569789191235	-0.0069
"332"	"ABCC4"	0.770424803009893	0.768229243889755	-0.0038
"333"	"ABCC5"	0.662216941364548	0.66269092228011	0
"334"	"ABCC5-AS1"	0.272563539976212	0.277046439588209	0.0096
"335"	"ABCC6"	0.402942635240722	0.443332101217995	0.0324
"336"	"ABCC6P1"	0.428484858407078	0.492338735933804	0.0483
"337"	"ABCC6P2"	0.404268861630533	0.443120569541173	0.0313
"338"	"ABCC8"	0.474736507641438	0.426287755085506	-0.0309
"339"	"ABCC9"	0.439802013381067	0.450690568238473	0.0111
"340"	"ABCD1"	0.698230756506868	0.705030165117537	0.0037
"341"	"ABCD2"	0.622399239985565	0.61187773967308	-0.007
"342"	"ABCD3"	0.686842283059501	0.677357591491408	-0.0074
"343"	"ABCD4"	0.631778273281168	0.615181553360664	-0.0114
"344"	"ABCE1"	0.718140404997626	0.717160957558964	-0.002
"345"	"ABCF1"	0.623895435619421	0.623264482714626	-1e-04
"346"	"ABCF2"	0.547341795763895	0.557827981289735	0.009
"347"	"ABCF3"	0.645165589162481	0.668009901397456	0.0159
"348"	"ABCG1"	0.530037395835755	0.5208411889793	-0.0045
"349"	"ABCG2"	0.780130445802385	0.776547792572528	-0.0049
"350"	"ABCG4"	0.469965622805839	0.440876890419238	-0.0173
"351"	"ABCG5"	0.437537792878436	0.487710735779599	0.0386
"352"	"ABCG8"	0.467950784988663	0.522299303843264	0.041
"353"	"ABHD1"	0.389164746032827	0.445180153942372	0.0435
"354"	"ABHD10"	0.426043294605406	0.451090452434797	0.0213
"355"	"ABHD11"	0.480392377329911	0.491874884531412	0.0108
"356"	"ABHD12"	0.627222541297661	0.625348177084663	-0.0011
"357"	"ABHD12B"	0.418517619877957	0.405874434056181	-0.0049
"358"	"ABHD13"	0.409017944774751	0.456988146837732	0.0376
