Regulator	Target	MI	pvalue
ZNF266	TBC1D10C	1.3760552852604166	5.427249929468303E-7
ZNF621	RAB33A	1.3760552852604166	2.0196804326566564E-4
HBP1	TNKS	1.3760552852604166	5.427249929468303E-7
ZNF664	STS	1.3760552852604166	5.427249929468303E-7
ZBTB5	SDHD	1.3760552852604166	2.0196804326566564E-4
PBX4	TPR	1.3760552852604166	2.0196804326566564E-4
ZNF45	CACNA1A	1.3760552852604166	2.0196804326566564E-4
ZNF843	OLFM4	1.3760552852604166	2.0196804326566564E-4
ZNF225	MEF2A	1.3760552852604166	2.0196804326566564E-4
ZNF562	BLOC1S3	1.3760552852604166	2.0196804326566564E-4
SKI	RALBP1	1.3760552852604166	2.0196804326566564E-4
GFI1	CYP4F2	1.3760552852604166	2.0196804326566564E-4
ZNF628	RPL17	1.3760552852604169	0.0
CUX2	GATA2	1.3760552852604166	5.427249929468303E-7
ZNF676	CDCP2	1.3760552852604166	2.0196804326566564E-4
ZNF300	ATG7	1.3760552852604166	2.0196804326566564E-4
ZNF513	CPOX	1.3760552852604166	5.427249929468303E-7
JRK	CSNK1G1	1.3760552852604166	5.427249929468303E-7
GATA2	GPR157	1.3760552852604166	5.427249929468303E-7
DLX2	JARID2	1.3760552852604166	2.0196804326566564E-4
ZNF639	TIMD4	1.3760552852604166	2.0196804326566564E-4
SKIL	ADAT2	1.3760552852604169	0.0
ZNF559	SLC25A10	1.3760552852604166	2.0196804326566564E-4
REST	ASL	1.3760552852604166	2.0196804326566564E-4
POGK	BHMT	1.3760552852604169	2.478196314825709E-9
ZNF230	TMCO4	1.3760552852604166	2.0196804326566564E-4
ZKSCAN4	CYP4F22	1.3760552852604166	2.0196804326566564E-4
SP110	HNRNPC	1.3760552852604166	2.0196804326566564E-4
PPARA	FBXL20	1.3760552852604169	2.478196314825709E-9
ZNF829	FGR	1.3760552852604166	2.0196804326566564E-4
PAX5	ABCD2	1.3760552852604166	2.0196804326566564E-4
ZSCAN29	TMEM150A	1.3760552852604166	5.427249929468303E-7
ZNF589	ZMAT2	1.3760552852604166	2.0196804326566564E-4
RFX2	RHOBTB2	1.3760552852604166	5.427249929468303E-7
ZNF750	KYNU	1.3760552852604166	2.0196804326566564E-4
ZNF658	MED23	1.3760552852604166	5.427249929468303E-7
TIGD2	WDR38	1.3760552852604166	5.427249929468303E-7
LBX2	DDX54	1.3760552852604166	2.0196804326566564E-4
ZBTB6	C11orf68	1.3760552852604166	2.0196804326566564E-4
ETV5	FH	1.3760552852604166	2.0196804326566564E-4
ZSCAN12	C17orf64	1.3760552852604169	2.478196314825709E-9
ZNF831	ARL5C	1.3760552852604166	2.0196804326566564E-4
YY2	SNORD12C	1.3760552852604166	2.0196804326566564E-4
ZNF782	GIPC1	1.3760552852604166	5.427249929468303E-7
MYC	MKRN3	1.3760552852604166	2.0196804326566564E-4
ZNF574	ZNF805	1.3760552852604166	5.427249929468303E-7
RREB1	P2RX6	1.3760552852604166	2.0196804326566564E-4
ZFP30	WDFY2	1.3760552852604166	2.0196804326566564E-4
ZSCAN5A	WSB2	1.3760552852604166	2.0196804326566564E-4
ZNF181	IQCD	1.3760552852604166	2.0196804326566564E-4
THAP9	ZNF154	1.3760552852604166	2.0196804326566564E-4
LHX3	NUDT17	1.3760552852604166	2.0196804326566564E-4
MXD3	DNAJC13	1.3760552852604166	2.0196804326566564E-4
ZNF792	ETV5	1.3760552852604169	0.0
ADNP	SPIN2A	1.3760552852604166	2.0196804326566564E-4
ZNF506	CD34	1.3760552852604166	2.0196804326566564E-4
PPARA	FMNL3	1.3760552852604166	2.0196804326566564E-4
ZNF426	GRIK1	1.3760552852604166	5.427249929468303E-7
FLI1	EXOSC7	1.3760552852604166	2.0196804326566564E-4
ZFPM1	RPL27A	1.3760552852604166	2.0196804326566564E-4
HBP1	TBL3	1.3760552852604169	0.0
ZNF91	FKBP1AP1	1.3760552852604166	2.0196804326566564E-4
ZNF781	MEI1	1.3760552852604169	2.478196314825709E-9
SATB1	ZNF79	1.3760552852604166	2.0196804326566564E-4
TFCP2	HLA-A	1.3760552852604166	2.0196804326566564E-4
TEF	PROK2	1.3760552852604166	2.0196804326566564E-4
THAP7	MRPS18A	1.3760552852604166	2.0196804326566564E-4
ZNF706	TMTC3	1.3760552852604166	5.427249929468303E-7
PHF21A	SELL	1.3760552852604166	2.0196804326566564E-4
ZBED2	STK33	1.3760552852604166	2.0196804326566564E-4
ZNF85	XCL2	1.3760552852604166	2.0196804326566564E-4
NR2C1	LRTOMT	1.3760552852604166	2.0196804326566564E-4
ZNF660	JRK	1.3760552852604166	5.427249929468303E-7
ZNF605	EHBP1	1.3760552852604166	2.0196804326566564E-4
TRERF1	ZFYVE1	1.3760552852604166	2.0196804326566564E-4
YBX1	ARMC8	1.3760552852604166	2.0196804326566564E-4
EOMES	ADARB2	1.3760552852604166	5.427249929468303E-7
ZNF283	ACADM	1.3760552852604166	5.427249929468303E-7
ZNF80	NINJ2	1.3760552852604166	2.0196804326566564E-4
FOXP3	TM2D1	1.3760552852604166	2.0196804326566564E-4
ADNP2	PRDM16	1.3760552852604166	2.0196804326566564E-4
ZNF510	ZNF260	1.3760552852604166	2.0196804326566564E-4
FOXH1	FRAT1	1.3760552852604166	2.0196804326566564E-4
HOXB2	TIMM44	1.3760552852604166	2.0196804326566564E-4
ZNF426	MSR1	1.3760552852604166	2.0196804326566564E-4
ZNF627	SNORA68	1.3760552852604166	5.427249929468303E-7
ZNF660	C1D	1.3760552852604166	2.0196804326566564E-4
ZNF737	EIF4G1	1.3760552852604166	2.0196804326566564E-4
ZHX2	SNORD11B	1.3760552852604166	2.0196804326566564E-4
ELF4	WDR5	1.3760552852604169	0.0
HSF2	PARM1	1.3760552852604166	2.0196804326566564E-4
ZNF607	AKAP8L	1.3760552852604166	2.0196804326566564E-4
SP6	NR4A1	1.3760552852604166	2.0196804326566564E-4
E2F3	SP140L	1.3760552852604166	2.0196804326566564E-4
GMEB1	ARCN1	1.3760552852604169	0.0
ZNF790	PTPN11	1.3760552852604166	5.427249929468303E-7
ZNF823	SNORD1A	1.3760552852604166	2.0196804326566564E-4
ZNF879	TRH	1.3760552852604166	2.0196804326566564E-4
TCF15	HMGB2	1.3760552852604169	2.478196314825709E-9
ZNF136	ZBTB41	1.3760552852604166	5.427249929468303E-7
ZNF296	KANK1	1.3760552852604166	5.427249929468303E-7
ZNF710	MMAA	1.3760552852604166	2.0196804326566564E-4
ZNF787	RWDD1	1.3760552852604169	0.0
PIN1	SERPINE2	1.3760552852604166	2.0196804326566564E-4
CASZ1	CARD17	1.3760552852604166	2.0196804326566564E-4
ZNF251	PTPN22	1.3760552852604169	0.0
AEBP1	FNIP2	1.3760552852604166	2.0196804326566564E-4
SGSM2	SH3TC2	1.3760552852604169	2.478196314825709E-9
ZBTB41	CITED2	1.3760552852604166	2.0196804326566564E-4
ZNF90	CTAGE6	1.3760552852604166	2.0196804326566564E-4
ZNF543	RBM41	1.3760552852604166	5.427249929468303E-7
ZNF346	EPX	1.3760552852604166	2.0196804326566564E-4
HSF1	REXO2	1.3760552852604166	2.0196804326566564E-4
ZNF582	FLT4	1.3760552852604166	2.0196804326566564E-4
ZNF470	PSMA2	1.3760552852604169	2.478196314825709E-9
ZNF517	NCDN	1.3760552852604166	2.0196804326566564E-4
GLI3	INTU	1.3760552852604166	2.0196804326566564E-4
ZNF540	PCDHGA6	1.3760552852604166	5.427249929468303E-7
RXRA	SLC39A9	1.3760552852604166	2.0196804326566564E-4
ZNF704	ADD2	1.3760552852604166	2.0196804326566564E-4
ZNF483	DEFA1B	1.3760552852604166	2.0196804326566564E-4
ZNF18	CCDC13	1.3760552852604166	2.0196804326566564E-4
ZNF483	STAG3L2	1.3760552852604169	2.478196314825709E-9
ZNF362	MYO1C	1.3760552852604166	5.427249929468303E-7
SMAD5	BASP1	1.3760552852604166	5.427249929468303E-7
CEBPD	TTC14	1.3760552852604166	2.0196804326566564E-4
ZNF98	ARNTL	1.3760552852604166	2.0196804326566564E-4
RLF	POFUT2	1.3760552852604166	2.0196804326566564E-4
MYPOP	ESRRB	1.3760552852604166	5.427249929468303E-7
ZNF596	SLC35B3	1.3760552852604166	2.0196804326566564E-4
ZSCAN5A	EBI3	1.3760552852604166	2.0196804326566564E-4
PLAGL2	FCGR3A	1.3760552852604166	2.0196804326566564E-4
NPAS3	SNIP1	1.3760552852604166	2.0196804326566564E-4
ZNF77	NAP1L1	1.3760552852604166	2.0196804326566564E-4
ZNF30	DTX1	1.3760552852604169	2.478196314825709E-9
ZNF688	NARS2	1.3760552852604166	5.427249929468303E-7
JRK	HSBP1L1	1.3760552852604166	2.0196804326566564E-4
SGSM2	AP1B1	1.3760552852604166	5.427249929468303E-7
FOXD4L1	BATF3	1.3760552852604166	2.0196804326566564E-4
ZNF91	HERC5	1.3760552852604166	2.0196804326566564E-4
ZNF821	XAF1	1.3760552852604166	2.0196804326566564E-4
TCF7	LCA5	1.3760552852604166	2.0196804326566564E-4
ZNF512	PPCDC	1.3760552852604166	2.0196804326566564E-4
ZNF526	TRIM17	1.3760552852604169	2.478196314825709E-9
ZNF300	CSTB	1.3760552852604166	2.0196804326566564E-4
ZSCAN12	KLF7	1.3760552852604166	2.0196804326566564E-4
ZBTB33	SLC25A4	1.3760552852604166	5.427249929468303E-7
ZNF785	GAR1	1.3760552852604166	5.427249929468303E-7
ETV5	EPAS1	1.3760552852604166	2.0196804326566564E-4
E2F2	FAM13B	1.3760552852604166	2.0196804326566564E-4
ZNF674	BRMS1L	1.3760552852604166	2.0196804326566564E-4
ZNF569	FGFR2	1.3760552852604166	2.0196804326566564E-4
CEBPA	NUDCD1	1.3760552852604166	2.0196804326566564E-4
ZNF57	AMOTL1	1.3760552852604166	2.0196804326566564E-4
VEZF1	TBX10	1.3760552852604166	2.0196804326566564E-4
ZBTB38	SATB2	1.3760552852604166	5.427249929468303E-7
VSX1	TMED4	1.3760552852604166	2.0196804326566564E-4
ZNF792	HIP1	1.3760552852604166	2.0196804326566564E-4
ZNF823	HHLA3	1.3760552852604166	2.0196804326566564E-4
NR3C1	COMMD9	1.3760552852604166	2.0196804326566564E-4
ZNF664	CTDSP2	1.3760552852604166	2.0196804326566564E-4
JAZF1	RPRD1B	1.3760552852604169	0.0
E2F2	MXRA8	1.3760552852604166	2.0196804326566564E-4
ZNF248	NAA15	1.3760552852604169	2.478196314825709E-9
ZNF571	TMEM52	1.3760552852604166	2.0196804326566564E-4
ISL2	SNORD116-13	1.3760552852604166	2.0196804326566564E-4
ZNF277	TTLL11	1.3760552852604166	2.0196804326566564E-4
ZNF641	ACSF3	1.3760552852604166	5.427249929468303E-7
TET1	C6orf47	1.3760552852604166	2.0196804326566564E-4
ZNF727	PYROXD1	1.3760552852604166	2.0196804326566564E-4
ZNF425	HCG4	1.3760552852604166	2.0196804326566564E-4
ADNP2	SDCBP2	1.3760552852604166	2.0196804326566564E-4
RFX4	SPI1	1.3760552852604166	2.0196804326566564E-4
TIGD2	DOC2B	1.3760552852604166	2.0196804326566564E-4
PIN1	JAKMIP1	1.3760552852604169	2.478196314825709E-9
CASZ1	MPP4	1.3760552852604166	5.427249929468303E-7
CXXC5	DHDDS	1.3760552852604166	2.0196804326566564E-4
ZBED4	ADAM21	1.3760552852604166	5.427249929468303E-7
ZNF425	DTHD1	1.3760552852604166	2.0196804326566564E-4
BCL11B	TRAPPC1	1.3760552852604169	0.0
ZNF843	PPP1R3B	1.3760552852604166	2.0196804326566564E-4
RHOXF1	DPEP3	1.3760552852604166	2.0196804326566564E-4
REL	ARL15	1.3760552852604166	2.0196804326566564E-4
ZNF28	EAF1	1.3760552852604166	2.0196804326566564E-4
DR1	TRAF3IP3	1.3760552852604166	5.427249929468303E-7
ZBED1	GSDMD	1.3760552852604166	2.0196804326566564E-4
ZNF506	MAP4K3	1.3760552852604166	2.0196804326566564E-4
GTF2IRD1	NEDD9	1.3760552852604166	2.0196804326566564E-4
TBX21	BIRC6	1.3760552852604169	2.478196314825709E-9
NCOA2	MICALL2	1.3760552852604169	2.478196314825709E-9
ZNF557	NEXN	1.3760552852604166	2.0196804326566564E-4
E2F2	GPLD1	1.3760552852604166	5.427249929468303E-7
NR2C2	ZW10	1.3760552852604166	2.0196804326566564E-4
ZNF700	CYHR1	1.3760552852604169	2.478196314825709E-9
RFX5	PLEK2	1.3760552852604169	0.0
HIVEP1	SLC39A6	1.3760552852604166	5.427249929468303E-7
ZNF585B	TBX1	1.3760552852604169	2.478196314825709E-9
NKX6-2	AGBL5	1.3760552852604166	2.0196804326566564E-4
HIC1	RNF144A	1.3760552852604166	5.427249929468303E-7
CTCF	TXK	1.3760552852604166	2.0196804326566564E-4
ZNF341	PIK3C2B	1.3760552852604166	2.0196804326566564E-4
ZNF211	EPS8L2	1.3760552852604166	2.0196804326566564E-4
ETV5	ZNF792	1.3760552852604169	0.0
CENPB	MSLN	1.3760552852604166	5.427249929468303E-7
MYBL2	THOC7	1.3760552852604166	5.427249929468303E-7
ZNF700	IDS	1.3760552852604166	5.427249929468303E-7
CUX2	STEAP3	1.3760552852604166	5.427249929468303E-7
ZNF384	ZNF337	1.3760552852604166	2.0196804326566564E-4
ZNF626	CRHR2	1.3760552852604166	2.0196804326566564E-4
CEBPG	EIF4EBP3	1.3760552852604166	2.0196804326566564E-4
SKIL	HAUS4	1.3760552852604166	2.0196804326566564E-4
HOXA4	PRDM1	1.3760552852604166	2.0196804326566564E-4
NFATC3	CRYBG3	1.3760552852604166	2.0196804326566564E-4
HMGA1	ZNF805	1.3760552852604166	5.427249929468303E-7
NCOA3	SURF1	1.3760552852604166	2.0196804326566564E-4
ZNF664	LCLAT1	1.3760552852604166	5.427249929468303E-7
ZSCAN29	PDRG1	1.3760552852604166	5.427249929468303E-7
ZNF853	SMCHD1	1.3760552852604166	5.427249929468303E-7
ZNF678	PPDPF	1.3760552852604166	2.0196804326566564E-4
ZNF846	MID2	1.3760552852604166	2.0196804326566564E-4
CREB3L2	PHF1	1.3760552852604166	2.0196804326566564E-4
ZNF763	KCNA6	1.3760552852604166	2.0196804326566564E-4
PPARA	TSPAN32	1.3760552852604166	2.0196804326566564E-4
ZNF777	GATAD2B	1.3760552852604166	5.427249929468303E-7
ZNF429	EIF2B3	1.3760552852604166	2.0196804326566564E-4
MYT1	ATPAF2	1.3760552852604166	2.0196804326566564E-4
ARNTL	SCARNA16	1.3760552852604166	2.0196804326566564E-4
ZNF616	SLC22A12	1.3760552852604166	2.0196804326566564E-4
MEIS2	CASP6	1.3760552852604166	2.0196804326566564E-4
ZBTB25	JRK	1.3760552852604166	2.0196804326566564E-4
ZNF251	PMPCB	1.3760552852604166	5.427249929468303E-7
SPIB	PRDM4	1.3760552852604166	2.0196804326566564E-4
THAP6	KLHL12	1.3760552852604166	2.0196804326566564E-4
CXXC5	FBXO25	1.3760552852604166	2.0196804326566564E-4
ZNF26	C6orf58	1.3760552852604166	2.0196804326566564E-4
TRERF1	KIF5C	1.3760552852604166	5.427249929468303E-7
ZNF652	EXOSC4	1.3760552852604166	2.0196804326566564E-4
FOXP1	NOLC1	1.3760552852604169	0.0
ATF6	CYP11B1	1.3760552852604166	2.0196804326566564E-4
ZNF878	ZNF583	1.3760552852604166	2.0196804326566564E-4
ZNF787	AGAP5	1.3760552852604166	2.0196804326566564E-4
SP140	SNHG4	1.3760552852604169	2.478196314825709E-9
ZEB2	UTRN	1.3760552852604166	2.0196804326566564E-4
ZNF438	NACA2	1.3760552852604166	2.0196804326566564E-4
TET3	RECQL4	1.3760552852604166	2.0196804326566564E-4
ZNF485	DDX11	1.3760552852604166	2.0196804326566564E-4
ZNF506	IFI44	1.3760552852604166	2.0196804326566564E-4
PRDM10	LEPROTL1	1.3760552852604166	2.0196804326566564E-4
RFX5	SNORD36B	1.3760552852604166	5.427249929468303E-7
RXRA	SNORA41	1.3760552852604166	2.0196804326566564E-4
ZNF784	CCR10	1.3760552852604166	5.427249929468303E-7
THAP5	LAMA3	1.3760552852604166	2.0196804326566564E-4
EGR1	RNF141	1.3760552852604166	2.0196804326566564E-4
POU6F2	SNORD35A	1.3760552852604166	2.0196804326566564E-4
ZNF10	PTPN9	1.3760552852604166	2.0196804326566564E-4
HSF2	RBKS	1.3760552852604166	2.0196804326566564E-4
ZNF264	FAT4	1.3760552852604166	2.0196804326566564E-4
ZNF496	GYG2	1.3760552852604166	2.0196804326566564E-4
ZNF614	USP16	1.3760552852604166	5.427249929468303E-7
BAZ2B	CCNL2	1.3760552852604169	0.0
ZNF181	ERF	1.3760552852604166	2.0196804326566564E-4
KLF1	SAMD8	1.3760552852604166	5.427249929468303E-7
NFIX	ERC1	1.3760552852604166	2.0196804326566564E-4
EOMES	SRPK3	1.3760552852604169	0.0
MXD1	NCK1	1.3760552852604169	0.0
ZNF699	MAPK8IP3	1.3760552852604166	2.0196804326566564E-4
SOX4	LYRM1	1.3760552852604166	5.427249929468303E-7
ZNF211	AIM2	1.3760552852604166	2.0196804326566564E-4
DEAF1	C1QTNF3	1.3760552852604166	2.0196804326566564E-4
NR6A1	EBF3	1.3760552852604166	2.0196804326566564E-4
SATB1	ZNF692	1.3760552852604166	2.0196804326566564E-4
HIC1	ING1	1.3760552852604169	2.478196314825709E-9
GATA2	RNASE4	1.3760552852604166	2.0196804326566564E-4
EPAS1	ETV5	1.3760552852604166	2.0196804326566564E-4
ZNF207	CHST10	1.3760552852604166	2.0196804326566564E-4
ZNF704	GGT7	1.3760552852604169	0.0
ZBTB47	DSG2	1.3760552852604166	5.427249929468303E-7
CREB3	AATK	1.3760552852604166	2.0196804326566564E-4
ZNF835	NEAT1	1.3760552852604166	2.0196804326566564E-4
NFYC	CELF6	1.3760552852604166	2.0196804326566564E-4
JDP2	TTC21A	1.3760552852604166	2.0196804326566564E-4
ZNF365	RASSF5	1.3760552852604166	5.427249929468303E-7
ZSCAN5A	PRSS36	1.3760552852604166	2.0196804326566564E-4
ZNF687	RAPSN	1.3760552852604169	2.478196314825709E-9
HINFP	CD68	1.3760552852604169	2.478196314825709E-9
NFIL3	MYB	1.3760552852604166	5.427249929468303E-7
E2F4	CHIT1	1.3760552852604166	2.0196804326566564E-4
SMAD3	PMAIP1	1.3760552852604166	2.0196804326566564E-4
ZNF768	UBP1	1.3760552852604166	5.427249929468303E-7
ELF1	ZNF703	1.3760552852604166	2.0196804326566564E-4
DR1	FAM110B	1.3760552852604166	2.0196804326566564E-4
ZNF217	NMB	1.3760552852604166	2.0196804326566564E-4
HOXA11	ZNF764	1.3760552852604166	2.0196804326566564E-4
ZNF131	VDAC3	1.3760552852604166	5.427249929468303E-7
ZNF20	DDX6	1.3760552852604169	0.0
FOXD4	DENR	1.3760552852604166	2.0196804326566564E-4
ZNF439	GLMN	1.3760552852604166	2.0196804326566564E-4
ELF5	SNORD116-1	1.3760552852604166	2.0196804326566564E-4
ZNF75A	SCAMP2	1.3760552852604166	2.0196804326566564E-4
NFKB1	PARD3B	1.3760552852604166	2.0196804326566564E-4
ZBTB41	CLCN2	1.3760552852604166	2.0196804326566564E-4
ZNF35	FKBP2	1.3760552852604166	2.0196804326566564E-4
GPBP1	CUBN	1.3760552852604166	2.0196804326566564E-4
ZNF750	PIGA	1.3760552852604166	2.0196804326566564E-4
